user_id,topk_items
2997,"2858,2396,1617,608,527,2997,318,593,1094,2291"
5182,"2470,2942,1088,539,2100,2716,11,597,3255,587"
2753,"898,955,1230,916,911,969,951,899,3037,905"
4888,"969,3545,3334,1256,930,1212,3435,1284,950,912"
4992,"2858,260,1210,1196,1270,1198,608,1097,593,2762"
5361,"1367,2081,1022,595,2080,1029,1688,1028,588,2078"
5129,"260,1270,1097,1196,1210,1214,1198,1580,480,1240"
2351,"2858,527,593,296,608,1617,318,2997,1213,2762"
2926,"2724,1777,2485,2581,356,2424,1895,339,1784,2671"
5986,"1296,1247,1207,912,1230,1172,898,1244,515,926"
4489,"2571,589,480,1580,2916,2628,3175,260,3793,1676"
690,"1270,1198,2716,1097,1196,260,1197,1210,2174,2797"
5458,"2858,2997,608,296,3481,1617,2395,2959,593,2599"
945,"356,1210,1198,2858,2028,1265,2396,1196,110,593"
2529,"2080,1097,2470,2054,2081,2100,2078,2161,2115,2406"
1631,"1367,1081,588,2424,597,1028,34,539,1947,1569"
1560,"2762,2701,1127,2881,2683,2858,2013,3623,3175,2355"
663,"2167,2617,2916,3697,1917,1370,1320,173,316,70"
4596,"2174,592,1994,3448,1036,1097,1198,1240,1258,2746"
3096,"1032,1210,1019,1580,260,2080,1022,1375,594,1376"
2041,"356,914,920,2858,2081,357,919,595,1393,2080"
4206,"260,1210,1198,1196,1097,1270,480,1580,912,3114"
3055,"1407,2916,589,253,2617,1240,1320,1645,2571,1994"
3308,"153,2717,2335,2004,542,1377,333,3033,466,367"
517,"838,339,597,539,2081,1569,11,1784,357,708"
2651,"1214,589,2916,1210,480,260,1240,1127,1198,1200"
4750,"2081,2080,595,1029,1022,2078,594,588,1028,3396"
5452,"2997,2858,2396,296,1617,1265,608,2395,527,593"
2307,"2858,593,608,2997,527,1617,296,2028,318,110"
4889,"589,1196,260,1198,110,1210,480,2916,2858,2028"
493,"2858,1617,527,1041,318,1213,2997,593,296,2908"
5539,"2858,1230,912,2997,923,2396,1247,1617,919,527"
2242,"1580,480,2571,260,2628,1,1097,1210,588,595"
4563,"2858,593,527,608,356,2762,1198,318,2028,110"
268,"1888,587,2424,339,1777,2581,539,2724,2558,2671"
2353,"2858,527,3176,318,2762,1959,593,1617,2396,920"
4086,"1688,588,1566,48,595,1367,783,107,2089,2081"
2860,"1252,111,1617,1219,858,608,1208,1213,1193,3683"
3713,"597,11,539,440,3255,357,1777,1569,356,1968"
5788,"2717,2004,2735,1991,2378,88,2134,1091,2513,1342"
202,"356,367,1580,2617,153,588,589,1517,2683,1377"
1058,"589,260,2858,2628,1127,2571,480,2762,1214,1196"
2021,"2167,2916,3697,2617,1320,3527,70,1370,1917,196"
5615,"2858,2396,2762,356,1265,593,2028,527,34,1"
474,"2959,2997,2395,3052,2580,223,1732,1923,2858,3081"
5916,"2664,1219,2454,1252,1214,1204,1212,2288,1253,2366"
2624,"1097,924,1196,969,1210,260,1214,1270,912,1197"
754,"2858,2762,3578,2028,2997,527,3176,318,3753,3623"
1467,"2858,2997,2762,3408,2028,593,2683,2396,3578,527"
858,"1214,541,260,924,1196,1387,2657,1240,1270,1097"
3159,"2858,2997,2762,2599,2396,608,2395,3408,527,593"
2446,"2858,2997,589,593,608,110,296,2028,1198,1580"
1255,"2858,2908,2997,3176,1617,2396,2599,2333,527,1704"
3384,"1387,1270,1214,1198,2716,1196,260,1210,1097,2000"
262,"329,1375,1376,2105,1373,2393,1372,1371,1215,610"
692,"2916,589,47,1617,474,608,6,296,3256,1573"
539,"1580,1210,260,480,589,2571,1196,1198,1270,1240"
5104,"2858,1617,1198,1196,1210,608,260,527,593,2762"
5524,"899,594,914,1022,2096,1028,2080,2565,1032,1029"
2203,"2406,1375,1376,1374,329,2105,2640,1580,2094,1372"
1124,"1240,2000,1214,2716,1270,1198,1210,260,2174,3527"
5061,"588,2081,595,1,2355,2080,1566,356,1265,364"
1125,"3623,380,3081,377,2762,2353,1608,780,356,648"
2073,"919,899,1207,527,2987,2858,912,1029,34,2396"
4476,"750,1253,1212,924,541,1252,1284,1204,1267,1214"
5964,"296,589,2571,223,2858,2997,2395,2959,593,1517"
2681,"708,597,1777,2081,500,1569,141,588,1441,2134"
2665,"1214,1270,1375,1240,2529,1374,260,541,2746,3033"
1912,"1252,1219,1617,908,1214,904,1221,969,924,1387"
2106,"586,588,595,1777,339,1895,1485,2496,2385,7"
1764,"2004,2617,1918,153,2717,1431,466,546,673,2002"
3560,"2858,356,527,593,1265,1,2396,296,1198,608"
788,"1580,329,480,2628,1376,1210,316,589,2571,2916"
854,"1393,587,377,380,22,2424,11,1892,25,597"
1489,"2858,3408,2997,2762,260,3114,3578,2987,3751,3793"
178,"969,2080,1028,2087,1022,594,596,1029,2078,1294"
1758,"778,562,296,2289,608,535,1213,3246,1089,1729"
5480,"539,597,356,1569,2424,339,2671,587,357,7"
5605,"588,2081,1029,1282,594,1022,595,2096,2080,1035"
4470,"2716,2470,1270,2000,2406,1097,1580,2407,2011,1198"
1503,"1198,1214,1196,260,1210,924,589,541,1270,1097"
556,"2080,1028,1022,594,2087,2096,2081,2078,1029,1032"
3218,"1252,3811,908,1204,1230,3735,1267,969,1953,1250"
5545,"912,1097,904,1196,924,1230,750,2396,1197,919"
4823,"527,2858,593,608,296,2395,318,2997,2959,1198"
2966,"356,2858,1265,2396,1,39,1580,2997,34,357"
1015,"1617,608,111,1094,247,541,296,50,1213,1193"
4539,"2858,912,1198,1196,260,1097,1270,1230,1193,858"
4048,"1367,2080,1022,1702,2089,1021,1029,1688,1025,596"
2334,"914,932,920,916,898,899,1947,915,2067,969"
5682,"2353,733,1552,3409,2490,165,1752,1918,1370,3826"
3985,"1041,501,1594,308,3129,2357,2171,1719,3083,2442"
123,"457,474,1610,3101,1597,593,1674,2194,2916,858"
5822,"1214,1219,2664,2366,1387,1350,968,1345,2160,1997"
5601,"1617,2858,608,593,296,1213,527,2997,318,589"
1897,"58,1230,2908,1172,1244,2858,2966,1296,1041,3504"
1100,"3398,588,2081,3396,1517,3253,2078,2918,3608,2080"
5248,"3072,1307,2396,898,357,1270,1947,916,920,597"
5009,"260,1196,1270,1210,1097,1198,924,1214,912,969"
721,"1597,2881,377,1892,1608,736,2688,2763,3176,3257"
553,"838,497,1777,339,357,1784,39,1188,1569,597"
795,"2171,838,1188,1784,357,2908,2858,39,58,25"
2634,"2858,527,1041,1617,1213,608,2997,1230,296,318"
107,"1212,1252,1204,1953,1267,1284,969,3435,1254,1250"
5441,"260,1198,1270,1196,1097,1214,1210,589,480,1240"
4250,"1597,1370,3841,3256,3257,1918,349,1801,736,494"
4204,"1214,1198,2858,1196,260,858,1210,1270,608,1387"
3741,"480,1580,589,2858,2571,1210,2628,110,1196,260"
1928,"648,1580,2762,2028,480,377,733,110,2571,356"
2244,"3753,3555,2858,3578,3793,3751,3755,260,527,2028"
4089,"2716,356,2683,2858,2028,1198,2000,1270,2762,1968"
3051,"1580,589,480,2571,356,733,2028,1917,648,2628"
3319,"3735,3068,1953,2919,3167,2130,3811,3201,3152,3200"
4058,"1198,589,1210,1196,1580,2916,1270,260,1097,1240"
1922,"1210,1580,589,1270,1197,1196,2571,2916,1240,260"
5262,"1028,2716,1270,2369,1198,3552,1220,1035,1097,2683"
4140,"592,2406,2470,2115,2001,2000,3256,1370,2407,1375"
102,"2858,2762,2997,2396,1617,3578,593,3408,608,527"
4347,"2858,356,2683,1784,2762,2959,2706,1777,1923,1393"
864,"2858,1244,1230,912,923,908,1617,1247,1252,3435"
5880,"1580,2571,589,1210,1197,1148,296,480,1270,608"
3773,"2174,1270,2918,2791,2716,3552,1097,1198,3608,1968"
4728,"589,2916,608,480,296,1196,110,2571,593,1213"
1203,"2858,527,2291,2959,1617,1721,3176,1704,3481,296"
1968,"2916,589,2571,608,1653,1573,480,1127,1240,457"
43,"2858,2762,2683,2997,2355,3408,2959,2706,3623,2028"
2471,"1214,260,1196,924,1198,1270,1210,541,1097,589"
5907,"1230,1212,1252,1244,908,912,750,1267,1204,1617"
2249,"1580,480,1210,2628,2858,1270,2355,589,2028,3793"
5253,"912,969,919,924,904,920,3334,1247,1097,1207"
4650,"2716,356,2000,1198,1270,1968,2028,593,2858,1307"
3227,"2396,2997,2599,2858,1641,1265,1,39,2395,356"
2215,"589,2916,6,1089,47,1617,2959,296,1729,2571"
4870,"3361,1079,1394,1294,2352,1307,608,858,3671,3072"
2878,"969,899,919,920,594,1028,914,596,2080,1029"
3808,"2794,1135,3087,2378,2717,2121,2735,2423,2470,3033"
3065,"2858,2997,1265,2395,2396,356,296,1704,1784,1641"
2237,"2243,509,1958,2245,3684,2739,1674,1962,2352,2312"
5925,"919,912,1028,1097,899,1947,1,1282,1197,1270"
4964,"608,1617,1213,296,2858,1196,593,541,1252,527"
3216,"608,2858,1617,593,296,2997,1213,527,1196,541"
4225,"1041,1594,1719,162,562,308,535,778,306,3007"
3471,"2959,589,2395,3052,223,2580,593,2683,296,1729"
5569,"597,1569,1777,339,539,356,357,838,2424,2671"
241,"541,260,1214,924,1196,1617,750,1198,1240,589"
2959,"2858,2762,2683,2028,2997,593,1580,2355,3578,589"
3610,"1022,594,596,1032,2096,2087,1029,2080,899,2720"
1065,"838,1188,2171,17,1680,265,222,1393,339,1643"
3253,"1230,1244,1617,2396,1172,2289,923,1041,2858,1296"
3562,"253,587,1339,2146,1968,1994,3101,3448,2145,2144"
3129,"2000,3033,3448,3552,2470,1968,2407,2011,2003,2174"
3501,"1617,1230,2858,1244,908,912,527,1252,1213,1193"
1901,"260,1214,1196,1198,924,1387,1097,1210,1270,969"
504,"2288,589,2455,1214,3476,2160,70,1617,541,1994"
5178,"2716,1270,3361,3552,2804,2174,1079,1968,2918,1394"
5728,"2080,2088,2470,1367,2375,3398,2081,2078,2717,1022"
2757,"2858,1617,1230,2997,608,908,1193,1252,1213,923"
45,"838,597,351,339,1569,7,539,357,2424,708"
4757,"2858,2396,2997,1617,527,608,593,318,2762,912"
1570,"1617,608,2858,593,296,858,1210,527,1198,1196"
5996,"2470,592,1210,1101,1198,2000,1270,2081,648,2115"
1899,"1234,1292,3504,1294,1080,924,541,750,1136,904"
2359,"2858,2762,2997,2396,527,1617,318,2028,3176,3578"
3259,"1210,260,1196,2858,593,2762,2571,589,1580,1097"
403,"2858,2762,2683,356,2028,1580,2355,110,480,593"
857,"1230,912,1252,969,908,904,919,750,1198,924"
3312,"3793,3481,2858,3578,3535,1580,367,3863,589,2997"
5831,"2406,3448,2100,2407,2470,1674,2000,1036,1270,1307"
3208,"592,2916,2000,2174,2001,1240,1291,2115,589,1198"
1470,"3555,3948,3793,3513,3510,3753,3481,3863,3534,3745"
1498,"2858,1617,260,608,1196,593,527,1198,1214,589"
2282,"1580,589,480,2571,1210,2628,2916,1917,260,780"
5296,"2858,1270,608,2396,1198,593,527,858,1617,1307"
1146,"1644,1407,70,1342,742,2120,1717,3660,1645,2107"
3309,"1270,260,1210,2174,1580,1196,1198,1214,1197,1097"
4521,"1270,1214,1198,1097,1196,2716,2858,1210,260,858"
6020,"1214,1240,2916,3527,260,1198,589,1196,1387,1374"
5015,"1097,1270,1198,1294,1028,969,919,3361,1197,2406"
4804,"3735,3769,2921,3551,3834,3445,2851,3767,3681,2531"
5312,"1270,1210,1214,1240,1196,589,1580,2716,2657,2406"
2258,"1029,588,595,594,2081,1032,1022,2080,2096,2078"
5288,"2858,3481,1617,1213,527,2997,1041,3911,1193,3897"
4387,"2081,595,1022,48,2080,1029,364,1088,588,783"
1884,"924,260,750,969,1196,912,541,1214,1198,1204"
1980,"2791,356,1307,1569,39,1784,2918,2858,1265,1617"
272,"2028,2683,589,2762,2706,2959,1127,2858,2490,2699"
5514,"2694,2683,2355,2858,2706,2719,2762,3717,2581,2805"
109,"2080,260,1028,1270,1097,1196,2087,1210,2078,1032"
2064,"1252,1214,1953,924,1204,2664,541,1219,858,1221"
1524,"2858,3793,1580,2571,480,2997,1210,3578,3751,2628"
2153,"1580,480,2571,356,1,1270,589,1517,1210,367"
302,"3033,1127,367,2683,2011,1580,2723,2174,2105,1676"
1969,"588,595,2161,1580,2081,367,2174,260,589,1196"
3821,"2858,3083,3481,2997,1041,162,3007,2692,306,1617"
48,"588,1580,595,356,2081,1210,2080,2470,1,1097"
5886,"260,1196,1580,1210,480,1291,1198,1240,589,592"
3823,"1953,2917,1233,2919,1299,1252,1221,3735,474,1617"
5090,"1270,1196,608,541,2858,1259,1198,1097,260,1214"
4040,"2167,70,2916,3527,1215,1320,589,2617,1240,1370"
924,"2858,1617,608,593,527,1196,2396,1210,1198,318"
2222,"1307,3526,597,2915,3072,3448,2145,1968,1958,3591"
3945,"2470,3448,3526,2407,2100,2080,2406,2797,2746,3361"
689,"3269,339,1721,2393,1801,266,539,1584,1580,1210"
3202,"356,2762,480,1580,2858,1721,2355,2028,2006,588"
1883,"898,916,914,915,899,838,1296,955,900,1947"
4051,"608,2858,593,2716,589,1258,1617,1196,1240,1219"
173,"1252,1212,3730,1267,3683,1248,3435,1284,1952,1617"
4700,"1097,260,1270,1196,924,1210,1282,1028,594,919"
4183,"70,1573,2916,474,733,6,47,16,589,2959"
1088,"2006,2881,3753,2762,899,2805,318,919,527,3176"
3082,"3448,1968,3526,1135,3361,2470,3552,3591,2423,2918"
1749,"1248,3683,246,2064,750,3481,111,162,3435,3742"
5289,"969,3334,1256,1252,910,1230,1267,898,750,904"
1613,"367,2916,1580,780,589,1210,153,356,1377,2571"
3505,"2858,1617,2997,3481,2396,527,1041,1248,3911,2599"
1321,"2352,1079,3448,2915,1186,2243,3361,2739,1958,3072"
5107,"1172,515,1094,3418,2289,1617,527,21,608,3108"
1617,"2858,589,480,3793,2571,2628,3578,1580,3175,2997"
543,"173,2735,2004,70,442,196,1037,3033,2717,3527"
2756,"260,1580,1198,589,1210,480,110,1196,2858,2028"
3519,"1271,2144,3261,141,500,708,1517,3255,1777,372"
225,"2858,1213,1617,2997,2959,2908,608,1041,1089,3481"
3430,"2858,527,2997,912,1617,318,1193,923,1207,593"
658,"356,2858,2683,1784,2706,1265,2762,2355,593,1517"
1937,"1307,1270,1968,2174,1079,2791,3361,1394,1197,2100"
2810,"1688,588,48,595,364,2089,2081,2394,2724,2355"
4611,"1393,356,11,2291,1784,357,1721,1183,1704,1265"
5701,"260,1210,1196,480,589,1580,1198,1097,2628,1270"
2952,"2858,1617,2997,608,527,593,858,1213,296,318"
6002,"1252,1953,1617,1204,858,1221,1267,1304,1250,1084"
1274,"1267,1204,3435,1252,1212,1284,1953,969,1248,908"
2299,"316,329,2393,1676,1917,1372,1527,1215,1376,2916"
516,"1214,260,1270,1127,589,1210,1374,1580,3175,2571"
4626,"1617,608,593,2858,296,2762,318,527,589,457"
2793,"1198,110,2000,1221,1036,1196,1210,858,1214,1674"
3091,"2858,2762,1617,593,608,527,2997,318,589,296"
1191,"1212,3435,1284,1248,1252,1267,930,3134,1204,903"
75,"1688,2089,1566,1033,239,1064,48,2687,2142,107"
4147,"1214,3527,1200,1374,260,2916,1240,589,1129,1376"
1246,"1580,2628,480,260,2571,589,3175,1210,780,3793"
1112,"2858,2355,3793,2762,588,3081,2628,1580,2997,356"
2789,"589,480,2571,1580,260,2916,1210,1196,2628,1240"
4161,"3753,3555,3764,3623,3769,3354,3755,3643,3654,3300"
4085,"1968,3408,524,587,2369,253,3844,1246,1393,2716"
1856,"1301,1375,1376,2288,541,3702,1214,1372,1374,1253"
5578,"2858,2762,2997,1198,593,2716,2028,608,260,1210"
889,"3481,2858,951,1148,3863,908,3134,2396,1188,2940"
1004,"153,1580,367,3033,2011,1377,2717,2406,2054,2105"
5021,"1253,1019,1301,2527,2664,2009,1375,3702,2363,1376"
3592,"357,3072,1307,2396,1296,1265,920,1183,265,1393"
3887,"34,3114,2858,588,1,318,1704,497,2396,480"
698,"260,541,1214,589,750,2571,924,1240,480,2628"
4346,"589,1214,260,2858,541,1196,1240,1210,1198,2916"
1227,"1041,3083,2357,2333,306,2908,1280,308,2858,1719"
910,"969,920,912,919,1035,899,1947,3545,914,3363"
1284,"6,3578,3623,47,1466,1617,2858,589,16,1089"
2220,"2858,2028,2997,2762,2396,527,110,3114,480,3578"
934,"1888,11,7,539,2424,2671,339,597,3255,605"
1698,"296,2289,2064,1213,1617,111,608,3683,541,1136"
2506,"838,539,17,357,1393,339,7,105,222,2671"
1858,"595,1029,588,1032,1022,594,1282,1566,596,2081"
2063,"333,1342,88,542,70,2335,724,1407,2004,2798"
1727,"1294,541,2366,260,2947,1375,2105,1374,3527,3702"
3401,"2717,2746,1387,1214,2003,1375,1270,1345,1376,1374"
5278,"2628,1210,1580,480,3175,260,2571,589,1214,1196"
3087,"339,539,587,11,1580,3269,1721,7,356,2424"
5582,"969,1212,898,1284,930,3334,1252,3435,1204,1267"
5922,"969,898,910,1256,912,3334,899,930,3545,1284"
1413,"1617,2858,1213,2997,3481,2692,608,2912,527,111"
62,"1674,2245,2352,2243,1955,3685,3684,2919,3361,3251"
3956,"2858,2762,2028,2997,593,527,1198,1210,110,3578"
752,"2369,3176,2858,2959,2395,1635,1673,562,778,608"
1057,"924,1214,750,260,541,1253,2664,1204,1196,2366"
3203,"2858,593,608,589,2997,527,296,110,1617,1198"
4041,"2004,173,2617,1917,153,2167,196,3033,1644,466"
2489,"2858,608,2762,296,356,1704,318,593,2291,3176"
2777,"231,1485,333,2335,1777,542,585,466,153,1476"
3994,"1270,260,1097,1196,1210,1198,1197,1580,919,1"
4886,"1127,589,260,1214,2571,2762,480,3175,2628,1210"
3474,"2858,2396,912,1617,1230,2997,1247,908,527,923"
1983,"1210,1580,260,1374,1198,1270,1214,1196,2628,480"
4549,"2713,2719,1644,2428,2167,1717,2107,724,3273,2004"
5259,"1952,1252,1213,1617,3362,2858,1244,1247,1193,527"
1172,"339,1393,356,2671,597,587,539,1569,7,1888"
1162,"1617,912,527,858,1193,2858,593,318,608,1247"
2600,"2858,2762,3753,2028,3578,527,593,110,480,2997"
1988,"919,1247,1225,1094,1296,904,1617,912,357,1307"
1001,"3534,3556,2858,3536,3408,2908,2333,3179,3160,3185"
360,"1198,260,1196,1097,1210,1270,1197,1214,2858,2716"
3389,"2916,3527,589,1240,1127,1214,2571,260,1580,1370"
855,"1285,562,441,141,2144,1060,1449,3261,3608,1517"
3413,"2858,527,1193,1617,2997,608,593,1230,1213,858"
659,"2739,1961,1958,1962,1246,2352,2243,3100,1186,1674"
10,"1097,2080,588,2081,1270,595,1028,594,1022,1"
3538,"47,296,16,1732,593,474,1466,608,6,1729"
2279,"2944,3735,2288,1953,1252,2921,3654,3703,1201,3702"
2192,"260,1127,1210,1198,1214,1196,1580,589,2716,480"
1632,"924,750,1304,1294,1196,1230,1204,1247,260,919"
5341,"1135,2109,2915,2746,2407,2003,3448,1079,3591,2100"
3751,"920,969,912,1210,2396,1197,1198,1196,914,1183"
1546,"2858,593,608,2028,110,2762,527,356,589,296"
80,"2858,356,2762,1210,2028,2396,110,1198,1580,593"
1340,"2916,589,1127,1240,1917,2571,316,480,3527,1527"
1965,"2858,2762,2396,2997,527,1617,318,2028,593,608"
3378,"588,595,356,1580,317,2355,367,673,1,2081"
955,"589,1196,3418,2916,608,110,1213,457,593,1617"
594,"898,916,3072,1307,357,1947,915,914,597,838"
4742,"1214,2916,589,1387,3527,1240,2762,2288,2710,2167"
5973,"2288,1215,1375,1129,3527,2363,1376,1372,1214,610"
169,"260,1198,1097,1196,924,1210,589,1270,919,480"
1680,"1994,2657,1298,1982,1347,3361,1258,593,1971,2804"
546,"2791,551,2858,1035,2657,2396,1,1580,356,1210"
2909,"1370,1610,3639,1918,1387,2944,2013,3256,1127,1917"
1152,"2628,260,1214,480,589,3793,3527,1387,1127,1544"
59,"912,1230,969,920,908,898,1247,1252,930,1244"
4792,"912,2396,2858,1230,920,969,898,908,919,899"
5906,"2858,593,608,2396,318,527,1617,356,296,1198"
3755,"2858,2396,912,1230,923,908,1193,1247,1617,913"
4227,"2717,3710,1375,3698,3087,2405,2406,2533,2642,2531"
3031,"1777,1923,141,356,1500,3253,231,441,1517,3261"
5300,"2858,1230,1617,2997,608,2289,1213,111,527,750"
1712,"2858,608,527,593,1617,296,318,2997,1213,2028"
455,"912,2396,2858,1230,920,1198,969,919,1210,858"
5604,"2858,1617,527,318,608,593,1213,2762,2396,2997"
1433,"2617,329,1917,546,1676,2393,1544,1831,1356,673"
2144,"2167,70,1215,1644,2617,2719,1407,2428,2710,589"
4293,"1230,1252,1244,923,1247,912,3504,1256,1084,1235"
5085,"969,898,920,3545,1304,1084,3037,1247,912,1230"
5070,"608,1213,296,1079,1222,3424,1617,593,235,2289"
86,"588,595,1566,1688,48,1032,783,594,1022,2687"
4430,"1777,1271,3261,372,4,1268,1784,45,1441,1747"
4582,"260,924,1196,541,750,1198,1214,1210,1097,1270"
5914,"1617,608,2858,593,858,527,1213,2762,589,1198"
175,"2858,527,608,593,296,1265,357,2997,34,318"
4482,"350,1674,3361,3448,1124,1955,2352,2312,2243,1246"
4322,"1674,590,920,3361,1198,2000,3448,3101,1307,1124"
4753,"2858,912,260,1196,1198,2396,1270,1097,1210,919"
1717,"541,750,1199,3683,1617,2997,2858,924,589,1214"
2943,"541,1214,750,260,924,1196,1198,1240,589,3702"
4829,"1580,2571,260,589,480,1210,2858,1270,1196,2628"
36,"2858,608,296,593,589,1198,1617,1210,2997,2571"
524,"296,1213,1732,1729,608,111,1089,1617,293,593"
3831,"2762,2858,589,593,608,2571,2916,480,1210,2028"
3970,"2571,589,733,2916,1573,2353,2959,480,2858,2762"
5998,"2858,296,1704,608,527,593,1617,318,2291,2997"
5627,"1214,1387,1240,1278,541,1291,1198,592,1219,2657"
2980,"2858,1617,608,593,527,318,2396,2997,2762,1198"
5670,"1580,589,480,2571,2858,1210,2628,356,2762,110"
3745,"2694,2683,2485,2581,1911,1513,2995,2719,2706,2572"
119,"588,2355,1688,595,1566,3114,2683,3157,2687,1911"
5557,"2858,608,527,1617,593,296,2997,1196,1198,260"
4983,"1028,1029,594,2078,596,899,2080,919,2087,1032"
1051,"2072,1407,2683,3052,1517,344,141,2144,2335,367"
4981,"265,1188,1041,58,1094,1296,2396,1172,1230,17"
5459,"2694,2335,2798,2581,1911,542,88,2296,1474,2485"
1403,"260,2628,480,1210,1580,1196,2571,589,1097,3175"
5966,"2858,296,2997,608,318,527,1213,1617,593,1704"
3161,"2858,608,593,1198,1196,1270,1097,1210,260,527"
4688,"2716,1198,1270,2858,1196,1097,1197,1307,608,1210"
4473,"1196,1097,260,608,1198,1259,924,541,1270,1222"
4867,"1270,1097,2174,260,1196,1197,541,1210,2716,1198"
4186,"260,2657,1270,1097,1196,1580,1210,2640,924,589"
5754,"356,1265,1517,1,296,1968,3526,39,1641,2918"
5840,"597,1307,357,2424,3072,539,3526,1958,3255,2352"
585,"2858,2997,480,3578,589,2762,2571,3793,2628,1580"
1948,"589,480,2916,1580,2571,733,648,2628,1370,780"
4434,"2858,1198,2997,1210,2762,608,593,2028,858,2716"
2188,"223,3052,2395,551,1060,2599,1517,1923,2997,441"
4609,"3033,2193,2916,2105,3698,2641,589,1037,2011,1215"
2208,"2858,296,2395,3481,2997,608,2959,593,527,223"
5946,"2396,1393,539,1721,357,2424,2724,2671,1784,356"
157,"1196,1198,1210,608,858,1617,1240,1097,1197,260"
810,"2858,593,608,2028,527,110,589,1198,260,1580"
2928,"541,1214,750,924,260,1196,1270,1252,1206,1240"
3858,"899,914,1947,919,1028,2080,912,1097,969,920"
1660,"1041,3083,2908,2858,306,36,308,2686,1719,800"
2496,"1214,1387,2664,1375,2944,1376,2366,1374,1019,2288"
743,"2858,2396,2599,2997,2395,3911,3481,3408,3897,34"
1694,"1210,589,1580,1197,1196,1214,260,1198,2571,480"
139,"260,541,1214,1196,2968,1097,750,2366,924,2657"
5568,"2617,3697,2167,1591,1917,173,1037,1215,196,2393"
1377,"466,1918,173,1917,153,368,2617,1100,1370,2002"
3792,"2628,3793,2701,2028,2355,480,3114,260,780,2571"
3167,"260,2858,541,589,608,1196,2997,2571,1214,750"
5402,"2858,1198,260,912,1210,1196,1097,920,2762,919"
4797,"339,1888,2424,2724,1367,539,7,1569,2671,588"
4122,"1580,589,260,480,2571,593,356,1210,2858,608"
1701,"2858,2291,318,527,593,2762,17,1704,608,3147"
5310,"947,2935,3134,907,945,2937,3097,2203,930,898"
2654,"2858,3176,2396,2997,2762,2908,527,318,1704,593"
5351,"1210,260,1580,480,1196,1097,2858,1198,110,1270"
3017,"357,1188,838,39,2858,1393,2396,265,1569,1784"
4375,"2335,1091,587,2072,253,2003,356,3450,1407,3255"
5019,"1617,2858,608,527,1213,858,1196,1198,593,2997"
3842,"1994,1278,2109,1219,2871,1345,1258,1252,2746,2657"
1150,"3362,111,1952,2289,492,1343,1034,1732,2926,1089"
3313,"589,260,2916,1214,2571,1240,1196,480,541,1210"
1141,"588,2081,899,1022,595,838,1,2355,914,594"
5758,"969,1198,260,1210,1304,1196,1270,1097,912,919"
3605,"2858,2762,3623,2997,2959,1127,2710,589,3578,2028"
3123,"589,1127,2571,2916,2858,480,3578,260,2762,3793"
