user_id,topk_items
3487,"1617,593,2858,608,50,2997,1213,296,527,2028"
2517,"3753,2858,3408,110,3755,3510,3578,2762,3147,3555"
2021,"2167,2617,1690,70,1320,1407,1215,2826,2916,2490"
5250,"2291,1339,1407,3499,1721,1644,253,3081,318,2762"
238,"1096,515,3152,1956,2132,3260,36,1185,1952,1299"
3681,"110,1090,3527,593,589,1210,1036,70,1196,3578"
3119,"260,1210,1196,480,1270,3175,589,2628,1127,1214"
2740,"1356,2916,1372,316,1527,480,1676,589,329,1544"
676,"344,231,1784,104,500,1517,1923,333,1485,3255"
157,"21,1077,2108,1580,1270,1220,2407,1234,1304,440"
2323,"2455,2791,1965,1259,2160,1327,1214,1321,1258,1997"
3359,"1617,608,2858,50,1213,593,527,2997,296,1094"
3462,"587,1721,39,1258,2291,593,2918,1,1246,1968"
1558,"110,480,3578,2028,2571,2858,589,1210,3793,2762"
3562,"2146,2942,1290,587,2145,2003,2144,1088,2791,2262"
589,"1265,1,1270,2997,2858,1196,1197,608,1136,21"
4579,"928,899,900,916,3097,914,3061,951,594,911"
3265,"2916,3527,70,6,2288,1089,3476,1320,1129,1573"
2820,"3683,2917,2159,1321,373,1179,2076,3706,2160,1228"
2430,"589,2716,1580,1210,1196,110,2571,2916,1127,480"
1676,"3439,2004,588,3273,2279,1717,3438,1407,1431,153"
1749,"162,2064,2859,3067,2348,1228,3019,3683,1288,1186"
92,"2394,364,3615,2355,48,3114,588,1688,595,2628"
2592,"2067,3062,3494,3654,969,590,1953,1287,1610,2944"
2907,"587,1894,1544,2717,2012,648,2953,586,1552,3257"
5185,"1021,2142,1367,1203,2085,19,1608,1693,1225,239"
6016,"357,440,539,1234,11,597,52,1094,2396,2424"
2876,"480,2916,1356,589,1580,2571,2628,3793,1210,648"
1719,"2683,2706,2858,2694,2762,2581,1911,2355,2688,2724"
3630,"1580,153,1377,480,2012,589,2571,1391,2628,648"
2073,"919,2398,3157,1207,2858,2762,1282,953,595,1029"
5812,"2942,2145,2146,265,2020,1088,1441,1290,357,1959"
5103,"2916,3697,1037,1527,1370,1590,316,1573,1676,1917"
973,"2396,1265,357,1784,1307,34,265,2324,318,608"
4610,"2105,1580,1197,2011,3175,2628,1372,1270,1127,1376"
5826,"2858,2997,2599,608,2762,296,50,593,2959,318"
3425,"6,1466,16,1732,1729,1089,2391,628,1061,3272"
793,"919,593,608,2080,912,1196,260,1210,920,1947"
820,"1690,1374,1372,3527,1676,2985,2311,3697,1129,2288"
3475,"608,50,296,1213,919,593,47,858,1617,2268"
2719,"1253,2664,1301,750,2527,1077,3700,2010,924,1965"
3387,"1617,50,1213,608,2692,296,593,2912,2858,1179"
2148,"588,1580,367,1,104,2355,380,356,1265,2628"
408,"1248,750,1148,3030,162,2019,2300,3435,2997,3742"
1192,"2858,527,2396,593,318,608,2028,1617,2324,296"
1297,"1732,1391,435,1884,70,32,1748,1653,1921,671"
549,"3552,587,1674,2915,3526,3448,2791,1394,2746,1258"
3546,"2300,2289,1148,910,1248,3521,1256,1234,3022,1244"
3065,"1265,1,1060,1639,364,588,39,1704,296,2599"
631,"1270,2791,1196,2716,1097,260,1394,2174,1968,2918"
4069,"2858,3751,3481,2997,1270,3578,1197,1196,2396,1210"
3092,"541,1206,924,1301,750,260,2968,1199,589,1214"
155,"344,231,2918,1784,2302,586,1265,2124,3552,1485"
2267,"1225,1231,2791,2243,1228,1193,1186,1259,3359,912"
1885,"2657,1282,1035,260,2160,3751,1270,1210,2791,551"
3675,"1294,1234,1,588,1073,1304,1394,2080,2788,1270"
1097,"110,380,457,733,356,648,2028,21,1610,1370"
5256,"586,590,432,587,597,3448,539,1954,2953,2012"
3823,"3654,2944,1953,3062,1287,2728,2067,590,1950,1183"
4920,"1248,750,3435,912,1212,1252,1284,922,908,1230"
2529,"2080,2081,2011,1097,3699,2100,1028,2407,1032,1380"
10,"1028,1270,2080,919,588,260,1073,594,1097,1196"
5037,"2396,2858,1265,17,356,357,2762,1,1721,593"
5922,"899,903,910,912,1252,2186,3435,1947,904,3334"
5140,"2420,3448,1246,2100,1962,3591,1961,592,1101,1088"
2914,"2791,1288,1270,1278,1394,1136,1259,2804,1,2797"
5319,"2140,32,2985,1527,3033,1037,29,1909,2968,1206"
1202,"1584,2916,1580,1196,589,1653,480,1356,1270,32"
4887,"778,1639,1268,3108,1968,1285,1060,1704,2248,1732"
2913,"1041,994,2289,36,535,1172,562,2064,1966,162"
4156,"2476,2944,1129,2527,2278,3697,6,3527,2951,3654"
5917,"1210,260,1196,480,1374,1372,1356,1270,1197,1198"
5161,"1089,1240,50,296,2916,260,32,1206,2571,2985"
3469,"1954,1387,590,2944,1196,919,1287,1036,260,1201"
4206,"1210,1196,260,1,1198,919,110,1028,1197,1270"
1764,"3439,1431,153,2717,420,2617,1379,1377,70,3438"
195,"3000,1527,1356,1372,2916,260,2628,316,3489,32"
2022,"1617,593,2858,50,608,3578,2028,2762,296,589"
241,"589,1240,541,1210,2916,1200,1617,1196,2571,260"
4809,"1304,2396,1094,1183,912,1234,357,920,1247,3685"
3979,"1032,588,1566,2096,1029,1064,2087,1022,2085,2687"
4506,"3735,1263,2871,1231,3471,1225,3363,3068,3152,1084"
1404,"1294,3421,2791,1234,1078,2788,2300,1077,3507,2302"
1004,"1377,153,2735,1220,552,3208,673,2471,367,466"
5553,"924,1196,1240,1953,3471,1610,1210,590,1954,1304"
1271,"1,3114,588,2396,34,1265,3751,2355,2858,1270"
2641,"2791,1258,593,2716,2858,2710,1961,2762,1259,858"
1969,"364,2161,588,1073,260,2628,1,595,1196,2081"
4521,"1097,924,3699,3471,1210,1270,1584,541,2407,260"
656,"912,899,903,904,1252,3435,969,926,913,919"
5220,"1994,1186,2639,1130,2144,2003,2474,2240,2463,2312"
753,"3273,2694,3785,3439,2394,3793,1911,1544,673,2053"
2383,"2406,357,2100,539,2145,2470,2918,2081,1220,2405"
3118,"1240,1372,1356,1210,1374,541,1200,2916,1196,1214"
5948,"898,3097,916,899,900,3548,915,914,932,3061"
4063,"3753,1196,2858,1210,3578,3751,110,2028,260,1270"
1880,"1196,1374,2791,3471,1129,1954,3527,1220,1291,924"
1325,"1282,260,2096,594,1028,919,1148,3751,1210,2018"
2273,"1196,2716,1220,1210,260,1127,1270,2000,1291,2011"
975,"2396,1094,1210,1196,593,1183,1617,2858,356,608"
4543,"2003,1258,2791,1994,2455,1321,2657,3499,1732,587"
1074,"1304,1196,1270,1234,593,527,912,1198,858,260"
984,"1954,1304,924,858,1221,1196,3471,1294,1270,260"
2030,"1253,750,1029,2096,924,594,2010,1019,596,1282"
2153,"1517,32,2011,588,1391,1,2124,435,551,3033"
3311,"2004,70,1037,2717,1591,344,1690,196,724,153"
5365,"2706,70,380,1573,733,1777,1407,587,2571,1923"
2540,"2291,587,1682,356,832,62,11,1584,150,527"
2683,"356,593,457,1610,110,608,2028,2762,2858,587"
4286,"1304,3654,750,260,1201,1196,1387,1262,1294,912"
2887,"1291,110,1246,592,2268,1608,1101,648,2115,292"
1019,"1228,910,1267,2300,3504,1294,3424,1252,1248,3363"
5840,"539,597,1958,1307,2424,2671,3072,339,2243,1569"
4447,"2366,2664,2288,1334,1129,1278,3576,2110,1077,1340"
50,"3753,3948,3484,3408,3534,3481,3512,3916,3510,3897"
5302,"48,2125,364,588,1367,2424,1688,2059,595,2142"
3550,"70,2791,1089,1259,1196,3527,1206,3033,1394,589"
2304,"2916,1552,780,1610,736,1580,1370,1917,1356,589"
2638,"2001,2000,3448,1374,1220,3527,592,2003,2403,1101"
18,"364,2006,2628,1210,1291,1356,3489,590,2571,480"
1317,"260,1270,3471,1097,1210,1196,2011,1073,924,2797"
3191,"1479,1597,1792,1687,648,733,1876,1917,3257,349"
1279,"265,1188,17,1183,2396,2324,232,527,446,58"
3807,"1974,1128,1982,1690,1350,2902,1334,968,2901,2513"
3246,"1183,647,3252,1810,3100,1672,3006,2501,1704,1682"
4927,"780,2916,1356,2571,1527,1573,480,316,1584,1610"
4277,"1921,32,2871,3952,1233,6,373,2916,1909,272"
5555,"10,1610,457,349,1552,733,1370,1597,1722,3256"
1715,"3753,3484,3948,3555,3897,3717,3952,3752,3916,3617"
855,"1285,562,441,1060,372,39,180,1449,1441,2248"
4556,"1282,2648,596,594,1219,2096,919,1278,1997,1345"
5843,"924,1282,899,260,594,1028,919,1253,1097,1270"
3576,"1029,1019,2944,596,1032,1287,2080,1022,2096,594"
3309,"1270,2011,1580,2174,3033,2105,1210,2407,1197,2797"
3635,"3334,930,942,898,933,1944,3435,911,3467,1284"
45,"7,339,1569,468,2671,539,342,2424,236,708"
3201,"3363,3552,1954,2520,1220,3671,1214,3421,1294,3430"
3167,"1270,2968,1580,1374,2985,1196,541,1210,1199,2105"
1187,"2858,2396,356,1721,2762,110,3408,3114,2028,1265"
5323,"2997,913,2858,2599,968,260,2692,2987,3578,3175"
2572,"608,2858,593,1617,527,260,296,318,2997,1196"
2745,"539,587,1721,2424,357,3269,356,11,7,377"
552,"344,1127,2124,19,2792,2011,2407,410,2791,2505"
3693,"1196,1270,608,1210,260,1240,2571,589,1617,50"
3841,"3546,2633,2121,1334,1128,1086,2553,2202,3203,2122"
2077,"231,542,2268,104,70,344,333,153,47,1645"
1683,"1327,2262,2791,1290,2942,2003,3525,3524,2792,1088"
5801,"2571,589,260,2916,1210,1580,1584,32,1127,2762"
2870,"1041,36,778,1704,1719,2908,296,3006,1635,2324"
4370,"2858,1704,608,318,1265,527,2396,1784,593,150"
3709,"2003,587,597,2423,3255,500,1091,2717,344,2144"
3243,"1580,480,648,2571,780,2628,3578,356,2028,1210"
4678,"2858,2997,3578,3408,2762,1210,2396,3753,1270,1196"
4769,"1270,1200,1196,1374,2011,1127,3527,1220,541,1240"
3965,"2490,2688,2881,3005,2605,2763,2433,2722,110,3113"
547,"1210,1196,1270,260,1097,2858,1197,589,480,1198"
1362,"3354,3745,3793,3863,1748,3300,1653,3555,3952,3827"
1495,"2089,1566,783,661,48,1907,1032,1688,1064,588"
1613,"10,153,592,1291,1370,1377,380,1597,457,1610"
5522,"1186,2243,2791,1285,2915,1673,1094,2291,2145,2248"
2251,"1252,3362,1278,1267,2917,1077,1228,3683,1321,1294"
2156,"2161,2140,1073,260,1032,1206,2054,2018,2116,919"
5955,"357,1580,1197,539,1265,1210,367,1270,2406,480"
1473,"2993,3366,2944,3654,3062,3639,3519,10,2991,2951"
2016,"924,1198,1196,480,2948,1210,1270,912,969,260"
4115,"539,2406,587,2405,7,11,2006,2470,380,736"
917,"2858,3578,2028,593,2997,1196,858,260,1221,2762"
1721,"588,1367,586,355,19,2082,1,344,2953,1588"
4217,"110,2762,2028,593,2858,356,457,527,608,318"
5785,"2762,593,2858,3176,608,2028,318,527,110,1617"
3582,"2405,2105,1376,1373,653,552,1372,2054,3489,1375"
550,"1356,2094,329,367,316,1391,3489,588,1148,1527"
948,"1253,750,924,260,2662,1196,1301,1019,1270,2529"
3808,"3448,2003,1645,2513,587,1994,2668,2000,3524,1974"
863,"1196,1222,1240,1210,589,1198,1200,1291,858,3703"
2996,"153,3439,380,736,2617,1377,10,552,1431,2002"
744,"3527,1374,2985,610,1129,2105,3033,1580,3698,1200"
2771,"1370,3256,733,349,1610,457,10,380,2058,21"
3824,"2105,2405,2641,2872,1129,1376,2100,2457,1375,2968"
540,"2858,608,2997,2762,593,296,1617,2028,50,110"
3771,"2288,2167,1388,2617,1690,2525,1974,70,1387,1320"
5504,"2094,2944,2105,1220,2406,368,1304,1374,1356,3494"
4517,"588,500,3948,344,1270,587,2321,2011,2791,1923"
3072,"265,357,1172,1188,515,497,2243,3260,1265,58"
689,"3269,1584,1372,329,207,1801,2393,7,2021,2316"
5872,"3578,2490,110,2028,3753,2763,733,3178,648,3555"
5074,"2997,1228,50,2599,1213,3683,111,3481,1089,1221"
4957,"2717,3264,253,2081,153,2003,1339,364,2413,1407"
1962,"1895,2581,2694,2558,1059,1682,207,2671,62,524"
5689,"1704,318,608,1721,150,593,2268,110,1393,1682"
3726,"1580,2916,1527,2571,2628,1196,1356,589,1210,780"
4562,"223,2997,2599,2395,2858,1,1265,1270,1923,2791"
3238,"1225,2791,1270,1196,1231,1198,1307,1394,858,1136"
624,"1196,1270,1097,1198,1240,260,1210,924,1225,1197"
245,"1129,2662,1214,2454,2527,2366,1334,1374,2664,2367"
2225,"1220,2001,3552,3448,2000,3104,2406,3039,1304,1394"
4858,"2858,3408,3578,3753,3897,593,2762,2997,3510,3481"
2004,"1301,2311,2021,2105,1372,1371,2116,1019,1376,1375"
5189,"260,1270,924,1210,1196,1097,2858,912,541,750"
5665,"2858,593,608,2762,1617,2028,260,110,589,527"
4112,"1278,2657,2716,3552,3421,2746,1294,968,3671,1270"
5073,"260,1210,1270,924,1196,1617,2858,541,750,912"
95,"2858,2028,21,356,1265,608,110,593,457,1617"
3013,"1028,1019,1367,2080,2015,1270,1097,1035,2012,1073"
1425,"586,588,3911,364,1282,594,551,2096,3948,595"
3056,"1127,2571,2699,2916,589,1210,2628,1196,110,2490"
1992,"3481,3948,2706,2858,2997,1923,3536,3751,3052,2599"
5886,"2105,1356,1210,1291,2628,480,1196,2571,1372,2985"
563,"1301,1274,2116,741,2140,1372,3745,2093,2021,2091"
5178,"3543,2369,1513,2770,2683,785,3516,2716,2502,3421"
1367,"1270,1265,1,1580,2791,2918,2797,2174,2011,1197"
4478,"1136,2791,1285,2918,1270,3481,1394,180,1288,223"
90,"2763,1580,2858,733,356,457,21,2762,380,1617"
2670,"1294,1234,1304,2243,3363,3685,1252,1230,1270,1247"
971,"1690,1320,1215,2916,589,1527,70,196,2571,1676"
5085,"1084,1304,1247,2067,912,1945,1950,1276,910,969"
1137,"3408,3798,3176,2908,2762,3510,3578,2858,3952,3897"
838,"3354,3593,3300,3745,3793,2600,3949,3863,3510,3952"
3507,"1089,50,1729,1732,47,16,6,1343,2391,1805"
39,"2706,2858,2683,2997,2762,2710,2694,2599,2959,3578"
5097,"2858,2997,2762,3408,2396,3578,2599,2028,593,3176"
1398,"1284,3435,912,908,1252,903,2160,1267,1212,913"
3878,"3448,3552,1663,2791,2915,1220,2000,3039,1294,3210"
1943,"70,441,1089,180,1060,1449,1732,1500,663,50"
1142,"3273,588,364,2762,2694,2706,2858,1407,3785,2710"
3847,"1127,70,2916,1580,2571,589,3527,2011,353,2012"
3529,"2527,1374,1376,2105,3699,2872,2021,3704,2407,1375"
5329,"1956,1225,1258,2739,2243,2716,1186,1994,1961,3543"
4360,"1367,239,355,1064,1588,586,1021,2142,588,107"
411,"1959,3072,3244,1270,2791,2369,2396,2915,1097,1035"
3829,"125,562,2318,45,2395,1179,2908,866,319,322"
2391,"589,2858,480,1210,110,2455,260,2160,1196,593"
2921,"2311,1301,1372,2021,329,2527,2393,1374,1356,1690"
4958,"1270,1097,924,260,1148,1223,1028,1210,1282,1196"
4962,"1674,1962,920,1183,1225,1721,1959,590,1246,1088"
2472,"1258,2716,593,1387,608,2791,858,1213,1994,2858"
2111,"1247,2791,3363,1265,1213,1270,912,2858,1193,527"
528,"2671,1457,2424,539,1569,252,1721,3259,236,2558"
2931,"733,110,457,2028,2571,2353,648,1610,10,1573"
2703,"1248,3435,1252,1267,1617,1260,1179,913,922,1213"
1671,"1077,2407,728,3548,1292,924,3471,1253,1269,3067"
5327,"2716,3552,1127,1270,1220,2683,2987,1374,1196,1197"
1100,"3398,3397,663,1405,1148,3608,588,1297,1517,1"
3338,"2396,2858,1270,1,1265,1304,2791,3114,2997,34"
770,"104,1580,153,2683,2706,1377,1431,344,420,231"
5339,"1210,2916,1196,2628,1374,480,589,2571,260,1356"
1247,"2669,3555,2670,3753,3354,3510,3930,3932,3624,3409"
1941,"1327,2122,2160,2902,2719,2657,2121,3708,1977,1994"
46,"1977,1972,1986,1978,1976,1983,891,1969,1985,1984"
5333,"2671,222,1680,17,3259,207,539,1721,3512,2125"
2206,"2858,1265,527,1704,608,2997,2291,2396,296,318"
2404,"589,110,608,296,1580,2571,1210,1196,1617,480"
4505,"3101,3505,1994,1092,593,350,1343,1674,3249,1645"
5412,"1210,2628,2571,1196,1197,1198,480,2916,110,260"
4342,"3527,3704,1374,1129,2985,1220,3740,2000,1275,2735"
5271,"2020,3044,1296,17,357,1674,1183,377,265,1172"
655,"357,3108,994,85,1172,265,1188,3060,497,1701"
1775,"1196,260,858,608,593,1210,1221,589,1617,2858"
2916,"1392,1279,223,2997,2289,1449,2318,2395,1904,125"
4946,"899,912,898,3545,928,1269,951,945,914,903"
4497,"3016,968,2901,3203,3550,2288,1350,1994,2710,2118"
1135,"1301,2311,1372,2021,1356,2393,329,3354,2527,1371"
48,"2012,364,480,368,2080,588,1196,2006,356,153"
5042,"562,1285,778,1885,372,1288,3108,345,1,337"
4734,"750,924,913,260,541,1253,1077,1233,1270,1210"
981,"162,296,750,608,246,1288,1148,1213,1270,2064"
271,"588,364,1,2628,1073,3114,2081,594,2355,260"
1525,"1148,2300,1230,1288,745,899,1223,3751,912,3429"
1797,"3435,1252,1212,1284,1267,912,2186,1248,903,922"
881,"1391,24,435,780,1527,2012,2699,1037,516,1676"
2418,"2424,539,1569,2671,339,1777,1265,11,1784,708"
5798,"1265,1784,1220,21,2858,3421,356,2396,2302,2791"
5039,"1892,1783,3219,3238,695,373,3005,628,490,2267"
212,"1265,1784,21,357,356,2302,457,1641,2858,1923"
2436,"1265,2791,344,1580,2302,356,1270,1923,1500,1784"
5502,"1183,265,2396,25,2858,17,1617,593,1393,3176"
5837,"2002,1370,1552,3256,434,1610,733,292,1608,736"
1181,"648,1252,912,1233,1953,858,1267,923,1617,1610"
970,"2881,2688,2763,1792,3256,1479,3257,1687,1518,474"
638,"2791,2455,2716,1259,3552,2003,3527,1210,1196,1127"
1194,"1784,3100,2268,2420,1704,3448,778,1246,150,1271"
1053,"2490,913,3384,2881,2605,2763,3219,2722,2688,2826"
3058,"1,1270,1265,1197,1196,1210,2791,2918,1198,2858"
351,"1210,1196,1197,480,2028,110,1198,457,2628,2571"
1544,"3354,3793,3578,3481,3510,3863,3300,3745,3175,3408"
4611,"2396,1183,1721,1393,1704,1265,357,356,527,17"
4312,"70,3527,2003,2513,2710,1407,1645,2402,3033,1974"
1543,"648,2571,457,2916,2762,1573,589,377,1580,110"
5594,"2858,912,1244,1193,593,2997,908,1230,3543,1252"
2231,"2130,3334,3152,1304,1294,3685,1234,2067,2919,933"
860,"3917,1976,1969,1970,1327,891,1973,3785,366,1982"
30,"2858,3083,2692,2908,2997,3578,3408,1617,593,3481"
601,"223,2003,1285,441,2395,1288,180,663,1060,2700"
5910,"1296,265,17,3684,2020,515,1643,222,2243,58"
4819,"2420,2146,3249,2003,1246,3708,2375,2942,1994,587"
1571,"1213,608,593,1617,50,296,1089,2248,3424,1307"
331,"628,16,1466,1834,2231,866,2391,25,1892,1094"
4901,"1196,1214,1240,1036,1387,1200,1210,1198,260,1222"
2896,"110,2694,2762,2706,2683,356,2571,2628,648,3793"
4401,"3435,1248,1260,1252,2019,1212,913,2186,1284,2726"
3085,"2028,1610,110,3578,457,2916,648,480,3753,1196"
597,"2683,2840,2688,2710,3005,2598,3219,2706,2841,2997"
2689,"1196,1198,1210,1270,2858,3751,1197,260,2028,593"
633,"2858,2997,3298,3578,2908,3408,3481,3160,2959,3176"
934,"2671,2424,539,339,11,1784,3255,500,597,440"
5209,"593,2028,608,1213,858,1221,1953,1610,527,457"
4393,"2858,1265,608,593,2762,356,2997,2396,527,318"
5072,"1374,1270,1210,1580,1196,260,1376,2105,2011,589"
192,"733,1610,1370,349,2571,1573,2916,110,292,3256"
4604,"1196,1210,1270,1291,1198,1197,2791,1968,260,608"
446,"2858,912,2396,593,527,608,1270,265,2997,920"
3379,"2858,2433,3005,2688,2598,2997,3176,3298,2706,2702"
3180,"3210,3552,3087,231,2416,1091,2371,1476,2144,2109"
494,"1367,1021,586,1588,355,2953,317,1359,2012,1911"
5806,"2920,1041,2732,1719,3730,3475,1244,2731,1945,922"
1800,"10,112,457,2571,733,648,2028,1610,1912,1573"
1292,"3481,3535,3897,3863,3793,2858,3578,3354,3785,2455"
5576,"48,3489,2081,1566,364,783,2089,1030,2628,2006"
3677,"1407,1644,2107,2279,891,2719,742,1717,1342,1974"
5683,"736,648,1721,377,356,380,2006,1597,110,349"
1015,"1094,1179,247,1258,562,2657,1041,2160,1345,1719"
1125,"1682,1573,587,1721,1544,2571,1876,832,2424,2762"
1635,"112,2105,2985,2140,1148,1291,2080,1215,2641,592"
5688,"1,364,608,919,296,318,1265,588,595,593"
3456,"1690,2916,589,1320,1372,1215,1676,1527,316,1356"
3821,"1213,1228,2318,162,111,1248,1252,50,1089,3683"
3830,"2997,2858,2908,3083,2692,2599,3179,2762,3408,3176"
2237,"265,36,1271,2291,3105,3528,17,1094,509,3100"
5788,"2004,3208,2717,370,344,485,3263,70,2003,1461"
749,"2160,1219,1258,1982,1345,1997,2648,1333,1387,1994"
3259,"2571,457,1210,364,260,377,480,595,2080,2291"
338,"1610,457,356,1196,1721,480,110,1210,648,377"
4605,"3260,515,1633,3100,1683,300,36,1678,1183,1810"
3491,"2513,1974,1994,1347,2003,1991,2122,253,2710,3016"
4054,"1954,1387,2871,1220,2000,2366,1294,3471,3448,1263"
4021,"2662,3070,2105,1373,1019,1077,952,1372,1220,1375"
216,"3507,1294,910,2779,1234,1304,3671,3363,3421,3037"
2478,"912,1252,903,904,1204,1084,3334,969,913,1267"
2764,"912,608,593,1617,527,904,1247,1094,1252,903"
1793,"110,2028,608,457,593,589,527,318,480,296"
1928,"733,648,1580,457,21,380,2571,1617,1573,1265"
4048,"1367,1021,1013,2059,1012,1017,362,2080,1022,1588"
5111,"2739,2926,562,1958,2738,535,2132,3260,1956,506"
727,"2396,2858,1307,2671,1784,1393,1265,3408,357,1704"
3271,"1674,2100,1962,3684,1246,1961,1124,1088,2942,3448"
3135,"1719,1228,1041,162,306,2360,1952,1213,1251,1300"
5478,"110,356,2858,2028,1210,2762,593,1196,480,527"
4012,"3793,3745,3354,3785,3751,3624,3578,3300,2628,3555"
4287,"173,2322,2808,3697,1372,316,329,379,1373,442"
4096,"1291,1196,1220,1210,2406,2000,1198,1954,2001,2080"
4856,"1248,3435,1252,1260,908,2858,1212,2997,1617,3683"
4810,"2916,1676,1356,2628,1527,316,780,3793,2571,1372"
1737,"2717,587,1690,2699,2617,2004,724,1127,736,2003"
889,"2454,2657,908,3927,3097,916,266,1269,3923,2160"
1781,"1334,968,2657,1327,2455,1982,2901,2454,2288,1345"
2219,"1784,1265,2858,2424,1747,2396,1704,318,1393,357"
558,"1094,912,527,1247,608,1225,593,1193,1183,2858"
2681,"1569,1441,539,339,586,1777,497,708,597,500"
4509,"260,1387,1196,608,593,858,2858,1270,1214,1210"
2812,"1265,1580,356,380,21,1,457,480,110,1197"
3922,"104,231,344,1517,2706,3253,1265,3263,333,2335"
1244,"648,1580,3481,70,1370,480,21,110,1544,380"
4355,"924,1374,3471,2985,2527,541,1240,1376,1200,3702"
5394,"180,3033,2413,1060,3398,1639,2005,778,2011,592"
1284,"1783,1617,1892,628,3176,593,1625,1179,1466,2391"
5306,"587,539,11,357,2424,2671,339,7,3044,597"
4697,"48,2394,2581,1566,1688,2888,2485,2355,2572,2093"
5542,"3730,3093,1252,3435,3467,3811,3334,1267,3735,3741"
1347,"3948,3481,3897,3408,3565,3484,3594,3751,3753,3534"
813,"1923,2321,1777,223,1265,104,3253,1517,1747,3052"
529,"593,1617,1196,912,260,924,1193,608,1221,858"
2665,"1374,1220,3421,1954,2641,1387,2011,2791,1214,2717"
4411,"480,1198,1291,1196,1210,1197,1270,260,1356,2396"
2579,"912,1252,1230,908,903,904,1244,923,2300,1247"
4210,"1690,1372,1527,2916,3527,1676,316,1356,1320,2393"
4064,"3471,1206,1278,1080,1234,235,750,924,2124,260"
1836,"2289,1213,1179,562,125,1285,50,1449,3424,3481"
5947,"1301,1334,2664,2553,2660,2554,3340,2288,2454,1924"
1128,"1186,2076,1298,2348,1231,3019,1228,1994,2003,1225"
590,"2908,3556,3949,3083,3910,3481,3317,3160,3911,3897"
433,"2396,1265,357,1270,2858,1307,356,539,2791,1"
1998,"899,912,898,914,1947,920,1269,969,1028,2396"
377,"1196,260,858,593,1198,608,1210,1617,457,1221"
1579,"296,1213,1089,2959,858,1954,608,2890,2329,2268"
3812,"1214,589,260,1200,2916,1374,1210,1196,3527,1240"
2334,"932,2067,914,902,1959,899,920,969,2398,2565"
1116,"2791,1288,1394,2300,3421,1079,3210,1285,3072,2788"
3366,"1196,1210,1374,1291,1036,3527,1200,1240,260,3753"
5762,"2080,1028,2081,1013,1367,1029,2015,2078,2087,594"
2088,"1301,1253,2662,2527,2287,1019,1372,2664,2363,2528"
2402,"3699,2527,3704,2407,3763,3701,1129,1090,3527,2474"
2504,"589,2916,1617,2571,2762,70,1127,32,1200,593"
4442,"969,2067,1304,3035,899,3037,910,1287,3545,3334"
5387,"928,1094,3044,914,904,1339,1278,1258,2160,903"
3272,"590,1012,587,1954,1610,3494,736,1608,3448,3256"
4656,"2571,1617,589,457,2762,608,1580,593,2858,2916"
4305,"2719,968,2710,2713,1644,3016,2995,2338,2901,2428"
2860,"3683,1179,2243,2076,1252,3504,1958,2160,2917,2973"
4738,"1304,2067,899,1287,969,920,912,3062,1953,3494"
166,"1407,778,32,1258,1097,1206,1994,296,50,1584"
5367,"153,2141,2717,592,2096,1377,594,2616,10,112"
4285,"552,1359,1021,2471,2470,586,2406,420,2405,135"
1970,"3932,3930,3929,3947,1284,3753,3923,3936,2160,3354"
5709,"2916,1610,1374,3527,3702,1240,1196,1291,2985,457"
