user_id,gender,topk_items,topk_scores
11,F,"1060,2997,1923,223,2395,1265,441,2858,34,3052,3255,2700,2599,2321,1641,39,1784,1517,1885,2706,1449,1,562,1500,52,357,3253,356,2302,2959,1777,180,1704,2396,1747,372,2324,1732,1883,2359,231,3481,1639,500,318,2502,125,2770,141,235","4.9920,4.7513,4.7161,4.7060,4.6203,4.5657,4.5161,4.3787,4.3610,4.3151,4.2988,4.2854,4.2830,4.2795,4.2539,4.2226,4.2180,4.2086,4.1876,4.1451,4.1133,4.1091,4.0995,4.0937,4.0503,4.0366,4.0193,4.0193,4.0134,3.9977,3.9723,3.9596,3.9534,3.9326,3.9193,3.9026,3.8996,3.8945,3.8856,3.8742,3.8738,3.8456,3.8422,3.8278,3.8229,3.8128,3.8080,3.7935,3.7606,3.7474"
12,M,"260,858,1198,1196,2858,1210,2028,1136,1214,608,1270,480,589,2571,1,1221,541,1240,1617,110,593,2997,1387,527,750,924,2762,457,318,1200,2628,1097,1304,1193,1197,1580,919,296,1213,2716,3578,356,1265,1259,50,34,111,923,908,3175","3.7526,3.6305,3.5761,3.5723,3.5693,3.5070,3.5040,3.4923,3.4739,3.4411,3.3918,3.3843,3.3818,3.3450,3.3291,3.3288,3.3284,3.3276,3.3212,3.3193,3.3178,3.3074,3.2950,3.2899,3.2744,3.2417,3.2401,3.2356,3.2303,3.2286,3.1955,3.1920,3.1894,3.1885,3.1804,3.1785,3.1577,3.1451,3.1338,3.1314,3.1111,3.1025,3.0843,3.0839,3.0699,3.0454,3.0376,3.0326,3.0254,2.9990"
13,M,"1374,480,1210,1356,2628,260,2916,1372,2105,316,1376,1196,329,780,2571,1580,1375,1198,1240,2985,589,1200,1676,1214,1127,1291,1610,1371,2393,1275,2641,3702,2640,3527,2529,110,1373,457,2115,1527,1097,3704,2094,3638,2406,3703,2028,2006,349,2193","5.3733,5.0777,5.0718,5.0293,5.0196,5.0013,4.9999,4.9469,4.9161,4.9089,4.8748,4.8688,4.8356,4.8263,4.8137,4.8110,4.7958,4.7368,4.7293,4.7074,4.7064,4.6947,4.6936,4.6933,4.6663,4.6662,4.6456,4.6364,4.6114,4.5980,4.5853,4.5496,4.5072,4.4944,4.4819,4.4753,4.4679,4.4398,4.4392,4.4306,4.4267,4.4100,4.3994,4.3917,4.3847,4.3747,4.3493,4.3445,4.3383,4.3292"
14,M,"2858,2997,2762,608,2396,593,527,1617,858,2716,2028,3578,1196,912,2599,296,908,318,1221,260,1193,1210,2959,50,1198,3176,1259,110,111,1270,2987,1213,2692,1230,3408,913,1214,1097,1219,541,3543,1197,2710,2908,3751,3481,1252,1265,223,3160","5.6420,5.0343,4.9009,4.8822,4.8576,4.8484,4.7154,4.6578,4.6557,4.6175,4.5610,4.5528,4.5452,4.5105,4.5057,4.4805,4.4729,4.4563,4.4310,4.4228,4.4076,4.3870,4.3528,4.3261,4.3229,4.3170,4.3061,4.3029,4.2772,4.2642,4.2601,4.2272,4.2199,4.2192,4.2131,4.2049,4.1830,4.1682,4.1648,4.1630,4.1622,4.1592,4.1515,4.1340,4.1243,4.1065,4.1033,4.0911,4.0679,4.0610"
15,M,"3753,2688,3623,2763,2762,2881,2605,3005,2858,2706,3578,2433,3176,3408,110,3147,356,2028,2683,2707,2396,2959,3755,480,1721,2490,377,2724,2353,2571,733,2694,3555,648,2712,318,527,2805,1393,1608,3510,380,1784,2541,3298,1580,2268,3717,736,457","5.7037,5.5810,5.5078,5.4855,5.4113,5.3964,5.3963,5.3915,5.3526,5.3366,5.3257,5.3165,5.2956,5.2611,5.2594,5.2398,5.2273,5.2166,5.1790,5.1385,5.0569,5.0429,5.0382,5.0227,5.0180,5.0104,4.9759,4.9684,4.9253,4.9115,4.9079,4.9039,4.8845,4.8635,4.8628,4.8520,4.8469,4.8335,4.8134,4.7704,4.7506,4.7468,4.7342,4.7177,4.7039,4.7002,4.6857,4.6610,4.6495,4.6457"
16,F,"2840,1911,2688,3005,2683,2605,2881,2394,2805,2706,2392,2719,2581,2724,2713,3004,2694,2827,2485,2598,3157,3053,2720,2826,2572,2541,2355,2701,3623,2710,2676,2707,2770,2861,2907,2433,2188,1513,2490,3238,2961,3175,2699,2828,2555,2763,2771,2995,3615,2841","6.1338,5.9401,5.9091,5.8547,5.8179,5.7817,5.7285,5.6937,5.6725,5.6477,5.5876,5.5642,5.5484,5.5336,5.4616,5.4441,5.4206,5.3491,5.3063,5.2298,5.2279,5.2252,5.2104,5.2092,5.1714,5.1546,5.1317,5.1190,5.0916,5.0799,5.0732,5.0559,5.0531,5.0428,5.0341,5.0278,5.0230,5.0172,4.9987,4.9729,4.9479,4.9425,4.9388,4.9160,4.8825,4.8773,4.8727,4.8540,4.8434,4.8230"
17,M,"1653,32,541,589,1748,1584,2571,480,1214,2628,1356,1909,2916,1301,1199,924,750,2858,1200,1527,1617,3503,2288,3702,608,1127,3793,1580,260,1240,198,3703,1233,1196,1374,1206,1210,1372,2028,3175,1573,2393,1320,1215,110,296,593,3578,2455,3527","4.5008,4.4372,4.3680,4.2893,4.2666,4.1793,4.1168,4.1125,4.0748,4.0498,4.0371,4.0253,4.0030,3.9995,3.9965,3.9873,3.9112,3.9077,3.8971,3.8719,3.8653,3.8325,3.8234,3.8126,3.8063,3.7867,3.7791,3.7612,3.7508,3.7128,3.7107,3.6867,3.6703,3.6701,3.6608,3.6535,3.6500,3.6334,3.6327,3.6240,3.6091,3.5639,3.5258,3.5174,3.5086,3.5043,3.4869,3.4558,3.4292,3.4261"
18,F,"595,364,2628,2161,3489,2081,1022,1907,590,1210,2006,1291,1566,2571,588,1196,1356,3034,316,1032,592,1584,2115,1097,260,110,2,1198,480,2005,457,780,2139,2193,1,48,2087,2294,653,3438,2018,1610,2046,2028,783,1580,2137,329,356,1029","4.4546,4.3808,4.1444,4.1208,4.1101,4.0751,4.0183,3.9981,3.9953,3.9899,3.9837,3.9385,3.8976,3.8888,3.8604,3.8489,3.8438,3.8151,3.8030,3.8026,3.7798,3.7772,3.7741,3.7667,3.7373,3.6884,3.6805,3.6672,3.6661,3.6652,3.6573,3.6571,3.6490,3.6402,3.6361,3.6287,3.6242,3.6234,3.6038,3.5863,3.5513,3.5505,3.5361,3.5209,3.5206,3.5079,3.5021,3.5013,3.5000,3.4973"
19,M,"2716,260,1214,968,1210,2710,1387,2987,2719,1240,1127,2366,2355,1198,2628,3114,1219,480,589,1196,1270,1997,2699,3793,1200,2571,2762,3081,2617,1215,1,1258,1580,1097,3175,2713,110,2761,2826,2858,2288,3016,3578,1278,2028,1333,924,2428,1345,1261","4.7928,4.6916,4.5190,4.4947,4.3786,4.3274,4.3002,4.2568,4.2488,4.1894,4.1867,4.1630,4.1225,4.0942,4.0916,4.0822,4.0496,4.0480,4.0453,4.0336,4.0233,4.0088,3.9528,3.9482,3.9320,3.9193,3.9061,3.8970,3.8841,3.8762,3.8747,3.8515,3.8420,3.8392,3.8154,3.7970,3.7965,3.7735,3.7595,3.7570,3.7456,3.7401,3.7217,3.6943,3.6822,3.6540,3.6508,3.6348,3.6319,3.6258"
20,M,"2571,480,589,2628,1210,260,2858,110,1196,2028,608,1580,1198,3578,593,1214,2916,527,2762,457,1240,296,1617,1270,1097,1127,3793,1584,858,1200,318,541,780,32,356,2959,3175,1573,1387,1,924,1197,1356,1527,1213,3623,2997,648,1610,2716","6.7879,6.7106,6.6263,6.6126,6.5386,6.5056,6.4734,6.4723,6.4374,6.3760,6.2686,6.2180,6.1621,6.1540,6.1397,6.1201,6.1097,6.1050,6.0553,6.0498,6.0433,5.9917,5.9450,5.9250,5.9098,5.8774,5.8259,5.8211,5.7880,5.7848,5.7513,5.7455,5.7288,5.6981,5.6676,5.6284,5.5868,5.5507,5.5497,5.5448,5.5291,5.5233,5.5182,5.4783,5.4778,5.4715,5.4590,5.4515,5.4450,5.4285"
21,M,"2628,1566,2761,588,2355,661,3114,2394,260,1032,1907,1,3793,595,1274,1210,364,2700,2687,3745,3175,2140,783,551,2161,1580,3000,2046,2987,2571,3034,741,480,2089,3159,1920,2139,2081,1282,2116,2087,2137,1097,589,1215,2294,1196,2093,596,1356","4.0719,4.0705,3.9401,3.9134,3.9029,3.8953,3.8664,3.8643,3.8384,3.8299,3.8007,3.7956,3.7803,3.7460,3.7158,3.6902,3.6845,3.6706,3.6624,3.6461,3.6461,3.6165,3.6134,3.6086,3.6046,3.6030,3.5922,3.5900,3.5792,3.5731,3.5645,3.5568,3.5220,3.5193,3.5094,3.4976,3.4908,3.4807,3.4800,3.4744,3.4660,3.4592,3.4342,3.4259,3.4186,3.4150,3.4041,3.4016,3.4011,3.3806"
22,M,"70,1580,2012,589,2174,2716,2571,1391,1270,2167,2617,1923,260,2700,1377,1573,1210,3033,367,223,1215,1517,480,1,2628,2918,2916,380,1732,788,1240,780,356,344,2699,2011,153,1676,1527,2003,2000,2706,1259,3052,1196,1136,733,180,2985,3253","4.7894,4.6137,4.4580,4.4498,4.4202,4.4169,4.4040,4.4022,4.3773,4.3751,4.3615,4.3423,4.3336,4.3145,4.3101,4.2741,4.2700,4.2540,4.2403,4.2280,4.2236,4.2162,4.2080,4.1984,4.1975,4.1883,4.1857,4.1808,4.1525,4.1516,4.1405,4.1397,4.1220,4.1160,4.1095,4.1031,4.0955,4.0867,4.0761,4.0642,4.0313,4.0237,4.0042,4.0028,3.9868,3.9803,3.9664,3.9585,3.9568,3.9446"
23,M,"541,1199,2968,1214,1965,2288,589,1200,750,1077,2916,1240,1748,260,2985,1580,1374,32,1127,2571,1270,1129,2657,2628,3175,1210,924,1215,1372,1196,2455,1206,3703,2105,1909,1653,480,3702,3527,1527,1356,198,2997,3070,1097,2692,2640,1690,1617,2021","4.3955,4.2292,4.1944,4.1818,4.0779,4.0459,4.0281,3.9564,3.9535,3.9474,3.9321,3.9127,3.8945,3.8788,3.8782,3.8689,3.8673,3.8457,3.8234,3.8074,3.7856,3.7690,3.7628,3.7532,3.7520,3.7505,3.7368,3.7352,3.7343,3.7325,3.7308,3.6779,3.6694,3.6604,3.6551,3.6530,3.6516,3.6507,3.6487,3.6264,3.6033,3.5764,3.5666,3.5617,3.5553,3.5370,3.5251,3.4945,3.4921,3.4895"
24,F,"1307,1265,2396,356,2858,608,1270,1196,527,2716,1259,1210,34,2997,318,296,1097,593,1197,1,2918,357,1079,1968,2174,1198,1641,2028,1617,858,1136,2791,2291,1784,110,3108,1213,39,3448,1394,2797,2762,3418,21,260,3255,480,1580,2100,1393","5.3756,5.3334,5.2756,5.2357,5.2024,5.0905,5.0764,5.0543,5.0236,5.0133,5.0044,5.0024,4.9848,4.9810,4.9736,4.9722,4.9502,4.9467,4.9398,4.8752,4.8740,4.8179,4.8021,4.7658,4.7300,4.6963,4.6718,4.6303,4.6262,4.6255,4.6202,4.6113,4.6058,4.6041,4.5997,4.5959,4.5925,4.5890,4.5873,4.5832,4.5741,4.5717,4.5644,4.5561,4.5473,4.5375,4.5150,4.5081,4.4890,4.4876"
25,M,"2628,3175,3793,260,2571,480,589,1580,1210,1127,1356,3578,1240,1196,2916,780,1215,1676,1270,3114,3745,2699,2858,1214,1584,3300,316,1527,2355,1372,2700,1909,3623,1544,1198,1374,1,2393,2987,329,541,1200,2012,3354,1097,110,2028,2762,1573,3751","5.6865,5.5019,5.5015,5.3621,5.3530,5.3293,5.2218,5.1497,5.1222,4.9885,4.9810,4.9247,4.8840,4.8408,4.8315,4.8312,4.8167,4.7963,4.7955,4.7940,4.7650,4.7586,4.7304,4.7280,4.7210,4.6946,4.6839,4.6743,4.6733,4.6563,4.6522,4.6388,4.6379,4.6371,4.6321,4.6298,4.6249,4.6181,4.5878,4.5854,4.5752,4.5336,4.5328,4.5121,4.4867,4.4860,4.4798,4.4679,4.4565,4.4548"
26,M,"500,3255,3591,539,2469,2145,587,852,597,11,1888,231,339,3448,1135,141,2375,2245,1777,2424,1485,1569,3263,2470,344,586,2539,3388,3087,2423,2302,3524,3039,3526,2146,3247,1784,3614,1307,7,2371,2416,2918,3552,1409,830,3210,2671,2134,276","4.3341,4.2420,4.2358,4.2181,4.2169,4.1423,4.1221,4.1029,4.0802,4.0029,3.9857,3.9765,3.9680,3.9444,3.9071,3.8858,3.8741,3.8505,3.8497,3.8364,3.7622,3.7427,3.7392,3.7368,3.7052,3.6763,3.6730,3.6672,3.6668,3.6629,3.6587,3.6345,3.6318,3.6306,3.6111,3.6111,3.6033,3.5953,3.5881,3.5787,3.5759,3.5757,3.5745,3.5683,3.5667,3.5628,3.5615,3.5573,3.5571,3.5515"
27,M,"912,919,260,913,923,750,1230,899,858,908,1196,3435,1252,904,1136,1210,541,1304,910,1198,903,1204,969,1267,924,1270,1247,1617,608,1197,1097,1221,1214,1256,2858,1207,1219,527,1250,1284,898,2396,1193,593,2987,2300,1248,3334,1254,1294","4.8380,4.6761,4.5882,4.4769,4.4662,4.4636,4.4109,4.4024,4.4004,4.3995,4.3990,4.3539,4.3437,4.3176,4.2744,4.2351,4.2328,4.2205,4.2141,4.2090,4.2016,4.1814,4.1330,4.1269,4.1159,4.0973,4.0965,4.0562,4.0340,4.0274,4.0244,4.0190,4.0084,4.0068,3.9774,3.9725,3.9724,3.9719,3.9590,3.9572,3.9329,3.9132,3.9117,3.8689,3.8686,3.8611,3.8588,3.8344,3.8206,3.8193"
28,F,"2858,608,912,593,527,1617,2396,296,34,318,1196,1265,1210,919,260,908,2997,2028,1097,858,1197,50,2762,923,1270,1193,1,356,2291,1259,110,1198,1247,1094,1230,904,3751,1213,2324,480,1704,1225,265,541,1136,2628,1307,2571,1221,899","5.4798,5.4367,5.3794,5.3241,5.3095,5.2746,5.2154,5.1271,5.1253,5.0787,4.9999,4.9289,4.8948,4.8703,4.8646,4.8358,4.8302,4.8252,4.7553,4.7507,4.7304,4.6681,4.6561,4.6541,4.6387,4.6349,4.6279,4.6190,4.6032,4.5943,4.5453,4.5436,4.5411,4.5208,4.4981,4.4905,4.4886,4.4385,4.4074,4.4019,4.3993,4.3909,4.3840,4.3763,4.3395,4.3365,4.3291,4.3121,4.2908,4.2787"
29,M,"3654,2951,1201,3702,1374,2944,1287,3366,1214,3703,2527,1200,2948,1240,2947,3062,3635,2916,1610,3836,1953,1129,3527,2288,3681,1222,2949,260,1196,1210,480,1387,969,1198,2922,1233,1036,3763,589,2529,1127,2921,1275,3639,2985,1304,541,3519,3769,2366","5.6237,5.3597,5.3044,5.2693,5.2494,5.2270,5.2123,5.2025,5.1808,5.1392,5.0441,4.9859,4.9496,4.9432,4.9043,4.8847,4.8804,4.8518,4.8377,4.7969,4.7893,4.7864,4.7764,4.7728,4.7717,4.7716,4.7513,4.7427,4.7253,4.7144,4.6610,4.6548,4.6479,4.6344,4.6176,4.6104,4.6081,4.5968,4.5941,4.5768,4.5753,4.5640,4.5627,4.5476,4.5462,4.5391,4.5387,4.5131,4.5053,4.4996"
30,F,"2858,527,3083,2908,2997,3897,608,318,2396,3481,3179,3160,593,1041,296,2357,1280,3006,3408,3751,2028,2692,1617,2762,3578,3148,3910,2959,246,34,2324,36,2966,1704,3538,3176,3911,1213,3357,3185,2686,306,265,3317,2336,1354,2599,2333,110,50","5.6036,5.2321,5.1829,5.1513,5.0748,5.0523,4.9653,4.9407,4.8735,4.8188,4.7916,4.7770,4.7688,4.7636,4.7601,4.7368,4.7306,4.7111,4.6550,4.5974,4.5886,4.5725,4.5405,4.5312,4.5149,4.5079,4.4690,4.4605,4.4473,4.4414,4.4270,4.4228,4.4132,4.4122,4.3973,4.3777,4.3675,4.3651,4.3443,4.3428,4.3162,4.3149,4.3105,4.2910,4.2907,4.2887,4.2822,4.2494,4.2419,4.2093"
31,M,"3507,3671,2150,2791,3061,905,898,1079,1234,3421,1125,951,2788,1294,1307,1256,910,933,1394,3088,2918,1136,1077,3072,915,2300,2946,1083,1270,1081,1278,1028,1269,2469,2136,2915,1078,955,3608,952,3363,3039,2080,1663,1304,1292,3396,2100,2863,3210","4.6723,4.6126,4.5605,4.5350,4.5031,4.4823,4.4207,4.4050,4.3858,4.3825,4.3687,4.3559,4.3450,4.3277,4.3256,4.3210,4.2941,4.2934,4.2891,4.2695,4.2543,4.2445,4.2302,4.2089,4.2063,4.2004,4.1991,4.1902,4.1843,4.1789,4.1559,4.1548,4.0990,4.0975,4.0953,4.0933,4.0821,4.0821,4.0770,4.0691,4.0627,4.0601,4.0349,4.0295,4.0293,4.0178,3.9921,3.9852,3.9843,3.9793"
32,F,"2858,608,527,2396,593,3481,2997,3751,3578,1617,2028,3897,2762,318,3408,110,912,296,480,1196,3160,1210,2692,3753,260,2571,1265,3948,908,34,50,1197,858,589,3755,1270,2599,1198,2291,356,3114,2959,3176,1259,3793,1193,1673,1221,1213,2628","5.7650,5.1225,5.0989,5.0380,4.9873,4.9356,4.9096,4.9009,4.8992,4.8356,4.8244,4.7850,4.7615,4.7242,4.6770,4.6723,4.5763,4.5688,4.5388,4.5013,4.4973,4.4774,4.4557,4.4159,4.3938,4.3849,4.3545,4.3534,4.3519,4.3501,4.3496,4.3302,4.3239,4.2887,4.2749,4.2644,4.2220,4.1862,4.1860,4.1760,4.1675,4.1647,4.1609,4.1524,4.1522,4.1376,4.1168,4.0758,4.0521,4.0483"
33,M,"1219,904,2160,1084,903,1953,1252,1214,1258,608,1208,2871,111,1299,1263,1333,1997,923,908,1250,912,1674,593,858,1387,1221,919,1247,1945,1350,1193,3362,1225,2648,1952,1272,3095,296,924,3735,1228,1267,318,1287,527,541,1204,1090,969,1222","4.4176,4.2531,4.1464,4.0959,4.0788,4.0780,4.0395,4.0236,3.9700,3.9106,3.8613,3.8602,3.8545,3.8513,3.8370,3.8293,3.8291,3.8250,3.8226,3.8012,3.7980,3.7861,3.7644,3.7532,3.7225,3.6515,3.6489,3.6488,3.6430,3.6364,3.6349,3.6230,3.6114,3.6100,3.5942,3.5546,3.5515,3.5426,3.5387,3.5360,3.5253,3.5244,3.5243,3.5211,3.5190,3.5174,3.5056,3.5052,3.5031,3.4906"
34,F,"2716,587,356,2918,597,1265,1307,1968,539,1923,3255,2791,39,2145,1270,1777,1784,11,1441,500,1569,2174,3526,1,2144,339,852,2321,708,2797,2100,3210,2804,357,2424,141,2302,1485,2081,3253,1517,1259,34,1079,1380,3552,2396,3450,588,2706","5.4763,5.3647,5.2567,5.2523,5.1972,5.1805,5.1456,5.1237,5.1066,5.0603,5.0078,4.9676,4.9433,4.9085,4.9045,4.9038,4.9028,4.8791,4.8627,4.8583,4.8373,4.8357,4.7881,4.7864,4.7599,4.7237,4.7224,4.7167,4.7100,4.6931,4.6913,4.6711,4.6701,4.6613,4.6601,4.6309,4.6244,4.6175,4.6152,4.6030,4.5962,4.5707,4.5267,4.5236,4.5212,4.5113,4.5098,4.4836,4.4793,4.4549"
35,M,"912,899,3545,1247,1296,1230,914,2067,898,265,1947,916,920,58,919,1172,1307,969,923,2396,17,900,1244,1188,2969,1225,1304,858,910,926,1207,1204,1196,902,945,1674,904,3359,1234,1252,2020,2132,1183,527,1957,1097,34,913,908,2243","3.9865,3.9621,3.7925,3.7801,3.7323,3.6898,3.6601,3.5835,3.5797,3.4896,3.4820,3.4638,3.4523,3.4471,3.4440,3.4284,3.4255,3.4158,3.3489,3.3262,3.3068,3.2907,3.2843,3.2828,3.2683,3.2577,3.2272,3.2235,3.2219,3.2141,3.2070,3.2064,3.1989,3.1959,3.1890,3.1682,3.1659,3.1623,3.1611,3.1551,3.1465,3.1451,3.1450,3.1415,3.1391,3.1369,3.1289,3.1206,3.1079,3.0863"
