user_id,gender,topk_items,topk_scores
86,F,"1688,2089,595,2092,48,594,2096,783,1022,558","2.3427,2.2051,2.1053,2.1000,2.0847,2.0713,2.0676,2.0378,2.0358,2.0232"
366,M,"969,1304,924,1196,1210,1287,912,260,1234,1294","5.1166,5.0631,4.9309,4.8633,4.7670,4.7119,4.6231,4.6089,4.5474,4.4907"
5338,M,"1301,610,1376,2021,1372,1214,2105,2288,1375,1374","7.3923,6.9783,6.8223,6.7844,6.7305,6.4805,6.4259,6.4207,6.3990,6.3923"
4591,M,"260,1210,480,1214,1196,2628,110,589,2571,1291","3.9318,3.8881,3.7686,3.7666,3.6675,3.6567,3.6554,3.6528,3.6279,3.6044"
4343,M,"292,628,832,2058,380,454,2231,1784,377,733","5.2012,5.0542,4.8894,4.8448,4.8145,4.7546,4.7427,4.7305,4.7246,4.7118"
647,M,"485,153,1431,466,1391,1918,380,44,546,420","4.7844,4.7628,4.6677,4.6462,4.6159,4.4851,4.4205,4.3032,4.2535,4.2262"
2458,M,"2000,2716,2001,2011,2174,1580,1391,1210,1220,2406","5.1831,5.1670,5.0564,5.0125,5.0117,5.0057,4.9397,4.9271,4.9150,4.8651"
3934,M,"2719,2683,1911,2717,2012,2004,3264,2746,2699,2617","2.9866,2.9549,2.9285,2.8500,2.8023,2.7412,2.7308,2.7133,2.7122,2.6963"
1365,F,"924,1270,260,1196,1097,1259,3471,1210,1198,1294","3.0853,3.0746,2.9741,2.9658,2.9596,2.9418,2.8749,2.8739,2.8159,2.8101"
1266,M,"3897,3556,3911,1673,364,2908,3481,3160,3317,551","2.9093,2.8007,2.7180,2.5548,2.5224,2.5071,2.4875,2.4786,2.4721,2.4562"
1939,F,"924,541,750,1210,260,1214,1199,589,480,1196","3.6709,3.5028,3.4812,3.3481,3.3354,3.3210,3.2211,3.1910,3.1901,3.1601"
4821,M,"1246,2420,2003,3591,2145,587,3526,2011,2716,3105","4.4011,4.0575,3.9401,3.8723,3.8711,3.8158,3.7857,3.7709,3.7579,3.7524"
1837,M,"3701,2985,32,3527,2455,1653,1129,2407,1199,1200","2.7518,2.7163,2.7134,2.6681,2.6336,2.6267,2.5963,2.5855,2.5669,2.5436"
4344,M,"1345,1278,1321,2003,1350,1994,2867,1974,2118,1258","3.1015,2.9849,2.9822,2.9200,2.8547,2.8361,2.7795,2.7674,2.7608,2.7521"
5812,F,"1088,2942,2146,2145,1307,1380,222,17,1271,2081","3.1889,2.8368,2.8299,2.8153,2.7966,2.7411,2.7411,2.7237,2.6675,2.6631"
3726,M,"1391,2628,1580,1676,780,1372,1210,2916,2571,3175","5.5470,5.4770,5.4082,5.4033,5.3251,5.3157,5.2990,5.2697,5.2379,5.2296"
4029,F,"899,919,912,1947,1225,1230,1028,914,1207,260","3.8410,3.6508,3.6253,3.4788,3.4549,3.4444,3.4187,3.3973,3.3619,3.3609"
4418,F,"1244,1230,1252,1041,908,2858,910,1247,912,1267","3.5525,3.3426,3.2529,3.2010,3.1573,3.1373,3.1346,3.1271,3.1207,3.0731"
5650,F,"595,364,594,2081,2096,1028,1022,2080,1029,1282","3.7203,3.6980,3.6692,3.6688,3.6579,3.6234,3.5992,3.5759,3.5383,3.5015"
4265,M,"2080,2406,1376,1210,2087,1028,1220,2105,2054,2081","5.1696,5.0555,4.9930,4.9667,4.9217,4.8786,4.8373,4.7992,4.7660,4.7617"
5015,M,"1307,1304,1234,2406,3448,1294,969,1197,1028,1220","3.9012,3.7821,3.6384,3.6369,3.5929,3.5883,3.5849,3.5503,3.5293,3.4848"
4728,M,"377,296,608,3418,587,21,1573,1396,593,32","2.9945,2.8200,2.7811,2.7752,2.7542,2.7026,2.6791,2.6673,2.6552,2.6431"
880,M,"2571,1320,2628,1676,2916,3793,589,1690,2858,2617","4.6854,4.5839,4.5155,4.4873,4.4725,4.4652,4.4564,4.4378,4.3862,4.3789"
746,F,"733,3623,2762,2353,2571,457,377,648,593,2028","3.4429,3.4199,3.4110,3.3952,3.3519,3.3249,3.3134,3.2786,3.2474,3.2426"
2131,M,"1407,70,1320,2617,1690,1970,1215,724,611,2279","4.8089,4.6568,4.5921,4.5165,4.4569,4.4230,4.4025,4.3716,4.3559,4.3494"
1621,M,"2858,3578,2762,3753,2571,3623,2028,110,3408,480","6.2013,5.7855,5.5661,5.5568,5.3009,5.2947,5.2406,5.2154,5.2079,5.1772"
777,M,"153,380,1377,1391,736,586,485,673,292,500","3.5564,3.5478,3.3938,3.3696,3.3488,3.3328,3.3072,3.2863,3.2526,3.2455"
5930,F,"2396,1265,2858,34,910,912,1,356,919,898","3.2925,2.9322,2.7494,2.7253,2.6641,2.6604,2.6363,2.6331,2.5474,2.5466"
5310,F,"3435,2203,930,1212,2186,922,942,2935,945,3334","3.8415,3.5661,3.4480,3.4156,3.3526,3.3292,3.3076,3.2967,3.2668,3.2599"
3993,M,"2716,2710,223,70,2858,2683,2706,2003,2700,2791","4.7536,4.4678,4.4225,4.3809,4.3086,4.2516,4.2425,4.2326,4.1954,4.1419"
3647,M,"750,924,260,541,1270,1210,1214,1196,1304,2019","4.4285,4.3566,4.1894,4.0792,3.9594,3.9164,3.9094,3.8839,3.8492,3.8025"
4816,F,"1183,318,3418,608,527,1704,377,1617,1393,25","3.3735,3.1642,3.1637,3.1336,3.1144,3.0954,3.0492,3.0355,3.0147,2.9979"
3643,M,"2571,480,2916,2858,589,1580,110,2028,377,780","5.4338,5.1964,5.1112,5.0807,5.0524,4.9992,4.9895,4.9718,4.9597,4.9395"
4611,F,"1393,2396,357,539,17,11,1721,1265,2291,1704","4.2346,4.1443,4.1217,4.0364,4.0073,3.9969,3.9910,3.9662,3.9588,3.9578"
3795,F,"2858,2396,3897,2997,3408,3185,3179,527,2908,3160","2.1807,2.0677,1.9721,1.9257,1.8687,1.8281,1.8257,1.8140,1.8091,1.7771"
3487,M,"2858,593,1617,608,527,318,296,50,2997,1213","5.4227,5.1936,5.1795,5.1621,5.0988,4.8975,4.8613,4.7969,4.7777,4.7112"
1298,M,"919,2797,1097,364,1198,588,590,586,1246,260","2.6129,2.5966,2.5608,2.5445,2.5352,2.5327,2.5287,2.5008,2.4439,2.4265"
4085,F,"2541,2706,1393,1246,2716,1639,2581,2694,2683,2762","2.8535,2.8353,2.7700,2.7428,2.7067,2.6883,2.6810,2.6762,2.6568,2.6537"
5492,M,"2572,2581,2762,2858,2541,588,2694,3752,2355,2706","3.4406,3.2198,3.1578,3.1534,3.1521,3.0971,3.0963,3.0718,3.0615,3.0552"
3280,M,"2716,2000,2858,1968,1246,2683,1222,2706,1961,2797","3.6133,3.4872,3.3383,3.3092,3.2988,3.2958,3.2941,3.2909,3.2040,3.1780"
1333,M,"1214,924,750,1240,2366,2916,1200,589,1201,260","3.9585,3.8357,3.7069,3.6813,3.6740,3.6476,3.5802,3.5553,3.5160,3.5118"
2926,F,"1784,2424,2671,1569,11,1777,2858,2125,3255,539","3.8854,3.8852,3.7964,3.7415,3.5706,3.5561,3.5363,3.5279,3.5188,3.5063"
1151,M,"2571,2916,1732,589,1573,32,1580,377,21,2858","4.2847,4.2283,4.1934,4.1480,4.1122,4.0868,4.0763,4.0614,4.0291,4.0137"
3627,F,"1252,1221,1617,1267,1230,2858,912,750,2300,858","1.6862,1.6134,1.5752,1.5586,1.5448,1.5407,1.5357,1.4964,1.4955,1.4948"
1410,M,"2530,2531,2533,1019,1301,2527,3927,1334,2532,2528","3.2285,3.2107,3.1599,3.1459,2.9040,2.8340,2.8216,2.8158,2.8088,2.7351"
2227,M,"2858,593,1210,2571,110,260,589,1196,608,2028","6.7563,6.5883,6.5795,6.4365,6.4351,6.4123,6.3912,6.3213,6.2680,6.2616"
5871,F,"527,593,2028,110,2858,608,318,296,858,260","3.1147,3.0082,2.9045,2.8659,2.8528,2.8438,2.7990,2.7199,2.6787,2.6644"
1327,M,"110,480,260,1196,1210,2028,1198,2571,590,1610","3.8945,3.8422,3.8393,3.8035,3.7516,3.6653,3.6070,3.5738,3.4942,3.4424"
5367,M,"1377,153,592,2616,2717,1562,1291,10,2115,1198","2.5561,2.4691,2.4568,2.3414,2.3036,2.2538,2.2287,2.2181,2.2083,2.2052"
2962,M,"1212,1129,1320,2527,2288,1214,1252,2916,908,541","2.6547,2.5882,2.5766,2.5168,2.4720,2.4676,2.4569,2.3697,2.3686,2.3446"
4083,M,"2405,2406,368,1220,933,2001,1304,969,3638,3035","2.9779,2.9396,2.8747,2.8561,2.8063,2.7902,2.7766,2.7721,2.7692,2.7490"
5429,F,"593,318,34,527,1704,2396,2858,608,1265,296","3.1545,3.1412,3.1314,3.1160,3.1021,3.0817,3.0734,3.0596,3.0448,2.9031"
1010,M,"785,1732,2580,6,1476,70,2001,1222,1089,2134","2.5559,2.5343,2.5114,2.4443,2.4299,2.4050,2.3711,2.3441,2.3266,2.3246"
5317,F,"1704,1393,1246,1639,337,296,2291,509,1968,1225","3.1469,2.9643,2.9411,2.9279,2.8898,2.8551,2.8509,2.8356,2.7931,2.7921"
6039,F,"899,898,945,914,951,1947,1269,910,2080,933","4.3662,4.2901,3.9848,3.8901,3.8809,3.8547,3.8083,3.7764,3.6772,3.6767"
3771,M,"2288,1690,1320,611,1215,1977,3576,2328,1261,2617","5.5072,5.3101,5.2995,5.0877,4.9918,4.9847,4.9504,4.9090,4.8923,4.8738"
5027,F,"2858,2706,2395,2716,223,2683,2770,2599,2710,2908","2.5508,2.5237,2.4762,2.4668,2.4583,2.4031,2.4015,2.3631,2.3280,2.3265"
4107,F,"1197,2174,2918,2011,3033,223,2797,1968,2700,2000","2.7465,2.7244,2.6728,2.6572,2.6568,2.6412,2.6396,2.6301,2.6207,2.6193"
1017,M,"1345,1973,1976,1982,1986,1970,1350,1327,1130,1969","4.8621,4.6761,4.6399,4.6391,4.6057,4.5720,4.5633,4.5630,4.5618,4.5434"
4780,M,"1252,1617,1179,3683,3730,1267,3362,1233,111,608","5.0660,4.8099,4.6936,4.6708,4.5925,4.4290,4.4265,4.4202,4.3504,4.3377"
1287,F,"3897,3952,2858,3160,2692,3083,3949,3481,3578,3783","3.6109,3.4736,3.4407,3.3517,3.2998,3.2263,3.2107,3.1759,3.0966,3.0693"
5131,F,"377,587,1393,11,539,736,3257,380,3259,1721","3.7351,3.6865,3.5064,3.5061,3.4742,3.4208,3.4198,3.4123,3.3802,3.3371"
5370,M,"2858,2762,2710,2716,2699,1127,2688,3578,2571,1210","5.1918,5.1186,5.0019,4.9122,4.7760,4.7069,4.5722,4.4953,4.4832,4.4642"
2674,M,"2858,2997,3083,3481,1041,3067,2599,3683,608,2973","5.6390,5.4960,5.3471,5.1773,5.1041,5.0350,4.9657,4.9500,4.9439,4.9379"
424,M,"1345,1982,1321,1994,1258,2160,1407,1350,2003,1219","2.9881,2.7774,2.7280,2.6831,2.6823,2.6544,2.6293,2.6144,2.5717,2.5711"
1193,M,"2683,2694,2706,2723,2581,380,2858,2770,2763,3253","5.0055,4.8527,4.7735,4.4397,4.4317,4.4205,4.4151,4.3926,4.3391,4.3338"
3312,F,"2858,2762,3793,2700,364,3578,551,2959,223,2355","2.8466,2.7586,2.7288,2.7010,2.6879,2.6612,2.6452,2.6269,2.5730,2.5681"
3430,F,"527,2858,593,2396,318,608,2762,912,34,919","3.5769,3.5048,3.4189,3.3839,3.3235,3.2231,3.1974,3.1293,3.1150,3.0610"
1101,M,"1214,541,1240,1210,924,2455,260,1097,1206,589","3.5020,3.4464,3.4178,3.4085,3.3853,3.3666,3.3430,3.3285,3.3213,3.2814"
4007,M,"1210,1196,1240,2716,110,2916,260,2000,589,1270","3.4672,3.3942,3.2232,3.2100,3.2042,3.1883,3.1835,3.1733,3.1729,3.1676"
5458,F,"2858,2997,608,1617,2599,318,2396,2289,296,50","3.9190,3.7917,3.7225,3.6021,3.5880,3.4999,3.4757,3.4692,3.4629,3.4333"
4456,F,"595,364,34,588,2096,594,3114,1148,1282,1","4.2194,4.0853,3.9730,3.9622,3.9473,3.9260,3.7396,3.7235,3.7002,3.6699"
2001,M,"3005,2688,2881,2858,2710,2707,3219,2840,3176,2605","5.4057,5.2869,5.0871,5.0842,5.0811,4.9969,4.8550,4.7898,4.7725,4.7534"
945,M,"2396,356,1393,11,1721,2858,593,2762,1265,527","5.3691,5.0972,5.0381,5.0351,4.9944,4.9104,4.8953,4.8733,4.8700,4.8358"
2063,M,"724,70,1461,1895,2694,180,104,2004,2717,333","2.5026,2.4523,2.3521,2.3282,2.2677,2.2518,2.2495,2.2459,2.2444,2.2303"
5443,M,"587,2407,2011,539,597,2100,2406,2405,377,357","3.5256,3.5167,3.3866,3.3821,3.2734,3.2463,3.2279,3.1727,3.1647,3.1574"
3072,M,"357,17,34,58,1172,1265,1641,3260,342,1188","3.8861,3.6653,3.6077,3.5026,3.4936,3.4631,3.4371,3.4363,3.4161,3.3948"
3549,F,"2858,2716,2997,2396,2791,2683,2599,2355,1270,3114","2.3384,2.3044,2.2932,2.1773,2.1053,2.0664,2.0556,2.0530,1.9954,1.9822"
3193,M,"2490,3300,2722,2841,3113,2826,2858,2672,70,2571","5.2722,5.2195,5.1990,5.1492,5.1088,5.1024,5.0460,5.0459,4.9670,4.9483"
639,M,"1287,1019,969,3494,1210,2006,2013,736,1196,1017","3.9461,3.9386,3.8517,3.8269,3.7422,3.6356,3.6248,3.6097,3.5699,3.5653"
2630,F,"2688,3005,2713,2676,2881,2719,2707,2433,2392,2840","3.8352,3.5573,3.4471,3.4123,3.3976,3.2392,3.2350,3.2259,3.2028,3.2010"
4973,F,"1225,1193,1247,527,1097,1961,593,1293,1674,1957","3.6040,3.0427,3.0356,3.0338,3.0090,3.0000,2.9221,2.9084,2.9061,2.8940"
2024,M,"1265,1517,500,3253,1569,39,344,1777,231,1641","4.2461,4.2280,4.2045,4.1674,4.1533,4.1426,4.1419,4.1320,4.1083,4.0274"
3729,M,"593,296,318,608,2000,2268,527,1198,2028,1291","3.4557,3.3454,3.3428,3.3128,3.2763,3.2672,3.2615,3.2212,3.2199,3.2099"
4856,M,"2858,1248,1252,908,1230,2997,1212,3435,1617,912","5.0087,4.6353,4.6283,4.6172,4.5782,4.5424,4.5113,4.4125,4.3820,4.3720"
2225,M,"1220,2001,2406,2000,3448,3552,1294,3039,1304,3671","4.4871,4.2582,4.2184,4.2091,4.1706,4.1295,4.1225,4.0655,4.0296,4.0154"
5102,M,"1196,2716,1210,593,1097,1198,1197,2000,1270,260","6.7038,6.6398,6.6195,6.5761,6.5601,6.4934,6.4475,6.4211,6.3944,6.3683"
3683,M,"1407,1089,1258,111,1394,50,608,2395,1222,1252","3.3261,3.2650,3.2064,3.1596,3.0999,3.0607,3.0425,3.0021,2.9992,2.9573"
2847,M,"2571,2858,480,1265,260,1,2628,2028,1196,2762","4.2476,4.2372,4.1294,4.0858,4.0827,4.0590,4.0202,3.9615,3.9593,3.9591"
3520,M,"3481,3897,2858,3911,3948,2791,2997,223,3160,3578","4.2235,4.0154,3.9026,3.6847,3.6542,3.6117,3.4732,3.4496,3.4474,3.4418"
1794,M,"628,377,3257,593,608,6,3418,2028,2268,2058","4.5305,4.5032,4.1685,4.1347,4.1289,4.1268,4.1215,4.0901,4.0813,4.0668"
5419,F,"2858,750,912,527,1617,260,2997,608,2396,593","2.9748,2.8546,2.8211,2.8123,2.7981,2.7911,2.7822,2.7818,2.7624,2.7555"
3570,M,"1244,2303,1230,3811,3504,898,1238,3814,2973,2238","4.4289,4.1763,4.1477,4.1422,4.0799,4.0755,4.0579,4.0537,4.0489,4.0446"
658,F,"2369,2683,2716,2770,2706,1513,2858,223,785,2694","2.5517,2.5228,2.5067,2.4833,2.3755,2.3600,2.1676,2.1440,2.1218,2.1112"
1209,M,"1090,2000,1222,2194,2001,1259,2407,1036,1129,1240","4.6463,4.4707,4.3581,4.3014,4.1648,4.1546,4.1508,4.1249,4.1197,4.1088"
2544,M,"908,1252,750,1230,924,912,1212,2300,1267,3435","3.9027,3.8420,3.8245,3.7633,3.7027,3.6773,3.6344,3.5903,3.5709,3.5417"
801,F,"593,1094,1674,608,1183,17,318,2020,1617,1225","3.1800,3.1532,3.1036,3.0715,3.0614,2.9941,2.9684,2.9605,2.9333,2.9332"
117,M,"1214,610,2288,1210,2455,260,1215,1320,1376,1690","4.3123,4.1892,4.1306,4.1235,4.0574,4.0474,4.0265,3.9929,3.9742,3.9157"
5306,F,"587,539,377,357,339,597,11,380,1569,1307","3.6203,3.4536,3.3456,3.2520,3.1918,3.1479,3.1452,3.0678,3.0507,3.0214"
3271,F,"1674,2716,1225,1307,1246,1097,1961,1259,2145,2407","3.4811,3.3832,3.3824,3.3712,3.3345,3.3297,3.2369,3.2288,3.2175,3.1812"
1155,M,"6,2916,1036,457,2571,589,2278,1222,1240,2028","4.9115,4.7591,4.6768,4.6562,4.6172,4.5865,4.5504,4.5384,4.5334,4.4576"
4742,M,"1407,1645,2710,1258,3476,1982,1219,1994,1089,3499","4.8328,4.6800,4.3978,4.0951,4.0440,3.9594,3.9490,3.9251,3.8933,3.8846"
5046,M,"3104,1222,1036,111,3424,1394,3362,2000,3210,1732","3.0113,2.9843,2.9658,2.9063,2.8931,2.8807,2.8696,2.8057,2.8051,2.8050"
6040,M,"1225,3683,3424,111,3019,2064,1394,1288,1228,2076","4.4352,4.2621,4.2416,4.2004,4.1974,4.1797,4.1240,4.1060,4.0799,4.0599"
4388,M,"1608,349,292,380,733,736,377,2001,3256,3107","4.6607,4.6306,4.6164,4.5401,4.5324,4.4117,4.3394,4.3068,4.2957,4.2825"
3833,M,"2571,2628,589,1197,1210,480,2916,1,260,1196","4.2235,4.0440,4.0224,4.0034,3.9990,3.9716,3.9600,3.9584,3.9334,3.9166"
1659,F,"3753,2858,3510,3534,3555,3409,3948,480,3512,3481","3.0827,3.0776,2.9239,2.8678,2.8373,2.7580,2.7369,2.7092,2.6470,2.6345"
1643,M,"1214,1617,3476,593,608,1645,1240,1179,1252,1089","4.6788,4.5878,4.4106,4.4027,4.3325,4.3181,4.2432,4.2047,4.2001,4.1997"
948,M,"750,924,260,1210,1270,1304,1196,1214,541,912","4.2380,4.0805,3.7964,3.7935,3.7713,3.7441,3.6784,3.6198,3.6032,3.5672"
63,M,"2858,2706,2710,2683,2541,2694,2770,2997,2762,1513","5.5333,5.3037,5.1580,5.1186,5.1062,5.0434,4.9206,4.8920,4.8434,4.8215"
2403,M,"589,480,1210,260,2571,110,1214,2628,2916,1196","6.4169,6.3960,6.3494,6.3401,6.2236,6.1180,6.0945,6.0199,6.0103,6.0019"
3159,F,"2858,2716,2706,2997,2396,2369,2599,223,2683,2770","3.9199,3.7965,3.7822,3.7641,3.5923,3.5749,3.5703,3.5176,3.5132,3.4786"
244,M,"2396,1265,356,2858,593,527,1270,1210,480,608","5.6295,5.6177,5.4634,5.4544,5.4226,5.3841,5.2846,5.2698,5.2057,5.2004"
1219,M,"2916,733,648,780,2571,1573,2353,1676,316,1917","5.0570,5.0486,5.0101,4.9628,4.9068,4.8881,4.8551,4.8544,4.8480,4.8313"
400,F,"260,1196,527,1210,858,1198,2028,1197,2858,1270","2.0473,2.0375,2.0350,2.0326,1.9988,1.9330,1.9324,1.9214,1.8980,1.8904"
2796,M,"1210,260,2657,1270,1097,2571,595,2628,1214,480","3.7590,3.6368,3.5626,3.5567,3.5433,3.5345,3.5249,3.5066,3.5020,3.4320"
1097,M,"380,2858,2571,377,648,480,733,2028,1580,110","5.4811,5.3960,5.3778,5.3547,5.2982,5.2727,5.2341,5.2226,5.2061,5.0926"
934,F,"2424,1569,597,339,1784,2671,539,11,236,1888","3.7994,3.7087,3.6800,3.6477,3.5653,3.5276,3.4881,3.4483,3.4469,3.4013"
5778,M,"1301,1214,924,2527,2664,1253,541,3702,2529,2288","5.6092,5.4246,5.2910,5.2410,5.2245,5.0806,5.0661,4.9982,4.9912,4.9664"
5954,M,"1345,2717,1994,1334,1974,2746,1321,2648,1982,2366","3.2723,3.0715,2.9966,2.9654,2.9563,2.9563,2.9398,2.9368,2.9088,2.8959"
1206,F,"1301,1690,748,2288,2232,198,1653,1590,1320,2021","3.8319,3.6506,3.6349,3.5553,3.5496,3.5454,3.5206,3.5143,3.5092,3.4739"
2092,M,"1234,1304,1294,750,910,3504,1230,2300,3037,924","3.7884,3.7350,3.6800,3.5572,3.5084,3.4807,3.4763,3.4265,3.3559,3.3298"
533,M,"1222,2000,2001,1036,1220,2716,1387,1240,1291,589","3.5548,3.5525,3.4722,3.4141,3.3813,3.3483,3.3417,3.3332,3.3269,3.3248"
2907,F,"587,432,380,3450,2953,500,597,368,1552,2717","2.5582,2.5108,2.5024,2.4410,2.4290,2.3851,2.3761,2.3723,2.3396,2.3380"
3929,M,"3698,1129,3701,1320,610,2001,2735,1037,2985,3527","4.1001,3.9503,3.9036,3.8907,3.8530,3.8326,3.8298,3.8018,3.7911,3.7766"
5974,F,"36,25,3260,300,337,17,1120,1183,1704,1357","3.3487,3.2760,3.2716,3.2665,3.2425,3.2401,3.1964,3.1920,3.1894,3.1292"
4472,F,"349,1608,3257,3256,377,292,350,736,1459,3107","3.8864,3.8461,3.7738,3.6296,3.6094,3.6080,3.4855,3.4797,3.4557,3.4461"
4238,M,"2717,2003,2403,2867,1974,2001,2517,2402,1321,2118","3.8465,3.8184,3.5588,3.5537,3.4637,3.4591,3.4380,3.4284,3.4095,3.3802"
1902,M,"70,6,2058,2916,1573,1320,2571,733,165,2353","5.0333,4.8608,4.8080,4.7889,4.7201,4.6950,4.6762,4.5998,4.5742,4.5710"
3792,M,"648,1210,2628,733,1196,1608,260,1291,1198,10","2.2859,2.2743,2.2700,2.2447,2.2340,2.2243,2.2025,2.1963,2.1903,2.1792"
4169,M,"3068,3204,3011,2524,3102,2917,1958,3546,3296,3528","1.4672,1.4277,1.3656,1.3391,1.3340,1.3292,1.2777,1.2672,1.2665,1.2626"
3112,M,"2858,2396,2762,364,1097,2355,3114,595,593,2997","4.5138,4.3537,4.3182,4.1491,4.1193,4.1190,4.0356,4.0134,4.0040,4.0019"
429,M,"2858,3578,3753,3623,2762,3408,2959,3793,3555,3160","5.1403,4.9625,4.7787,4.7696,4.7661,4.5852,4.5652,4.5117,4.4566,4.4231"
1611,M,"1407,1258,2716,364,2617,2710,1982,3273,1717,260","3.8100,3.4154,3.3976,3.3879,3.3700,3.3700,3.3270,3.3144,3.2675,3.2437"
522,M,"1210,2916,1214,2571,589,1240,260,480,2628,780","6.6590,6.6103,6.4662,6.4540,6.4321,6.3675,6.3286,6.3068,6.2881,6.2128"
1150,F,"922,2463,3424,2750,52,1285,1248,930,1648,1288","2.1173,2.0268,2.0062,2.0003,1.9789,1.9543,1.9502,1.9496,1.9273,1.9171"
5536,M,"628,6,16,454,2268,47,292,377,1343,1092","3.3120,3.3087,3.2872,3.2694,3.2510,3.1604,3.1561,3.1294,3.1207,3.1070"
2378,M,"216,380,231,2335,153,1431,104,1777,344,333","4.7015,4.6157,4.6029,4.5879,4.5638,4.5535,4.5391,4.5188,4.3758,4.3264"
4725,M,"736,1917,653,173,673,552,2001,3489,2701,349","2.8388,2.7367,2.6919,2.6778,2.6193,2.6181,2.6111,2.5575,2.5273,2.5266"
3391,M,"372,1060,180,441,2134,3261,3087,1476,663,1091","2.8469,2.7954,2.7638,2.7034,2.6539,2.6202,2.5092,2.5084,2.4403,2.4379"
5026,M,"2013,2688,2001,2881,1911,2701,1127,1608,2000,1552","3.3851,3.1730,3.1356,3.0677,2.9721,2.9325,2.8907,2.8700,2.8658,2.8642"
4335,M,"587,1246,736,454,2000,377,2001,1674,3257,2716","3.4590,3.3868,3.2859,3.1975,3.1745,3.1695,3.1451,3.1290,3.1149,3.1023"
6002,M,"1252,1233,1617,1304,1204,1250,527,924,858,1953","4.2342,4.1229,4.0417,4.0388,4.0344,4.0185,4.0156,4.0079,3.9648,3.9295"
2211,M,"969,1304,1225,3363,3035,2067,3037,3545,899,3494","4.7683,4.5774,4.4756,4.4233,4.3688,4.3583,4.3376,4.3368,4.2783,4.2370"
5493,M,"1784,2858,1923,1732,1747,608,2997,2599,1704,3160","3.8116,3.7243,3.5594,3.5274,3.4492,3.4473,3.4356,3.4220,3.3718,3.3514"
5166,M,"1252,1617,593,912,908,750,858,527,1267,924","4.6975,4.5224,4.4010,4.3539,4.3268,4.2883,4.2671,4.2524,4.2390,4.2368"
2031,M,"2858,2997,2599,2395,2396,3481,223,908,3160,2762","4.2090,3.9231,3.8352,3.6864,3.6134,3.5271,3.4797,3.4039,3.3355,3.3294"
5699,M,"541,1214,1270,924,1210,260,1240,589,1097,1580","4.5278,4.5030,4.4550,4.4202,4.3136,4.2876,4.2684,4.2033,4.1407,4.1393"
1106,M,"2455,2657,1214,1215,1210,2011,610,260,2716,589","4.9004,4.6613,4.6476,4.6442,4.6364,4.6340,4.5845,4.5647,4.5249,4.5217"
1116,M,"1265,1394,2791,1270,1136,1288,1080,3072,2918,1641","5.0895,4.8943,4.8691,4.7824,4.7671,4.7352,4.7027,4.6784,4.6498,4.6314"
23,M,"541,1199,1214,589,1240,750,924,2916,610,1206","4.5429,4.3731,4.3707,4.2281,4.1767,4.0742,4.0642,4.0420,3.9968,3.9903"
