user_id,gender,topk_items
168,F,"2858,1210,110,2028,1196,608,527,260,593,318"
169,M,"1136,919,923,260,858,1198,318,2028,1196,1210"
170,M,"2858,260,1214,3578,1219,589,1196,2762,1387,1210"
171,F,"2858,2997,3481,527,608,2692,1041,3897,1617,3083"
172,M,"3435,1267,1252,2186,910,1248,913,904,930,1284"
173,M,"1248,3683,1252,1212,3730,1260,2726,3030,3435,908"
174,M,"480,260,1210,589,1374,2916,1201,3527,1222,1240"
175,F,"34,296,318,527,608,1265,265,2858,1259,593"
176,F,"2134,3591,2416,3087,2371,1135,3688,3388,2375,3525"
177,M,"260,1196,541,1210,1214,924,3702,3703,1233,750"
178,M,"2080,2565,1028,914,1022,899,2941,3061,2096,1029"
179,M,"3699,1376,3704,1374,2407,2105,2968,2311,2985,1375"
180,M,"2858,608,3481,2997,527,593,1041,3006,1617,3897"
181,M,"2000,1222,3552,3210,2918,1663,2416,3740,2410,2371"
182,M,"2858,1923,1265,356,2997,1060,3255,1784,318,2302"
183,F,"912,1252,858,913,908,1230,904,1196,1247,2987"
184,F,"595,2081,1022,2087,594,1029,914,48,1088,2080"
185,M,"2353,733,349,2006,480,2490,1608,165,2334,1722"
186,M,"2394,2987,2355,2716,3114,2761,2710,2706,2683,2762"
187,F,"36,1704,337,1271,300,1041,3252,3148,17,3100"
188,M,"1127,3578,2858,3623,2826,3005,3384,2490,3300,3753"
189,M,"3753,3623,3578,2706,2762,2858,3534,3798,110,3273"
190,M,"1258,1259,1219,2804,2791,1997,1261,1222,1214,260"
191,M,"216,2706,2694,785,88,180,63,2195,3617,344"
192,M,"733,1573,2353,380,10,2571,1676,165,6,349"
193,F,"912,1230,908,899,3435,926,1188,1296,928,898"
194,F,"2355,2572,1,3114,3450,588,1569,2724,1441,2706"
195,M,"3000,1584,741,2571,1653,2628,2959,1748,1676,1921"
196,F,"2858,608,593,2997,908,1617,3481,527,858,296"
197,M,"2858,527,608,593,2396,318,2028,110,296,356"
198,M,"260,1210,1,1291,1198,1270,1196,356,2628,1580"
199,M,"380,1479,3269,2006,316,1876,3259,292,377,3257"
200,F,"2683,2706,2355,1911,3175,2396,2724,3004,2858,2805"
201,F,"2671,1680,357,3408,2396,1183,2424,17,838,2858"
202,M,"2716,70,587,110,380,253,1407,1645,1918,2617"
203,F,"805,3252,3259,2432,62,508,1704,1271,3100,3270"
204,M,"480,110,590,2006,780,2028,356,1210,2628,1610"
205,M,"750,1248,541,2019,1252,1230,3030,1233,3703,1284"
206,M,"480,1210,260,2628,1127,589,2571,2716,1580,2858"
207,M,"3753,2858,3555,3578,3755,480,3534,3300,70,3793"
208,M,"1219,2716,1214,608,593,2858,1222,858,1258,111"
209,M,"2724,2688,2683,2805,2706,3005,3408,2881,1911,2581"
210,F,"1687,1792,494,1833,1479,2490,2353,2334,204,786"
211,M,"3918,891,3917,1327,3753,1986,1977,1973,3409,3534"
212,M,"21,356,2028,1265,457,608,1784,2000,3255,1641"
213,F,"356,2396,1265,1,2355,2858,34,1784,11,1270"
214,M,"3948,3481,3052,3301,3618,1923,3617,2395,2997,3752"
215,M,"480,2571,2628,1210,589,1580,1676,260,2916,1196"
216,M,"3507,3421,1294,1234,3671,952,2352,1125,2136,1079"
217,M,"2858,1210,3578,480,1196,260,2028,2762,110,1270"
218,M,"2840,3005,2688,2881,2805,2605,2724,2683,3408,2598"
219,F,"2858,2716,2396,2706,2762,2997,2683,3578,2355,3408"
220,M,"2858,2997,608,1617,593,527,2396,296,2762,2599"
221,F,"2881,2707,3176,3219,2763,1892,2490,3005,628,2688"
222,M,"260,480,2628,3793,589,1210,3578,2858,2571,110"
223,M,"587,2953,539,356,586,380,1888,500,3247,3255"
224,F,"2858,34,2396,1265,318,527,608,593,356,2997"
225,M,"1089,2997,2580,2908,2692,2858,2959,319,2329,50"
226,M,"1196,260,1198,1210,1214,1387,1222,1201,2944,2000"
227,M,"2858,3578,2762,3623,2959,2997,3175,2706,2683,2396"
228,M,"3578,2858,3793,3753,3555,3623,3300,3745,3534,3755"
229,M,"2959,3863,3793,1584,3408,3897,3745,3565,3300,2571"
230,M,"2858,608,527,593,1097,1193,265,1196,318,2396"
231,M,"2716,1214,260,1258,1210,1219,2288,1261,1222,1196"
232,M,"2997,3481,2858,1923,1265,2395,2599,223,1641,3052"
233,F,"899,914,595,912,919,1028,2080,1088,902,2081"
234,M,"318,527,608,593,296,1393,150,2028,590,1704"
235,M,"2300,750,1248,2064,2010,1199,1077,1211,2863,3521"
236,M,"1196,1210,260,2858,608,593,1198,2028,527,1097"
237,M,"356,1265,1,1923,3255,2424,1569,2302,1784,539"
238,F,"1185,1952,1096,3260,36,515,1041,1263,1678,3152"
239,M,"2858,2396,527,608,318,296,265,2997,1265,593"
240,M,"260,1214,1196,1210,480,2028,1233,3702,3703,589"
241,M,"541,1214,589,2916,1233,2571,750,3703,3702,480"
242,F,"1580,2571,480,2628,356,1,1270,3175,589,1517"
243,M,"1265,1307,2858,2997,1,356,34,2396,2918,1259"
244,M,"356,2396,1210,1265,1196,2858,480,1270,2028,110"
245,M,"1214,2716,2530,1278,2288,1374,2366,1334,260,1129"
246,F,"1,2918,2081,1265,588,1307,1441,356,34,1270"
247,M,"318,527,593,608,2858,2028,296,110,1225,2762"
248,M,"480,589,3753,110,260,3578,3527,3300,2490,2571"
249,F,"2858,2716,2396,356,2762,110,2028,2706,2997,1210"
250,M,"2858,3753,3578,480,110,3555,3534,2028,3755,3623"
251,M,"480,1210,110,1580,1196,589,1129,260,2028,356"
252,M,"2571,589,70,1573,480,3578,3793,6,3300,1580"
253,F,"2858,2908,3083,527,608,2997,1041,2357,265,318"
254,M,"1214,260,2455,2288,2657,2454,1240,2366,1215,541"
255,M,"1222,110,1210,2571,480,2916,780,2985,3527,2028"
256,M,"349,3256,3654,1610,2916,2353,1953,2951,2278,1608"
257,M,"2571,480,110,589,1580,2028,2628,2858,356,1573"
258,M,"356,2028,110,318,1393,2268,3147,527,457,377"
259,M,"608,2858,527,593,296,318,1617,2028,2997,1213"
260,M,"10,316,2353,733,1917,1676,2808,165,1918,442"
261,M,"1213,2268,318,296,1729,1089,6,1222,3418,47"
262,F,"329,1372,316,2393,1373,1356,2628,2105,1676,2046"
263,F,"1580,356,1270,1265,1210,480,2396,1196,1,2858"
264,M,"2406,3448,2470,2100,1101,2000,3638,2405,2407,2115"
265,F,"899,914,912,919,898,1028,2080,3061,900,1947"
266,M,"912,2858,1230,908,1196,919,608,1247,527,923"
267,M,"527,2028,608,318,1704,2858,17,34,593,2396"
268,F,"1888,587,2424,2724,539,3259,3257,2581,11,339"
269,M,"2858,2997,2762,2959,3578,608,3176,593,2710,2396"
270,M,"2858,913,858,912,260,1617,3578,2762,527,2396"
271,M,"1,588,260,2355,1136,2628,2081,1210,3114,1270"
272,M,"2706,2716,2490,1127,2605,2683,1222,2000,3527,785"
273,M,"480,2628,1580,2571,356,110,1676,260,648,1210"
274,M,"2858,2762,2959,2396,3578,2997,527,593,2716,318"
275,M,"1196,2716,1210,1307,1097,1270,1222,1674,2791,1259"
276,M,"2858,908,608,858,260,1259,1219,593,912,1196"
277,F,"356,2858,480,2396,1210,1,1265,2028,1196,1270"
278,M,"1986,3017,1983,1975,1970,891,1971,1327,1969,2514"
279,M,"3654,1233,3811,2921,969,1304,1250,2028,1287,2951"
280,M,"1077,1230,2300,1256,910,1292,1238,1234,1244,905"
281,F,"2858,2908,1041,608,2997,527,265,296,2357,318"
282,M,"2353,377,3256,1645,1370,1610,6,165,2278,110"
283,M,"2571,2628,1573,589,2762,2858,480,1580,3578,2959"
284,M,"260,2161,2716,1210,2140,1097,2105,2450,1215,1270"
285,F,"1228,3019,3683,111,1179,3362,1263,1041,1952,2076"
286,M,"2858,608,2028,527,356,110,2396,593,318,2762"
287,M,"2858,2396,527,2336,318,2908,265,1233,3176,2686"
288,F,"480,2028,1610,110,457,260,1210,1198,1196,2571"
289,F,"1214,608,2858,1617,858,541,1233,2028,589,1221"
290,F,"2858,2396,356,1265,11,357,1569,1680,2997,1721"
291,M,"899,914,2067,912,920,1183,1957,17,1247,1962"
292,M,"1196,480,1210,2571,260,589,3702,3703,1214,541"
293,M,"3499,1997,1407,36,1258,1673,253,318,1358,608"
294,F,"2997,1265,1641,2395,1060,1923,1188,342,2858,52"
295,M,"2710,3578,2858,3005,2762,2826,2490,3300,3623,1127"
296,M,"968,2160,1214,2454,2664,1219,2366,2901,2288,2657"
297,M,"2858,2997,1265,608,1,858,2396,527,593,260"
298,F,"2858,3751,3114,3578,480,3793,3534,3512,3753,260"
299,M,"2858,608,527,2997,912,858,1233,1041,1617,593"
300,M,"2000,1198,1196,858,1291,2406,1222,1201,1262,1287"
301,M,"1,2858,1265,356,223,2700,1923,2997,2706,34"
302,M,"784,485,344,216,2335,1391,1377,3208,1676,153"
303,M,"357,1265,2997,1641,52,994,265,2858,2289,2396"
304,M,"1069,2726,1248,2066,1152,3435,1212,2727,2940,599"
305,F,"1983,1971,1976,1970,1969,1986,1345,2514,1982,2867"
306,M,"3753,3578,3301,3623,3173,3555,3617,70,3177,3755"
307,M,"912,3435,904,1252,1212,923,928,899,908,3334"
308,M,"1136,296,1213,2174,858,1259,2804,608,1210,527"
309,M,"2571,480,2028,589,110,2628,1233,1210,2916,608"
310,F,"48,595,364,2125,1688,588,1566,2355,2081,2394"
311,M,"480,2628,1210,2571,2028,110,260,2858,1196,589"
312,F,"912,527,318,2858,608,1193,17,265,1296,1233"
313,F,"2858,608,593,527,318,296,2028,1617,110,260"
314,F,"899,912,919,914,1247,923,904,900,928,1084"
315,F,"912,908,260,858,1617,1196,2858,2028,969,608"
316,M,"1301,2288,1374,1372,1356,2393,1127,1214,329,1376"
317,M,"1196,1270,1210,260,912,1097,1136,1198,858,2791"
318,F,"2396,2858,2762,2987,2716,1959,2997,3176,3408,1196"
319,F,"3176,1393,1784,608,25,2268,105,1271,1704,350"
320,M,"2858,110,2028,480,260,1210,2396,3578,3753,1196"
321,M,"3081,2710,1407,2617,1717,2571,2167,70,3300,2959"
322,M,"912,2028,1304,2396,1196,2858,969,1210,527,858"
323,M,"2858,2396,2997,2762,1617,2599,2028,608,527,3176"
324,M,"595,364,2628,2762,3114,2355,48,588,1210,356"
325,F,"2424,1593,2724,1888,3248,1457,2581,2671,1777,1569"
326,M,"1307,912,1196,1674,2791,1270,2352,1097,2100,1079"
327,M,"2731,3307,2920,3134,3742,1212,3030,1423,3435,3089"
328,M,"2353,733,1370,1573,349,2916,165,2490,1676,480"
329,M,"3175,2683,1270,1513,2011,2012,1569,1580,2369,587"
330,M,"3753,3578,3751,2858,3755,3897,3408,912,3555,908"
331,M,"225,628,1466,25,22,3176,1680,6,1061,454"
332,M,"527,2858,318,608,2396,593,17,2028,1183,296"
333,M,"899,898,3088,3061,1028,905,2863,918,945,3548"
334,F,"912,920,2396,902,916,1183,969,17,899,914"
335,M,"1374,1275,3703,1201,1129,1240,1291,2948,1198,3527"
336,M,"2393,1372,3300,172,329,1356,316,3793,2549,1676"
337,M,"1690,172,1590,316,1779,1527,2393,2571,1573,1676"
338,M,"356,380,1101,377,480,648,736,1210,587,2006"
339,M,"515,3260,1183,265,58,36,1185,318,1096,17"
340,F,"899,919,2080,594,1028,1136,914,3061,1278,912"
341,F,"2858,260,589,3578,480,2571,1748,2628,608,1617"
342,M,"1580,1210,2628,356,480,1270,1676,2571,1,260"
343,F,"1580,480,2657,3175,1270,2628,1372,1544,260,1097"
344,M,"1127,1210,480,1196,260,1198,3654,2490,3703,1374"
345,M,"1041,535,994,3019,1594,2289,1213,1228,1354,1719"
346,F,"539,1307,497,2081,1569,3255,357,339,1441,11"
347,F,"912,1183,17,265,2396,357,1307,1265,1296,527"
348,M,"969,3062,1287,3654,3494,3035,3061,2941,1304,3873"
349,M,"3578,3623,2706,2959,2353,110,6,70,1222,733"
350,M,"480,2571,2858,589,1580,2628,110,2028,608,1"
351,M,"2028,1210,1198,110,260,480,1196,457,2571,1"
352,M,"1476,2959,3107,1213,2985,6,1729,2580,1222,292"
353,F,"2858,608,593,296,1617,527,318,2028,2762,1213"
354,M,"2840,2710,3005,2858,2719,3578,2762,2688,2683,3623"
355,M,"2706,2571,2700,3793,2628,588,70,2959,1580,2355"
356,M,"891,2995,1986,253,2710,2719,366,1977,3918,1407"
357,M,"1,595,364,2700,2628,588,1215,2355,2959,260"
358,F,"912,527,2858,2396,608,1230,1233,265,858,969"
359,M,"1127,3175,260,2628,1210,480,2105,1372,3703,1374"
360,M,"260,1210,1196,1097,2987,1374,2105,1198,2628,924"
361,F,"2858,3753,3897,3408,3755,3578,3534,3512,3565,527"
362,M,"2858,3578,480,589,2028,1617,3753,110,608,3481"
363,M,"3753,3555,3897,3534,3948,3755,3510,3481,2858,3578"
364,F,"2858,3176,2396,2997,2762,3408,2690,2599,2433,2336"
365,F,"2424,1888,539,2724,339,2671,587,11,1894,7"
366,M,"969,1304,1196,912,260,1210,3654,1262,1287,2067"
367,M,"912,1230,898,265,1247,1307,2396,1296,1172,2243"
368,M,"733,2353,2571,3147,1573,292,6,3753,480,377"
369,M,"2302,3255,500,2918,141,1517,1569,1265,2124,356"
370,M,"2858,3578,2762,3623,2710,2706,2490,3081,2959,2699"
371,M,"2997,2858,1265,2396,2599,2395,1188,223,1641,2289"
372,F,"2617,2571,480,2628,1580,2699,2167,1544,1876,1917"
373,F,"260,1210,1196,1198,2628,1097,2716,356,2571,1"
374,F,"1210,1196,260,858,1198,2028,1222,1214,1240,589"
375,M,"2858,608,318,593,527,1673,1213,296,2908,1193"
376,M,"2858,3408,3176,2762,2908,2396,3534,2997,3578,2683"
377,M,"858,1196,260,1210,608,1198,1222,1214,1617,1221"
378,F,"2858,2997,2396,527,318,34,608,593,2762,1"
379,F,"914,899,932,920,916,2396,912,898,1947,915"
380,M,"2997,223,2706,2858,2395,2599,2716,2683,2700,2396"
381,M,"1214,260,541,924,589,2628,1301,3703,3702,750"
382,F,"2396,2858,1265,1307,357,356,265,17,1569,1393"
383,F,"2858,2762,2396,480,110,2716,2028,3578,1210,260"
384,M,"3494,3654,1287,3062,969,1304,3035,2948,940,2944"
385,M,"480,2028,110,2571,3578,589,1210,2858,2628,1198"
386,M,"1060,441,1923,223,180,3481,663,2395,2997,3052"
387,F,"260,1210,1196,1270,912,1265,34,1097,1,1197"
388,F,"1674,2352,3448,1307,1079,2100,1222,2243,3361,2918"
389,M,"3408,527,2858,2028,3179,3185,3534,3753,318,3897"
390,M,"1969,1986,1970,3917,1976,2160,1972,1261,2459,1350"
391,M,"3062,3467,3654,3634,3643,3334,1069,1953,1284,3366"
392,M,"2918,1136,2174,1923,231,1517,3868,1,1265,356"
393,M,"1230,1244,1252,3683,2997,608,2973,2858,2289,111"
394,M,"480,2571,589,1580,2353,1573,2490,70,1676,648"
395,M,"2858,356,2997,1265,2396,2028,2762,110,480,1"
396,M,"1265,357,1641,52,39,3255,1188,34,1307,1784"
397,M,"1196,1210,1270,260,1198,356,2716,2858,2028,858"
398,M,"2997,2858,1089,2599,2692,223,6,50,589,608"
399,F,"2683,2706,2355,2694,2770,3623,2724,3004,2858,2572"
400,F,"2858,1210,1196,2716,593,608,1270,260,110,2997"
401,M,"110,356,2858,2706,1923,457,70,2028,1,2571"
402,M,"2395,2683,2997,2858,223,2706,1923,2770,785,2599"
403,M,"3753,356,110,3623,2028,1,3578,2762,648,480"
404,M,"2858,527,608,318,593,2028,296,2396,2997,2762"
405,M,"1307,539,357,2396,2671,11,838,2424,356,1265"
406,M,"356,608,318,2000,593,2028,1222,527,110,1196"
407,M,"260,608,593,1196,527,1210,296,2858,110,318"
408,M,"1248,1148,750,2019,3030,2997,2300,3265,3435,246"
409,M,"1213,1089,608,296,2858,593,1222,6,318,1259"
410,F,"3255,1923,2918,500,1517,2302,1441,1569,1265,2321"
411,F,"2369,1959,2469,1307,3072,1081,915,1296,1088,3244"
412,M,"1307,357,2396,1674,1183,2406,265,11,356,3448"
413,M,"318,527,34,150,593,1704,17,1225,296,608"
414,M,"912,260,919,1210,2028,1196,527,1617,480,593"
415,F,"1077,1270,1230,1307,750,1196,2791,1136,2396,1394"
416,M,"2858,2762,2997,2396,3578,3176,3408,2959,2599,2706"
417,F,"260,2628,595,1,1210,588,2987,3114,1097,1196"
418,F,"1210,480,2028,1196,1198,260,110,457,356,2571"
419,M,"260,2355,356,919,3114,1,2724,1198,1210,912"
420,M,"2858,2997,1230,1136,260,1270,2396,1196,912,1197"
421,F,"480,110,2571,589,2028,2628,1210,1580,457,648"
422,M,"260,480,1214,1127,589,2628,3703,3702,1372,2571"
423,M,"2706,2683,2858,3578,2355,2762,2724,3408,3623,2840"
424,M,"1258,1994,1219,1982,1345,1350,2867,3527,1997,2003"
425,M,"2918,1307,3361,3210,1079,3448,356,1968,1265,2716"
