user_id,gender,topk_items,topk_scores
3971,F,"3255,356,1271,1784,587,1747,1393,1777,1265,597","4.1082,4.0970,4.0037,3.9816,3.9313,3.9218,3.9158,3.9146,3.8919,3.8737"
2111,M,"1172,1230,1292,1235,3504,921,898,1244,3067,2065","1.8601,1.7803,1.7735,1.7454,1.7289,1.7206,1.7156,1.7118,1.6961,1.6826"
3171,F,"1244,1252,1952,1267,3134,1212,3730,3435,1084,3683","5.0762,5.0426,4.9266,4.9060,4.9057,4.8078,4.7791,4.7284,4.6771,4.6719"
5329,F,"608,2739,1186,593,2369,3101,2858,1956,1258,1307","3.3598,3.2390,3.1992,3.1854,3.1167,3.1140,3.0847,3.0526,3.0363,3.0294"
5860,F,"1270,3361,1097,2915,1307,2100,2174,1968,2918,3526","4.1675,4.0850,4.0773,4.0630,4.0552,4.0545,4.0413,4.0268,4.0265,4.0241"
5451,F,"260,1617,1198,1196,924,1214,541,2858,750,1210","4.1207,4.0324,3.9194,3.9188,3.8968,3.8636,3.8618,3.8336,3.8264,3.7522"
5379,M,"2858,2762,2716,2997,2028,1198,589,1210,1270,480","3.5385,3.3762,3.2072,3.1625,3.1352,3.0998,3.0927,3.0752,3.0284,3.0194"
5511,M,"1953,969,2944,1304,2406,1610,2000,1674,3763,1214","2.8904,2.8203,2.7242,2.7131,2.6778,2.6560,2.6268,2.6047,2.5842,2.5578"
5185,F,"1367,1021,2015,2470,2085,3552,2407,317,1025,2431","2.4395,2.1674,2.1296,2.0823,2.0721,2.0267,1.9798,1.8816,1.8719,1.8611"
3402,M,"1252,1212,1230,3435,1244,3134,1256,1267,1952,930","4.7839,4.5901,4.5075,4.4638,4.4484,4.3970,4.3697,4.3164,4.3081,4.3035"
3707,F,"47,2959,2353,6,733,16,1645,2490,288,474","3.8101,3.7982,3.7551,3.7376,3.6835,3.6418,3.6408,3.6314,3.6023,3.5819"
2820,F,"1252,1222,111,1089,1219,2160,1994,2118,1263,3476","3.5197,3.0797,2.9697,2.9511,2.8937,2.8863,2.8783,2.8701,2.8565,2.8478"
242,F,"1580,480,2571,2858,589,2028,110,2997,2628,3175","4.1286,4.0763,3.9575,3.8434,3.7899,3.7686,3.7151,3.6979,3.6958,3.6722"
3009,F,"1580,356,1210,480,2858,2571,648,2028,589,2628","4.7869,4.6007,4.5483,4.5478,4.4329,4.3990,4.3228,4.3219,4.3195,4.3120"
3049,F,"1296,916,898,265,914,912,899,17,2396,920","5.1223,5.0960,5.0512,4.9530,4.9144,4.8897,4.7939,4.7074,4.6960,4.6914"
3292,F,"969,2067,3451,898,3545,1944,953,2398,3244,3363","3.5838,3.4518,3.0770,2.9691,2.9430,2.9328,2.8869,2.8526,2.8508,2.8440"
5787,M,"260,924,1196,1210,750,1214,1198,1270,541,1097","3.8683,3.8392,3.8390,3.8389,3.8135,3.7413,3.6890,3.6756,3.6683,3.6505"
3067,F,"1620,22,1393,1271,3176,628,25,1729,225,454","2.8115,2.7634,2.7606,2.7138,2.6661,2.6258,2.5843,2.5536,2.5507,2.5282"
3807,F,"1974,1982,2613,2459,2328,1644,3527,1983,1347,2901","4.1816,4.0451,3.9363,3.9258,3.9235,3.9201,3.9135,3.8947,3.8879,3.8730"
355,M,"1580,2571,589,480,780,1917,2628,2916,2858,356","4.3936,4.3276,4.2152,4.1821,4.1283,4.0460,4.0172,3.9723,3.9681,3.9597"
4831,F,"2858,527,912,1617,2396,608,1247,1230,318,919","6.0593,5.8958,5.7959,5.6660,5.5818,5.5712,5.5138,5.5067,5.4666,5.4651"
2997,F,"2858,2396,1617,608,527,2997,318,593,1094,2291","4.3307,4.0986,4.0437,3.9624,3.9167,3.8993,3.8351,3.8192,3.7769,3.7715"
5182,F,"2470,2942,1088,539,2100,2716,11,597,3255,587","2.6905,2.5956,2.5540,2.5445,2.5219,2.5131,2.5118,2.4937,2.4932,2.4878"
2753,F,"898,955,1230,916,911,969,951,899,3037,905","4.6586,4.1874,4.0496,4.0047,3.9911,3.9801,3.9274,3.9050,3.9046,3.8894"
4888,F,"969,3545,3334,1256,930,1212,3435,1284,950,912","5.1112,5.0349,5.0314,4.9322,4.8120,4.8114,4.8055,4.7487,4.7337,4.6585"
4992,F,"2858,260,1210,1196,1270,1198,608,1097,593,2762","5.7413,5.3547,5.3257,5.3128,5.2981,5.2902,5.2431,5.2121,5.1744,5.0768"
5361,F,"1367,2081,1022,595,2080,1029,1688,1028,588,2078","4.5974,4.3358,4.2726,4.2530,4.2438,4.2336,4.2059,4.0559,4.0482,4.0135"
5129,M,"260,1270,1097,1196,1210,1214,1198,1580,480,1240","4.5618,4.3668,4.2697,4.2564,4.2327,4.1978,4.0148,3.9830,3.9693,3.9510"
2351,F,"2858,527,593,296,608,1617,318,2997,1213,2762","4.9823,4.7716,4.6520,4.6226,4.6212,4.5639,4.5346,4.4666,4.3100,4.2256"
2926,F,"2724,1777,2485,2581,356,2424,1895,339,1784,2671","4.1995,4.1956,4.1404,4.0788,4.0673,4.0651,4.0598,4.0281,4.0178,4.0170"
5986,F,"1296,1247,1207,912,1230,1172,898,1244,515,926","5.1736,4.8921,4.8574,4.8481,4.8121,4.7694,4.7613,4.7560,4.6645,4.6622"
4489,M,"2571,589,480,1580,2916,2628,3175,260,3793,1676","3.7430,3.7337,3.6234,3.5950,3.5070,3.4475,3.3339,3.3151,3.2897,3.2734"
690,M,"1270,1198,2716,1097,1196,260,1197,1210,2174,2797","4.5225,4.3924,4.3885,4.2921,4.2885,4.2013,4.2011,4.1521,4.1258,4.0383"
5458,F,"2858,2997,608,296,3481,1617,2395,2959,593,2599","3.9756,3.9629,3.7397,3.7228,3.7190,3.7014,3.5626,3.5569,3.5409,3.5283"
945,M,"356,1210,1198,2858,2028,1265,2396,1196,110,593","4.6154,4.4551,4.4499,4.4003,4.3998,4.3615,4.3478,4.2576,4.2496,4.2409"
2529,F,"2080,1097,2470,2054,2081,2100,2078,2161,2115,2406","3.4740,3.4596,3.4258,3.3749,3.3686,3.3510,3.3253,3.2972,3.2434,3.2425"
1631,F,"1367,1081,588,2424,597,1028,34,539,1947,1569","3.3896,3.3291,3.2201,3.1915,3.1795,3.1673,3.1442,3.1435,3.1421,3.1119"
1560,F,"2762,2701,1127,2881,2683,2858,2013,3623,3175,2355","4.6658,4.3196,4.1988,4.1769,4.1613,4.1301,4.1132,4.1080,4.1067,4.0151"
663,F,"2167,2617,2916,3697,1917,1370,1320,173,316,70","4.8767,4.8560,4.8119,4.7307,4.7123,4.6745,4.6671,4.6342,4.6235,4.6197"
4596,F,"2174,592,1994,3448,1036,1097,1198,1240,1258,2746","2.8389,2.8326,2.8291,2.8004,2.7919,2.7462,2.7456,2.7319,2.7056,2.7018"
3096,F,"1032,1210,1019,1580,260,2080,1022,1375,594,1376","4.3078,4.1794,4.0791,4.0752,4.0533,4.0327,4.0042,4.0019,3.9845,3.9794"
2041,F,"356,914,920,2858,2081,357,919,595,1393,2080","3.6700,3.6233,3.5828,3.5603,3.5109,3.4797,3.4764,3.4422,3.4287,3.4280"
4206,F,"260,1210,1198,1196,1097,1270,480,1580,912,3114","4.7480,4.6081,4.5769,4.4971,4.4489,4.3313,4.2970,4.2753,4.2620,4.2483"
3055,F,"1407,2916,589,253,2617,1240,1320,1645,2571,1994","4.1793,4.1582,3.9742,3.9629,3.7818,3.7646,3.7491,3.7425,3.7082,3.6789"
3308,F,"153,2717,2335,2004,542,1377,333,3033,466,367","3.5627,3.5131,3.4798,3.3556,3.3520,3.2955,3.2153,3.1840,3.1579,3.1467"
517,F,"838,339,597,539,2081,1569,11,1784,357,708","3.3512,3.3461,3.3376,3.2866,3.2744,3.2707,3.1091,3.0944,3.0899,3.0686"
2651,M,"1214,589,2916,1210,480,260,1240,1127,1198,1200","5.0521,5.0010,4.9662,4.8630,4.7985,4.7684,4.7374,4.6843,4.6809,4.6350"
4750,F,"2081,2080,595,1029,1022,2078,594,588,1028,3396","4.5313,4.3181,4.2619,4.1864,4.1372,4.0818,3.9868,3.9838,3.9652,3.8059"
5452,M,"2997,2858,2396,296,1617,1265,608,2395,527,593","4.0666,4.0254,3.9622,3.9552,3.9061,3.8568,3.8560,3.8414,3.8270,3.8207"
2307,M,"2858,593,608,2997,527,1617,296,2028,318,110","5.9707,5.4065,5.3819,5.3467,5.2858,5.2059,5.1656,5.1247,5.0502,5.0456"
4889,M,"589,1196,260,1198,110,1210,480,2916,2858,2028","5.6207,5.5877,5.5841,5.5830,5.4777,5.4730,5.4692,5.4600,5.3890,5.3628"
493,M,"2858,1617,527,1041,318,1213,2997,593,296,2908","3.2484,3.1143,3.0659,3.0529,2.9820,2.9037,2.8985,2.8982,2.8924,2.8724"
5539,F,"2858,1230,912,2997,923,2396,1247,1617,919,527","4.5981,4.4059,4.2813,4.2586,4.2263,4.2101,4.0980,4.0822,4.0671,3.9635"
2242,M,"1580,480,2571,260,2628,1,1097,1210,588,595","4.0977,4.0126,3.9153,3.8349,3.8209,3.8129,3.8123,3.8079,3.7898,3.7894"
4563,F,"2858,593,527,608,356,2762,1198,318,2028,110","6.1951,5.7816,5.6823,5.6530,5.5267,5.4819,5.4737,5.4621,5.4467,5.4383"
268,F,"1888,587,2424,339,1777,2581,539,2724,2558,2671","4.9826,4.8373,4.7697,4.7659,4.7222,4.6972,4.6695,4.6680,4.6412,4.6341"
2353,F,"2858,527,3176,318,2762,1959,593,1617,2396,920","4.7339,4.4309,4.3942,4.3496,4.3384,4.3092,4.2417,4.2227,4.2089,4.0997"
4086,F,"1688,588,1566,48,595,1367,783,107,2089,2081","5.6818,5.6102,5.4465,5.3779,5.2208,5.0684,5.0537,4.9681,4.8648,4.8250"
2860,M,"1252,111,1617,1219,858,608,1208,1213,1193,3683","3.2998,3.0061,2.8078,2.8055,2.7882,2.7542,2.7503,2.7285,2.7082,2.7057"
3713,F,"597,11,539,440,3255,357,1777,1569,356,1968","4.3339,4.1964,4.1880,4.1465,4.1328,4.1034,4.0937,4.0803,4.0655,4.0542"
5788,M,"2717,2004,2735,1991,2378,88,2134,1091,2513,1342","3.7688,3.6752,3.3176,3.2653,3.2621,3.2517,3.2215,3.2081,3.1884,3.1678"
202,M,"356,367,1580,2617,153,588,589,1517,2683,1377","3.2205,3.1158,3.1045,3.0921,3.0276,3.0165,3.0081,2.9947,2.9894,2.9798"
1058,M,"589,260,2858,2628,1127,2571,480,2762,1214,1196","4.7696,4.6136,4.5780,4.5632,4.5436,4.5323,4.5288,4.4950,4.4709,4.4222"
2021,M,"2167,2916,3697,2617,1320,3527,70,1370,1917,196","5.5563,5.2625,5.2520,5.1701,5.1230,5.0698,5.0405,5.0078,4.9807,4.9374"
5615,M,"2858,2396,2762,356,1265,593,2028,527,34,1","3.3674,3.2233,3.1491,3.1271,3.1161,3.0949,3.0812,3.0796,3.0259,3.0178"
474,M,"2959,2997,2395,3052,2580,223,1732,1923,2858,3081","2.7778,2.7398,2.7177,2.6763,2.6740,2.6716,2.6623,2.5876,2.5723,2.5624"
5916,M,"2664,1219,2454,1252,1214,1204,1212,2288,1253,2366","3.3621,3.1280,3.1084,3.0394,3.0251,2.9868,2.9587,2.9385,2.8516,2.8323"
2624,F,"1097,924,1196,969,1210,260,1214,1270,912,1197","4.2066,4.1846,4.1669,4.0473,3.9713,3.9667,3.9009,3.8958,3.8838,3.7995"
754,M,"2858,2762,3578,2028,2997,527,3176,318,3753,3623","5.5452,5.2094,4.6908,4.6318,4.6251,4.6193,4.5952,4.5865,4.5302,4.5266"
1467,M,"2858,2997,2762,3408,2028,593,2683,2396,3578,527","5.9653,5.3773,5.2977,5.0032,4.9304,4.9298,4.8989,4.8961,4.8958,4.8806"
858,M,"1214,541,260,924,1196,1387,2657,1240,1270,1097","4.1119,3.8901,3.8786,3.8700,3.7894,3.7045,3.6806,3.6761,3.6756,3.6412"
3159,F,"2858,2997,2762,2599,2396,608,2395,3408,527,593","5.6600,5.1020,4.8945,4.8156,4.7844,4.7791,4.7165,4.6984,4.6707,4.6256"
2446,M,"2858,2997,589,593,608,110,296,2028,1198,1580","4.6549,4.4002,4.3571,4.3080,4.2512,4.1986,4.1673,4.1587,4.1442,4.0942"
1255,M,"2858,2908,2997,3176,1617,2396,2599,2333,527,1704","4.3025,4.1835,3.9148,3.9133,3.7397,3.7339,3.7289,3.6854,3.6835,3.6106"
3384,M,"1387,1270,1214,1198,2716,1196,260,1210,1097,2000","3.0968,3.0415,3.0390,2.8907,2.8718,2.8676,2.8524,2.8203,2.7989,2.7799"
262,F,"329,1375,1376,2105,1373,2393,1372,1371,1215,610","5.6791,5.6279,5.6118,5.5792,5.5363,5.5110,5.5046,5.4166,5.3452,5.2519"
692,F,"2916,589,47,1617,474,608,6,296,3256,1573","3.6862,3.6671,3.6048,3.5325,3.5161,3.4871,3.4849,3.4754,3.4704,3.4631"
539,M,"1580,1210,260,480,589,2571,1196,1198,1270,1240","5.0408,4.9541,4.8596,4.7987,4.7217,4.6963,4.6354,4.6056,4.5177,4.4862"
5104,M,"2858,1617,1198,1196,1210,608,260,527,593,2762","4.3814,4.1776,4.0822,4.0249,4.0068,3.9903,3.9549,3.9458,3.8884,3.8577"
5524,F,"899,594,914,1022,2096,1028,2080,2565,1032,1029","4.0617,4.0461,4.0117,3.8665,3.8353,3.7699,3.7572,3.7070,3.7037,3.7030"
2203,M,"2406,1375,1376,1374,329,2105,2640,1580,2094,1372","3.5603,3.5438,3.4657,3.2854,3.2797,3.2743,3.2627,3.2362,3.2180,3.2010"
1124,M,"1240,2000,1214,2716,1270,1198,1210,260,2174,3527","3.1282,3.0996,3.0522,3.0331,3.0212,2.9663,2.9426,2.9212,2.9073,2.8914"
5061,F,"588,2081,595,1,2355,2080,1566,356,1265,364","5.1871,4.9340,4.8411,4.7643,4.4300,4.4267,4.3633,4.3552,4.2971,4.2481"
1125,F,"3623,380,3081,377,2762,2353,1608,780,356,648","3.4201,3.2518,3.2155,3.2064,3.1791,3.1507,3.1318,3.1148,3.1102,3.0961"
2073,F,"919,899,1207,527,2987,2858,912,1029,34,2396","3.2841,3.2792,3.2122,3.2092,3.1714,3.1685,3.1658,3.1452,3.1257,3.0899"
4476,M,"750,1253,1212,924,541,1252,1284,1204,1267,1214","4.3493,4.2776,4.2200,4.1910,4.1810,4.1378,4.1290,4.1132,4.0112,3.9983"
5964,M,"296,589,2571,223,2858,2997,2395,2959,593,1517","3.0790,3.0710,3.0698,3.0624,3.0390,3.0320,3.0233,3.0151,2.9508,2.9432"
2681,F,"708,597,1777,2081,500,1569,141,588,1441,2134","4.3557,4.3447,4.2924,4.2612,4.2469,4.2453,4.2111,4.0778,4.0440,4.0049"
2665,M,"1214,1270,1375,1240,2529,1374,260,541,2746,3033","2.8857,2.7878,2.7713,2.6765,2.6702,2.6619,2.6527,2.6450,2.6280,2.6192"
1912,M,"1252,1219,1617,908,1214,904,1221,969,924,1387","2.9626,2.7059,2.6297,2.6239,2.5217,2.4445,2.3760,2.3719,2.3635,2.3524"
2106,F,"586,588,595,1777,339,1895,1485,2496,2385,7","3.0865,3.0134,2.8906,2.8871,2.8870,2.8728,2.8612,2.8374,2.8215,2.8076"
1764,M,"2004,2617,1918,153,2717,1431,466,546,673,2002","4.2280,4.0797,4.0691,4.0519,4.0135,3.9696,3.9572,3.9452,3.9160,3.8286"
3560,F,"2858,356,527,593,1265,1,2396,296,1198,608","4.6796,4.4571,4.4092,4.3785,4.3539,4.2924,4.2819,4.2688,4.2466,4.2448"
788,M,"1580,329,480,2628,1376,1210,316,589,2571,2916","4.4702,4.4594,4.3026,4.2729,4.2692,4.2559,4.2528,4.2507,4.2301,4.2268"
854,F,"1393,587,377,380,22,2424,11,1892,25,597","4.2346,3.9816,3.9026,3.8799,3.8586,3.8557,3.8503,3.8184,3.8108,3.7982"
1489,F,"2858,3408,2997,2762,260,3114,3578,2987,3751,3793","3.6262,3.2466,3.1810,3.1680,3.1556,3.1483,3.0950,3.0610,3.0528,3.0107"
178,M,"969,2080,1028,2087,1022,594,596,1029,2078,1294","3.6119,3.5736,3.5545,3.4992,3.4669,3.4507,3.3734,3.3648,3.3579,3.3349"
1758,F,"778,562,296,2289,608,535,1213,3246,1089,1729","3.5255,3.4715,3.4487,3.4143,3.3978,3.3793,3.3592,3.3108,3.3051,3.3035"
5480,F,"539,597,356,1569,2424,339,2671,587,357,7","5.7763,5.7402,5.7306,5.5667,5.5621,5.5243,5.4989,5.4256,5.3718,5.3569"
5605,F,"588,2081,1029,1282,594,1022,595,2096,2080,1035","3.2775,3.2584,3.1465,3.0541,3.0317,3.0141,3.0044,2.9716,2.9555,2.9142"
4470,M,"2716,2470,1270,2000,2406,1097,1580,2407,2011,1198","4.2996,4.2332,4.2064,4.1860,4.1196,4.0915,4.0736,4.0551,4.0133,4.0132"
1503,M,"1198,1214,1196,260,1210,924,589,541,1270,1097","4.2210,4.1952,4.1692,4.1240,3.9850,3.9455,3.8804,3.8658,3.8630,3.8326"
556,F,"2080,1028,1022,594,2087,2096,2081,2078,1029,1032","5.8584,5.7115,5.6970,5.6730,5.6368,5.5185,5.4875,5.4847,5.4740,5.4661"
3218,M,"1252,3811,908,1204,1230,3735,1267,969,1953,1250","3.2019,3.1722,2.9653,2.8738,2.8404,2.8309,2.8145,2.8076,2.8016,2.7848"
5545,F,"912,1097,904,1196,924,1230,750,2396,1197,919","3.4035,3.2973,3.2191,3.2104,3.1906,3.1892,3.1825,3.1754,3.1207,3.0860"
4823,M,"527,2858,593,608,296,2395,318,2997,2959,1198","3.3052,3.2895,3.2773,3.2185,3.1645,3.1204,3.0950,3.0712,2.9973,2.9741"
2966,F,"356,2858,1265,2396,1,39,1580,2997,34,357","5.5143,5.4830,5.4517,5.4330,5.2663,5.1897,5.1170,5.0740,5.0262,4.9615"
1015,M,"1617,608,111,1094,247,541,296,50,1213,1193","2.5330,2.4388,2.4329,2.3623,2.2932,2.2895,2.2225,2.1748,2.1713,2.1605"
4539,M,"2858,912,1198,1196,260,1097,1270,1230,1193,858","3.6258,3.5680,3.5447,3.5410,3.5150,3.4873,3.4688,3.4338,3.3827,3.3712"
4048,F,"1367,2080,1022,1702,2089,1021,1029,1688,1025,596","4.2668,3.9649,3.8383,3.8121,3.7830,3.7528,3.7313,3.7091,3.6959,3.5619"
2334,F,"914,932,920,916,898,899,1947,915,2067,969","4.2723,4.1388,4.0944,4.0267,4.0171,4.0157,3.9654,3.9048,3.8251,3.8226"
5682,M,"2353,733,1552,3409,2490,165,1752,1918,1370,3826","3.6729,3.5788,3.4866,3.4766,3.4707,3.4308,3.3908,3.3714,3.3466,3.3342"
3985,M,"1041,501,1594,308,3129,2357,2171,1719,3083,2442","3.4203,3.2761,3.2758,3.2470,3.2186,3.1915,3.1903,3.1606,3.1490,3.1423"
123,M,"457,474,1610,3101,1597,593,1674,2194,2916,858","2.7204,2.6916,2.6833,2.6748,2.6674,2.6490,2.6125,2.6107,2.6079,2.6054"
5822,F,"1214,1219,2664,2366,1387,1350,968,1345,2160,1997","4.0501,4.0374,3.9994,3.9946,3.9303,3.9154,3.8802,3.8778,3.8331,3.7712"
5601,M,"1617,2858,608,593,296,1213,527,2997,318,589","4.9113,4.8484,4.7794,4.6795,4.6365,4.6218,4.5183,4.4324,4.3917,4.3609"
1897,F,"58,1230,2908,1172,1244,2858,2966,1296,1041,3504","3.8301,3.7581,3.7199,3.6846,3.6841,3.6557,3.6388,3.5545,3.5356,3.5007"
1100,M,"3398,588,2081,3396,1517,3253,2078,2918,3608,2080","3.3185,3.2646,3.2342,3.2031,3.1054,3.0706,3.0622,3.0471,3.0095,2.9835"
5248,F,"3072,1307,2396,898,357,1270,1947,916,920,597","4.4345,4.4335,4.3552,4.3131,4.2519,4.1597,4.1305,4.0631,4.0544,4.0542"
5009,F,"260,1196,1270,1210,1097,1198,924,1214,912,969","5.1985,5.1351,5.1036,5.0510,5.0429,5.0414,4.9211,4.8428,4.8019,4.7809"
721,F,"1597,2881,377,1892,1608,736,2688,2763,3176,3257","3.8235,3.3596,3.3459,3.3414,3.2638,3.2543,3.2124,3.1872,3.1790,3.1781"
553,M,"838,497,1777,339,357,1784,39,1188,1569,597","3.2792,3.1236,3.1181,3.0922,3.0376,3.0299,3.0159,3.0049,2.9898,2.9460"
795,F,"2171,838,1188,1784,357,2908,2858,39,58,25","4.4069,4.2981,4.2727,4.2021,4.1977,4.1806,4.1599,4.1511,4.0913,4.0741"
2634,M,"2858,527,1041,1617,1213,608,2997,1230,296,318","4.7599,4.5754,4.5535,4.5153,4.4661,4.3677,4.2794,4.2691,4.2030,4.2001"
107,M,"1212,1252,1204,1953,1267,1284,969,3435,1254,1250","4.8254,4.7879,4.6413,4.4380,4.4103,4.3430,4.3366,4.3095,4.2713,4.1767"
5441,M,"260,1198,1270,1196,1097,1214,1210,589,480,1240","4.8988,4.7701,4.7682,4.7551,4.7046,4.6320,4.6118,4.5524,4.4646,4.4335"
4250,F,"1597,1370,3841,3256,3257,1918,349,1801,736,494","3.9877,3.8923,3.8830,3.8659,3.8357,3.7880,3.7746,3.6957,3.6723,3.6690"
4204,M,"1214,1198,2858,1196,260,858,1210,1270,608,1387","5.8600,5.7845,5.7097,5.6719,5.6445,5.6155,5.5027,5.4640,5.4586,5.4534"
3741,M,"480,1580,589,2858,2571,1210,2628,110,1196,260","4.9999,4.9884,4.8966,4.8070,4.8070,4.7882,4.7769,4.6919,4.6231,4.5941"
1928,M,"648,1580,2762,2028,480,377,733,110,2571,356","4.4148,4.3772,4.3217,4.3196,4.2950,4.2948,4.2868,4.2690,4.2615,4.2496"
2244,M,"3753,3555,2858,3578,3793,3751,3755,260,527,2028","3.3613,3.3436,3.2377,3.1819,3.1690,3.0505,3.0280,3.0041,2.9272,2.9079"
4089,M,"2716,356,2683,2858,2028,1198,2000,1270,2762,1968","3.1235,3.0521,2.9649,2.9255,2.8877,2.8832,2.8421,2.8369,2.8340,2.7855"
3051,M,"1580,589,480,2571,356,733,2028,1917,648,2628","4.4691,4.3281,4.2905,4.2582,4.2327,4.1323,4.1194,4.0994,4.0807,4.0671"
3319,F,"3735,3068,1953,2919,3167,2130,3811,3201,3152,3200","5.1997,5.1367,5.1293,5.1151,5.1124,5.1067,5.0516,5.0081,4.9906,4.9365"
4058,M,"1198,589,1210,1196,1580,2916,1270,260,1097,1240","4.1233,4.0949,4.0659,4.0232,3.9922,3.9485,3.9398,3.9334,3.9216,3.9084"
1922,F,"1210,1580,589,1270,1197,1196,2571,2916,1240,260","3.8897,3.8772,3.8663,3.8188,3.6863,3.6743,3.6691,3.6231,3.6139,3.5961"
5262,F,"1028,2716,1270,2369,1198,3552,1220,1035,1097,2683","2.6589,2.4865,2.4542,2.3477,2.3334,2.3009,2.2715,2.2418,2.2302,2.2110"
4140,M,"592,2406,2470,2115,2001,2000,3256,1370,2407,1375","3.3069,3.2691,3.2366,3.2326,3.1980,3.1708,3.1373,3.1322,3.1080,3.1046"
102,M,"2858,2762,2997,2396,1617,3578,593,3408,608,527","4.7608,4.3494,4.0825,4.0283,3.9733,3.9500,3.8910,3.8422,3.7926,3.7599"
4347,F,"2858,356,2683,1784,2762,2959,2706,1777,1923,1393","4.3826,4.3486,4.2228,4.1654,4.1550,4.1312,4.1021,4.0779,4.0775,4.0590"
864,F,"2858,1244,1230,912,923,908,1617,1247,1252,3435","4.0654,4.0104,4.0036,3.9781,3.9632,3.8948,3.8729,3.8256,3.8066,3.7881"
5880,M,"1580,2571,589,1210,1197,1148,296,480,1270,608","2.7552,2.7291,2.6972,2.6302,2.5967,2.5600,2.5600,2.5384,2.5194,2.5149"
3773,M,"2174,1270,2918,2791,2716,3552,1097,1198,3608,1968","3.3647,3.3114,3.2119,3.2008,3.1361,3.1269,3.0879,3.0796,3.0637,3.0519"
4728,M,"589,2916,608,480,296,1196,110,2571,593,1213","2.9292,2.9144,2.8139,2.8005,2.7825,2.7666,2.7597,2.7071,2.6785,2.6737"
1203,F,"2858,527,2291,2959,1617,1721,3176,1704,3481,296","3.4624,3.2665,3.2350,3.2236,3.2153,3.2096,3.1693,3.1468,3.1185,3.1130"
1968,M,"2916,589,2571,608,1653,1573,480,1127,1240,457","4.1032,3.9461,3.6738,3.6236,3.5741,3.5738,3.5635,3.5497,3.5478,3.5018"
