user_id,gender,topk_items,topk_scores
482,M,"3448,2268,1090,858,587,3386,1208,16,608,2000","2.8795,2.8648,2.8559,2.8328,2.8174,2.7809,2.7531,2.7446,2.7400,2.7324"
2908,M,"3016,968,1982,1261,1258,2710,2455,3917,1345,2901","5.2446,5.1346,5.1107,5.1069,4.9716,4.9280,4.8909,4.8877,4.8089,4.8026"
5976,F,"36,1,2858,1968,778,1673,2291,593,608,1270","3.5913,3.5357,3.5062,3.4924,3.4897,3.4636,3.4479,3.4377,3.4355,3.4304"
1639,M,"3499,1258,593,1407,3476,70,1994,2710,2858,1213","3.2770,3.2330,3.1852,3.1810,3.1747,3.1445,3.1309,3.1143,3.0970,3.0482"
3018,M,"2000,1387,2001,1036,3104,1220,1222,3763,3552,1090","3.5890,3.5833,3.5614,3.4353,3.4136,3.4106,3.3980,3.3934,3.3805,3.3455"
3484,M,"3175,1580,1270,3114,1,2723,2355,2997,1148,1265","4.3643,4.1601,4.0949,3.9655,3.9463,3.8243,3.7712,3.7245,3.7128,3.6949"
109,M,"1028,1270,1210,2080,260,1196,1304,1294,1580,1073","5.6021,5.4320,5.2449,5.2321,5.1581,5.1523,5.0832,5.0010,5.0008,4.9409"
2309,F,"932,105,1721,17,1393,3155,920,222,902,2724","5.0629,4.4554,4.3321,4.3271,4.3204,4.2353,4.2295,4.2154,4.2066,4.1990"
1449,M,"1228,1090,3173,2403,1208,1263,1091,2791,1258,2792","2.2133,2.0702,2.0595,2.0572,2.0527,2.0516,2.0170,2.0144,2.0074,1.9912"
5754,F,"1,1265,588,296,39,1060,2324,1704,34,1784","3.4425,3.4035,3.3664,3.3632,3.3280,3.3074,3.3005,3.2788,3.2512,3.2372"
2246,M,"2028,1617,1213,608,593,296,2858,1221,527,858","5.0663,5.0654,5.0471,5.0063,4.9687,4.9180,4.8888,4.8383,4.8210,4.8072"
3934,M,"587,588,2581,543,799,2657,2793,1644,1580,2746","3.6031,3.2093,3.1515,3.1323,3.1179,3.0926,3.0474,3.0401,3.0391,3.0388"
1858,F,"1032,364,48,783,595,588,2096,1566,2089,1688","4.7172,4.7068,4.7041,4.6717,4.6624,4.6492,4.6424,4.6263,4.6100,4.6013"
4948,M,"1252,912,913,910,858,1084,903,1219,923,904","4.1458,4.1119,4.0191,3.9609,3.9253,3.8973,3.8909,3.8839,3.8782,3.8721"
2020,M,"3578,2858,1270,858,3481,2997,1196,593,1617,260","3.7429,3.6913,3.6754,3.6534,3.6429,3.6378,3.6226,3.6038,3.5881,3.5870"
4729,M,"1784,150,1704,1393,3255,539,3100,1265,2396,597","4.6772,4.5451,4.5303,4.4994,4.4168,4.4063,4.3609,4.3257,4.3255,4.2880"
4472,F,"3256,349,3257,736,1101,1610,1408,1608,377,1370","4.6610,4.5037,4.4279,4.3672,4.3331,4.3310,4.2984,4.1690,4.1409,4.1377"
3519,F,"2420,2134,372,2145,2375,500,1088,2144,2114,2918","3.2031,3.0481,3.0437,2.9853,2.8859,2.8666,2.8016,2.7936,2.7932,2.7775"
3605,M,"3578,2959,2858,2490,2710,2762,2997,1210,110,2028","4.4843,4.3490,4.3196,4.2707,4.2628,4.2506,4.1849,4.0552,4.0540,4.0517"
2941,M,"2080,1210,3479,541,1376,1356,2096,260,1372,1374","3.6331,3.5190,3.4931,3.4884,3.4675,3.4347,3.4327,3.3956,3.3775,3.3731"
3487,M,"1617,593,2858,608,50,2997,1213,296,527,2028","5.0351,5.0034,4.9925,4.8669,4.8579,4.8299,4.8088,4.6337,4.4548,4.4510"
2517,F,"3753,2858,3408,110,3755,3510,3578,2762,3147,3555","3.6043,3.5448,3.5199,3.3364,3.2352,3.2167,3.1807,3.1800,3.1792,3.1738"
2021,M,"2167,2617,1690,70,1320,1407,1215,2826,2916,2490","6.7668,6.5423,6.3721,6.3001,6.0890,6.0067,5.9894,5.9691,5.9583,5.8797"
5250,M,"2291,1339,1407,3499,1721,1644,253,3081,318,2762","3.8053,3.6822,3.6191,3.5528,3.5065,3.4836,3.4750,3.3984,3.3885,3.3654"
238,F,"1096,515,3152,1956,2132,3260,36,1185,1952,1299","4.7483,4.6594,4.5859,4.5521,4.5472,4.4421,4.4235,4.3663,4.3431,4.3317"
3681,M,"110,1090,3527,593,589,1210,1036,70,1196,3578","3.6815,3.5551,3.5214,3.5132,3.4899,3.4846,3.4410,3.4073,3.4052,3.3926"
3119,M,"260,1210,1196,480,1270,3175,589,2628,1127,1214","5.8546,5.7941,5.5694,5.5239,5.4651,5.4485,5.4121,5.3675,5.3240,5.2681"
2740,M,"1356,2916,1372,316,1527,480,1676,589,329,1544","6.3939,6.3473,6.2378,6.1175,6.0928,6.0427,6.0423,6.0337,6.0323,5.9901"
676,M,"344,231,1784,104,500,1517,1923,333,1485,3255","5.4084,5.3684,5.1736,5.1232,4.9720,4.9585,4.9028,4.8547,4.8453,4.7980"
157,M,"21,1077,2108,1580,1270,1220,2407,1234,1304,440","3.6749,3.5381,3.5365,3.5329,3.5183,3.5169,3.5085,3.4384,3.4085,3.3781"
2323,M,"2455,2791,1965,1259,2160,1327,1214,1321,1258,1997","4.4745,4.3246,4.0737,3.9015,3.8987,3.8739,3.7788,3.7624,3.7617,3.7079"
3359,M,"1617,608,2858,50,1213,593,527,2997,296,1094","4.8609,4.6437,4.5961,4.4993,4.4993,4.4991,4.4385,4.4009,4.3819,4.3619"
3462,F,"587,1721,39,1258,2291,593,2918,1,1246,1968","3.6925,3.6450,3.5406,3.4968,3.4929,3.4896,3.4701,3.4248,3.4187,3.4111"
1558,M,"110,480,3578,2028,2571,2858,589,1210,3793,2762","6.9166,6.8903,6.8876,6.8825,6.7909,6.7364,6.7261,6.5833,6.5483,6.5376"
3562,F,"2146,2942,1290,587,2145,2003,2144,1088,2791,2262","3.6295,3.3048,3.2733,3.2703,3.2012,3.1102,3.0838,3.0435,3.0193,2.9779"
589,M,"1265,1,1270,2997,2858,1196,1197,608,1136,21","4.8646,4.7572,4.6036,4.5438,4.4673,4.3574,4.3500,4.3194,4.3004,4.2842"
4579,F,"928,899,900,916,3097,914,3061,951,594,911","4.0868,4.0735,4.0410,3.9931,3.8778,3.7811,3.7401,3.7141,3.7083,3.6603"
3265,M,"2916,3527,70,6,2288,1089,3476,1320,1129,1573","4.7989,4.7579,4.7118,4.6820,4.6788,4.6710,4.6148,4.5686,4.5106,4.5103"
2820,F,"3683,2917,2159,1321,373,1179,2076,3706,2160,1228","3.4288,3.1234,3.0597,2.9776,2.9643,2.8980,2.8821,2.8758,2.8598,2.8592"
2430,M,"589,2716,1580,1210,1196,110,2571,2916,1127,480","5.3774,5.2535,5.2482,5.2149,5.1939,5.1520,5.1435,5.0972,5.0880,5.0457"
1676,M,"3439,2004,588,3273,2279,1717,3438,1407,1431,153","3.8582,3.4431,3.4430,3.2956,3.2784,3.2177,3.2147,3.1875,3.1477,3.1426"
1749,M,"162,2064,2859,3067,2348,1228,3019,3683,1288,1186","3.5141,3.4093,3.3923,3.3368,3.2986,3.2679,3.2548,3.1757,3.1691,3.1547"
92,F,"2394,364,3615,2355,48,3114,588,1688,595,2628","5.2680,4.9026,4.8989,4.7940,4.7837,4.7712,4.7525,4.6716,4.6056,4.5793"
2592,M,"2067,3062,3494,3654,969,590,1953,1287,1610,2944","4.7237,4.6873,4.6306,4.5708,4.4249,4.3603,4.3106,4.2596,4.1975,4.1654"
2907,F,"587,1894,1544,2717,2012,648,2953,586,1552,3257","3.1313,2.9400,2.8491,2.8337,2.7892,2.7746,2.6800,2.6494,2.6422,2.6410"
5185,F,"1021,2142,1367,1203,2085,19,1608,1693,1225,239","3.0779,2.6847,2.6387,2.5995,2.5843,2.4425,2.4287,2.3668,2.3662,2.3592"
6016,M,"357,440,539,1234,11,597,52,1094,2396,2424","2.8325,2.7284,2.6682,2.5881,2.5774,2.5754,2.5444,2.5043,2.4488,2.4358"
2876,M,"480,2916,1356,589,1580,2571,2628,3793,1210,648","5.2204,5.1904,5.1223,5.1193,5.1118,5.0789,5.0596,5.0594,5.0097,4.9367"
1719,M,"2683,2706,2858,2694,2762,2581,1911,2355,2688,2724","6.2328,6.1973,5.9555,5.9456,5.9042,5.7039,5.6705,5.6674,5.6627,5.6206"
3630,M,"1580,153,1377,480,2012,589,2571,1391,2628,648","5.4076,5.2503,5.1580,5.1183,5.1141,5.0159,5.0128,4.9977,4.9965,4.9555"
2073,F,"919,2398,3157,1207,2858,2762,1282,953,595,1029","3.6135,3.4939,3.4739,3.4625,3.4546,3.4053,3.4034,3.3594,3.3429,3.3345"
5812,F,"2942,2145,2146,265,2020,1088,1441,1290,357,1959","3.0104,2.8905,2.8760,2.7178,2.6815,2.6704,2.6462,2.6220,2.6011,2.5814"
5103,F,"2916,3697,1037,1527,1370,1590,316,1573,1676,1917","5.6438,5.3720,5.3632,5.3570,5.3458,5.2893,5.2706,5.2573,5.2271,5.2258"
973,F,"2396,1265,357,1784,1307,34,265,2324,318,608","4.2274,4.0880,4.0756,3.9432,3.9054,3.8945,3.8559,3.8520,3.8408,3.8359"
4610,F,"2105,1580,1197,2011,3175,2628,1372,1270,1127,1376","4.0295,4.0200,3.9448,3.9155,3.8809,3.8560,3.8239,3.8233,3.7965,3.7961"
5826,M,"2858,2997,2599,608,2762,296,50,593,2959,318","5.4121,5.3762,5.1023,5.0543,5.0147,4.9972,4.9894,4.9833,4.9359,4.9047"
3425,M,"6,1466,16,1732,1729,1089,2391,628,1061,3272","4.5753,4.4885,4.4433,4.3696,4.3423,4.3239,4.1309,4.1185,4.0812,4.0773"
793,F,"919,593,608,2080,912,1196,260,1210,920,1947","5.2370,5.1531,4.9202,4.8788,4.8701,4.8589,4.8415,4.8409,4.7933,4.7533"
820,M,"1690,1374,1372,3527,1676,2985,2311,3697,1129,2288","6.1087,6.0040,5.9812,5.9217,5.9021,5.8827,5.8459,5.8373,5.8345,5.8264"
3475,M,"608,50,296,1213,919,593,47,858,1617,2268","3.1412,3.0955,3.0923,3.0602,3.0004,2.9881,2.9703,2.9588,2.9270,2.9118"
2719,M,"1253,2664,1301,750,2527,1077,3700,2010,924,1965","5.9550,5.8635,5.7221,5.6654,5.6501,5.6313,5.5946,5.5533,5.4206,5.3590"
3387,M,"1617,50,1213,608,2692,296,593,2912,2858,1179","5.8653,5.7596,5.7004,5.5189,5.4622,5.3836,5.3518,5.3277,5.3124,5.2795"
2148,F,"588,1580,367,1,104,2355,380,356,1265,2628","4.8488,4.7916,4.7472,4.7053,4.5515,4.5415,4.5125,4.5103,4.5029,4.4379"
408,M,"1248,750,1148,3030,162,2019,2300,3435,2997,3742","4.4661,4.3542,4.2768,4.2740,4.2384,4.1111,4.0907,4.0364,3.9933,3.9908"
1192,M,"2858,527,2396,593,318,608,2028,1617,2324,296","5.3023,5.1601,5.0478,4.9916,4.9006,4.8930,4.7682,4.7140,4.7122,4.7095"
1297,M,"1732,1391,435,1884,70,32,1748,1653,1921,671","3.2499,3.2146,3.1785,3.1557,3.1242,3.0886,3.0568,3.0184,3.0182,2.8536"
549,M,"3552,587,1674,2915,3526,3448,2791,1394,2746,1258","2.2506,2.2390,2.1413,2.1411,2.1287,2.1161,2.1150,2.1037,2.0961,2.0602"
3546,M,"2300,2289,1148,910,1248,3521,1256,1234,3022,1244","3.9810,3.9785,3.6840,3.6800,3.6587,3.6041,3.5329,3.5132,3.4741,3.4689"
3065,F,"1265,1,1060,1639,364,588,39,1704,296,2599","4.2508,4.2341,4.1818,4.1790,4.1653,4.1400,4.1022,4.0693,4.0034,3.9932"
631,M,"1270,2791,1196,2716,1097,260,1394,2174,1968,2918","4.6289,4.4114,4.3149,4.2655,4.2536,4.2213,4.2109,4.1727,4.1477,4.1308"
4069,M,"2858,3751,3481,2997,1270,3578,1197,1196,2396,1210","4.8860,4.7673,4.7451,4.6900,4.6359,4.6277,4.5210,4.5202,4.5037,4.4620"
3092,M,"541,1206,924,1301,750,260,2968,1199,589,1214","5.1456,5.0461,4.9624,4.9463,4.9176,4.8666,4.7067,4.6935,4.6745,4.6704"
155,M,"344,231,2918,1784,2302,586,1265,2124,3552,1485","3.6308,3.6199,3.5108,3.4918,3.4666,3.4300,3.4037,3.3691,3.3258,3.3091"
2267,F,"1225,1231,2791,2243,1228,1193,1186,1259,3359,912","6.0855,5.7187,5.4058,5.3877,5.2716,5.2647,5.2425,5.2321,5.1909,5.1906"
1885,M,"2657,1282,1035,260,2160,3751,1270,1210,2791,551","5.1837,5.1479,5.0502,5.0332,4.8895,4.8789,4.8403,4.8096,4.7608,4.6664"
3675,M,"1294,1234,1,588,1073,1304,1394,2080,2788,1270","3.0920,3.0850,2.9842,2.9118,2.8708,2.8540,2.8237,2.8218,2.7715,2.7446"
1097,M,"110,380,457,733,356,648,2028,21,1610,1370","5.5136,5.5102,5.4971,5.4891,5.4112,5.3757,5.3479,5.2783,5.2258,5.2141"
5256,M,"586,590,432,587,597,3448,539,1954,2953,2012","3.3234,3.2778,3.2644,3.2493,3.2169,3.1789,3.1548,3.1462,3.1290,3.0860"
3823,M,"3654,2944,1953,3062,1287,2728,2067,590,1950,1183","4.0088,3.9187,3.8710,3.7587,3.7558,3.7053,3.6802,3.6009,3.5585,3.5531"
4920,M,"1248,750,3435,912,1212,1252,1284,922,908,1230","5.6079,5.3890,5.3714,5.2956,5.2717,5.2545,5.1369,5.1280,5.1104,4.9845"
2529,F,"2080,2081,2011,1097,3699,2100,1028,2407,1032,1380","3.3489,3.3422,3.2503,3.2257,3.2194,3.2166,3.2130,3.1875,3.1715,3.1651"
10,F,"1028,1270,2080,919,588,260,1073,594,1097,1196","4.2295,4.2251,4.1401,4.0800,4.0529,3.9953,3.9762,3.9683,3.9382,3.9274"
5037,M,"2396,2858,1265,17,356,357,2762,1,1721,593","5.5125,5.0657,4.7650,4.7528,4.7456,4.6956,4.6844,4.6585,4.6090,4.6076"
5922,M,"899,903,910,912,1252,2186,3435,1947,904,3334","5.0931,4.7333,4.7237,4.6858,4.5687,4.5164,4.4889,4.4749,4.4521,4.4274"
5140,M,"2420,3448,1246,2100,1962,3591,1961,592,1101,1088","3.9860,3.6387,3.5974,3.5912,3.5780,3.5525,3.5456,3.4880,3.4813,3.4401"
2914,M,"2791,1288,1270,1278,1394,1136,1259,2804,1,2797","6.0108,5.9469,5.8860,5.7104,5.7006,5.5965,5.4953,5.4527,5.3484,5.3449"
5319,M,"2140,32,2985,1527,3033,1037,29,1909,2968,1206","4.0644,3.9722,3.8153,3.8142,3.7625,3.7513,3.7062,3.6891,3.6832,3.6762"
1202,M,"1584,2916,1580,1196,589,1653,480,1356,1270,32","3.8893,3.8671,3.7560,3.7116,3.6830,3.6763,3.6643,3.6369,3.6051,3.5833"
4887,M,"778,1639,1268,3108,1968,1285,1060,1704,2248,1732","3.7927,3.6268,3.6198,3.5969,3.5859,3.5798,3.5617,3.4998,3.4846,3.4257"
2913,F,"1041,994,2289,36,535,1172,562,2064,1966,162","3.7865,3.7121,3.6433,3.5378,3.5123,3.5099,3.4912,3.4901,3.4467,3.4391"
4156,M,"2476,2944,1129,2527,2278,3697,6,3527,2951,3654","4.7827,4.7336,4.7250,4.7218,4.7078,4.6797,4.6598,4.6418,4.5859,4.5147"
5917,F,"1210,260,1196,480,1374,1372,1356,1270,1197,1198","4.7073,4.5963,4.5769,4.4708,4.4360,4.3863,4.3805,4.3259,4.2868,4.2458"
5161,M,"1089,1240,50,296,2916,260,32,1206,2571,2985","4.0361,3.6827,3.6301,3.5897,3.5622,3.5471,3.5416,3.5250,3.5054,3.5032"
3469,M,"1954,1387,590,2944,1196,919,1287,1036,260,1201","3.4693,3.4599,3.4402,3.3183,3.2658,3.2101,3.2071,3.1776,3.1303,3.1195"
4206,F,"1210,1196,260,1,1198,919,110,1028,1197,1270","4.5510,4.5276,4.4483,4.3632,4.3591,4.3469,4.2564,4.2553,4.2028,4.1980"
1764,M,"3439,1431,153,2717,420,2617,1379,1377,70,3438","4.8088,4.6694,4.4569,4.4540,4.3181,4.3025,4.2962,4.2059,4.1775,4.1610"
195,M,"3000,1527,1356,1372,2916,260,2628,316,3489,32","2.7588,2.6723,2.5531,2.5245,2.4586,2.4337,2.4177,2.4105,2.4008,2.3962"
2022,M,"1617,593,2858,50,608,3578,2028,2762,296,589","5.0448,5.0163,4.9836,4.9686,4.9312,4.9014,4.8945,4.8396,4.7038,4.6895"
241,M,"589,1240,541,1210,2916,1200,1617,1196,2571,260","4.9666,4.7858,4.7704,4.7655,4.7530,4.7336,4.7315,4.7091,4.7024,4.7005"
4809,F,"1304,2396,1094,1183,912,1234,357,920,1247,3685","4.5140,4.4131,4.3862,4.2906,4.2874,4.2744,4.2608,4.1797,4.1744,4.1439"
3979,F,"1032,588,1566,2096,1029,1064,2087,1022,2085,2687","4.5456,4.4458,4.3130,4.3104,4.2359,4.2315,4.2314,4.2215,4.1762,4.1475"
4506,M,"3735,1263,2871,1231,3471,1225,3363,3068,3152,1084","4.0733,4.0683,3.9658,3.9594,3.9563,3.9179,3.9137,3.8944,3.8485,3.8340"
1404,M,"1294,3421,2791,1234,1078,2788,2300,1077,3507,2302","3.8325,3.7103,3.6540,3.6315,3.6131,3.6061,3.5396,3.5344,3.5341,3.5173"
1004,M,"1377,153,2735,1220,552,3208,673,2471,367,466","4.5253,4.4984,4.4438,4.3664,4.3603,4.3081,4.2904,4.2882,4.2652,4.2586"
5553,M,"924,1196,1240,1953,3471,1610,1210,590,1954,1304","3.5789,3.5547,3.5326,3.4984,3.4890,3.4884,3.4881,3.4748,3.4550,3.4113"
1271,F,"1,3114,588,2396,34,1265,3751,2355,2858,1270","5.2745,5.2203,5.1109,4.8992,4.8949,4.8475,4.7751,4.7075,4.6575,4.5610"
2641,M,"2791,1258,593,2716,2858,2710,1961,2762,1259,858","4.3884,4.3756,4.3706,4.3596,4.3404,4.2069,4.2010,4.1583,4.0516,4.0222"
1969,F,"364,2161,588,1073,260,2628,1,595,1196,2081","3.8178,3.7877,3.6556,3.5530,3.5492,3.5460,3.5414,3.5250,3.5045,3.5024"
4521,M,"1097,924,3699,3471,1210,1270,1584,541,2407,260","3.7084,3.6880,3.6803,3.6693,3.6345,3.6278,3.6171,3.5512,3.5503,3.4693"
656,F,"912,899,903,904,1252,3435,969,926,913,919","5.6839,5.6534,5.4833,5.3235,5.2973,5.2524,5.1887,5.1871,5.1688,5.1237"
5220,M,"1994,1186,2639,1130,2144,2003,2474,2240,2463,2312","3.5250,3.3788,3.3517,3.3119,3.2384,3.2086,3.1251,3.1044,3.0992,3.0934"
753,M,"3273,2694,3785,3439,2394,3793,1911,1544,673,2053","4.9254,4.6890,4.6837,4.6700,4.5268,4.5232,4.5089,4.4828,4.4761,4.4538"
2383,F,"2406,357,2100,539,2145,2470,2918,2081,1220,2405","3.9928,3.9033,3.8478,3.8319,3.8288,3.7871,3.7766,3.7711,3.7504,3.6917"
3118,M,"1240,1372,1356,1210,1374,541,1200,2916,1196,1214","3.7233,3.7119,3.6811,3.6678,3.6558,3.6004,3.5965,3.5922,3.5874,3.5527"
5948,M,"898,3097,916,899,900,3548,915,914,932,3061","4.4584,4.2984,4.1573,4.1096,3.9801,3.9334,3.8351,3.7668,3.7571,3.7418"
4063,F,"3753,1196,2858,1210,3578,3751,110,2028,260,1270","4.7532,4.5725,4.5445,4.5216,4.4711,4.4427,4.3901,4.3882,4.3645,4.3645"
1880,M,"1196,1374,2791,3471,1129,1954,3527,1220,1291,924","2.8985,2.8423,2.7627,2.7480,2.7446,2.7444,2.7377,2.7134,2.7123,2.7021"
1325,M,"1282,260,2096,594,1028,919,1148,3751,1210,2018","5.6749,5.3390,5.3305,5.2531,5.1545,5.1532,5.1526,5.1448,5.1362,5.1296"
2273,M,"1196,2716,1220,1210,260,1127,1270,2000,1291,2011","4.7270,4.6692,4.6268,4.5946,4.5882,4.5783,4.5433,4.4514,4.4397,4.4152"
975,M,"2396,1094,1210,1196,593,1183,1617,2858,356,608","3.3350,3.2717,3.2151,3.1810,3.1046,3.0908,3.0905,3.0879,3.0467,3.0065"
4543,M,"2003,1258,2791,1994,2455,1321,2657,3499,1732,587","2.8610,2.8601,2.7978,2.7539,2.7258,2.6740,2.6634,2.5916,2.5491,2.5406"
1074,M,"1304,1196,1270,1234,593,527,912,1198,858,260","4.3030,4.1721,4.1276,4.1266,4.0735,4.0504,4.0411,3.9859,3.9573,3.9516"
984,M,"1954,1304,924,858,1221,1196,3471,1294,1270,260","3.5779,3.5343,3.5175,3.4787,3.4425,3.4243,3.3897,3.3562,3.3527,3.3368"
2030,M,"1253,750,1029,2096,924,594,2010,1019,596,1282","4.4720,4.3955,4.3688,4.3361,4.3244,4.2493,4.2360,4.1886,4.1679,4.1559"
2153,M,"1517,32,2011,588,1391,1,2124,435,551,3033","3.6449,3.6367,3.6003,3.5786,3.5720,3.5564,3.5088,3.4943,3.4704,3.4539"
3311,M,"2004,70,1037,2717,1591,344,1690,196,724,153","3.7915,3.5582,3.5157,3.4255,3.4145,3.3982,3.3980,3.3878,3.3739,3.2841"
5365,M,"2706,70,380,1573,733,1777,1407,587,2571,1923","4.5913,4.5386,4.5352,4.5012,4.5008,4.4567,4.4100,4.4097,4.3579,4.3533"
2540,F,"2291,587,1682,356,832,62,11,1584,150,527","3.6396,3.5518,3.5450,3.4443,3.4168,3.3393,3.3333,3.3277,3.3028,3.2855"
2683,M,"356,593,457,1610,110,608,2028,2762,2858,587","5.2022,5.1761,5.1733,5.1189,5.0814,5.0789,5.0621,5.0550,4.9717,4.9475"
4286,M,"1304,3654,750,260,1201,1196,1387,1262,1294,912","3.1595,2.8421,2.8256,2.7455,2.7207,2.7166,2.7070,2.6346,2.6193,2.6070"
2887,M,"1291,110,1246,592,2268,1608,1101,648,2115,292","3.5258,3.4961,3.4807,3.4710,3.4361,3.4340,3.3591,3.3557,3.3525,3.3452"
1019,M,"1228,910,1267,2300,3504,1294,3424,1252,1248,3363","3.0947,2.9609,2.9435,2.9305,2.9198,2.8233,2.8067,2.8008,2.7608,2.7414"
5840,F,"539,597,1958,1307,2424,2671,3072,339,2243,1569","4.6449,4.5168,4.4725,4.4546,4.4276,4.3372,4.3317,4.3304,4.2504,4.2481"
4447,M,"2366,2664,2288,1334,1129,1278,3576,2110,1077,1340","3.7897,3.5902,3.5796,3.5178,3.4878,3.4875,3.3673,3.3587,3.3510,3.3132"
50,F,"3753,3948,3484,3408,3534,3481,3512,3916,3510,3897","5.1509,5.0821,4.9454,4.8375,4.8209,4.7942,4.7402,4.7179,4.7143,4.6903"
5302,F,"48,2125,364,588,1367,2424,1688,2059,595,2142","5.6274,5.1630,5.1492,5.1407,5.0846,5.0095,4.9836,4.9288,4.8198,4.7695"
3550,M,"70,2791,1089,1259,1196,3527,1206,3033,1394,589","3.9833,3.8591,3.8072,3.7648,3.7549,3.7101,3.6982,3.6972,3.6919,3.6889"
2304,M,"2916,1552,780,1610,736,1580,1370,1917,1356,589","2.9131,2.7984,2.7524,2.7361,2.7098,2.6951,2.6828,2.6706,2.6252,2.6207"
2638,M,"2001,2000,3448,1374,1220,3527,592,2003,2403,1101","4.4455,4.4029,4.3063,4.2878,4.2589,4.2451,4.2275,4.2097,4.2017,4.1841"
18,F,"364,2006,2628,1210,1291,1356,3489,590,2571,480","4.6472,4.4423,4.4278,4.4051,4.3568,4.3461,4.3242,4.2736,4.2367,4.2281"
1317,M,"260,1270,3471,1097,1210,1196,2011,1073,924,2797","2.7842,2.6548,2.6254,2.6106,2.6036,2.5536,2.5159,2.4779,2.4776,2.4556"
3191,M,"1479,1597,1792,1687,648,733,1876,1917,3257,349","5.0672,4.7408,4.6602,4.6509,4.6145,4.6135,4.5883,4.5435,4.5427,4.5390"
1279,M,"265,1188,17,1183,2396,2324,232,527,446,58","4.3753,3.9145,3.8766,3.8664,3.7901,3.6872,3.6786,3.6619,3.6125,3.6101"
3807,F,"1974,1128,1982,1690,1350,2902,1334,968,2901,2513","4.5206,4.4591,4.4437,4.3608,4.3249,4.2970,4.2589,4.2579,4.2535,4.2530"
3246,F,"1183,647,3252,1810,3100,1672,3006,2501,1704,1682","5.1457,4.9225,4.8363,4.8161,4.7327,4.6785,4.6519,4.5916,4.5814,4.5458"
4927,M,"780,2916,1356,2571,1527,1573,480,316,1584,1610","5.9960,5.9197,5.8801,5.8336,5.8016,5.7950,5.7137,5.7021,5.6685,5.6632"
4277,M,"1921,32,2871,3952,1233,6,373,2916,1909,272","1.9059,1.8530,1.8447,1.8301,1.8283,1.8192,1.8029,1.7610,1.7322,1.6998"
5555,M,"10,1610,457,349,1552,733,1370,1597,1722,3256","4.1412,3.9678,3.9165,3.8821,3.8472,3.8192,3.8111,3.7941,3.7615,3.7366"
1715,M,"3753,3484,3948,3555,3897,3717,3952,3752,3916,3617","6.2548,6.2050,6.1737,6.0653,6.0317,5.9454,5.9391,5.9342,5.8872,5.8388"
855,F,"1285,562,441,1060,372,39,180,1449,1441,2248","3.0722,3.0193,2.9509,2.9254,2.8530,2.8133,2.7788,2.7466,2.7338,2.7084"
4556,M,"1282,2648,596,594,1219,2096,919,1278,1997,1345","3.9148,3.8044,3.8020,3.7492,3.7327,3.6040,3.5911,3.5741,3.5617,3.5007"
5843,M,"924,1282,899,260,594,1028,919,1253,1097,1270","4.9136,4.6732,4.6256,4.6104,4.5683,4.4939,4.4503,4.4388,4.4222,4.3963"
3576,M,"1029,1019,2944,596,1032,1287,2080,1022,2096,594","4.8160,4.8097,4.7611,4.7315,4.6863,4.6625,4.6188,4.6082,4.5817,4.5651"
