user_id,gender,topk_items
00566879039fe36546a3a03fde584bdead22fbdc,M,"ab99a52c-f85a-4a40-98a0-791c37a91779,4a4ee089-93b1-4470-af9a-6ff575d32704,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,cc0b7089-c08d-4c10-b6b0-873582c17fd6,8bfac288-ccc5-448d-9573-c33ea2aa5c30,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,67f66c07-6e61-4026-ade5-7e782fad3a5d,084308bd-1654-436f-ba03-df6697104e19,9c9f1380-2516-4fc9-a3e6-f9f61941d090,f2eef649-a6d5-4114-afba-e50ab26254d2"
0056ccd136b6ad6fcf090e2f51afd5cca888e56f,M,"defbb62a-3f15-4107-a414-e81a64ab4b28,cd8955fb-21ac-459e-9e50-cbf844d927bf,013fa897-86db-41d3-8e9f-386c8a34f4e6,847d09f5-d204-443b-8dab-013ded15cac8,f6f2326f-6b25-4170-b89d-e235b25508e8,3f575ecd-627d-4f08-a89f-abd46d469c7e,c3552faf-9c1c-46ba-af13-653fe2fdcf9c,022c85ab-eeed-479c-9679-a0e4b5a6a338,e5c7b94f-e264-473c-bb0f-37c85d4d5c70,47d7b25e-585b-4c97-b98b-411b21a53379"
0068f13b2a1654b6fafcf86b08617bd17b24fb1c,F,"a2118d09-5df0-4c84-8183-00c128f134aa,f07b0d13-ef03-4537-a5b4-9474e71a578f,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0,122d63fc-8671-43e4-9752-34e846d62a9c,0103c1cc-4a09-4a5d-a344-56ad99a77193,e11051f9-0098-41aa-9edb-8dacd8f1c6b5,88679ca2-2080-4cea-8669-41ab4b8d865d,73e5e69d-3554-40d8-8516-00cb38737a1c,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,650e7db6-b795-4eb5-a702-5ea2fc46c848"
00790c939d8c7239706d4121e4d83d2ecc6f368f,F,"1138a764-2212-4d0a-b02d-0dc14df91e08,73e5e69d-3554-40d8-8516-00cb38737a1c,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7,2c1828a2-e46b-4ade-a6e9-065ca265d679,3414d446-735a-443c-931f-10634f57e5b9,8e68819d-71be-4e7d-b41d-f1df81b01d3f,f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,596ffa74-3d08-44ef-b113-765d43d12738,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,164f0d73-1234-4e2c-8743-d77bf2191051"
007ab8646d9fd9c2f563df4a7ada27adde49f436,M,"aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,cc197bad-dc9c-440d-a5b5-d52ba2e14234,f27ec8db-af05-4f36-916e-3d57f91ecf5e,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,79239441-bfd5-4981-a70c-55c3f15c1287,f59c5520-5f46-4d2c-b2c4-822eabf53419,8bfac288-ccc5-448d-9573-c33ea2aa5c30,4a4ee089-93b1-4470-af9a-6ff575d32704,32a92586-6f9f-4882-b168-97fd60a99b6d,c7020c6d-cae9-4db3-92a7-e5c561cbad50"
0082ddbcc6cffa626224e27c444b1aa68854c062,M,"53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,9b58672a-e68e-4972-956e-a8985a165a1f,db403e3d-4753-45d6-8fcb-94db03e882e1,8974da95-e631-45aa-8fd7-aa0c2795f997,e6de1f3b-6484-491c-88dd-6d619f142abc,0627192d-4fed-4f4b-bad8-383bb42fa8fa,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,ff6e677f-91dd-4986-a174-8db0474b1799,f6580b26-77f7-4a7b-8513-6db0476e8f21,679ec43c-bc04-4bb0-b619-2da702a214ba"
0087182c5fbeaaa49206d3486d30530410a15f85,M,"9320918d-5143-4846-bab8-7ad48ec17d58,0f1c6164-8ab1-4410-a788-358d63816154,584a85bc-5568-46a0-9646-5182d7d2cd11,7fe36010-433a-4bcf-8427-7a972670e56f,9575ca2e-5131-4651-a833-b9a0a12bf745,73fe4a37-6860-4bb5-b3ec-0d0c367900ea,88e22872-e983-4f11-94f1-b6256a1bb390,bcbc08d6-4615-4f40-963c-5158ebe2b9e0,76669ce5-d69e-4873-9b5b-fc985ae1a2d0,29ab0e01-6262-4b7b-8271-0b1983bde211"
00934f408ebc94d75b0b6fe468a386f8c8afaced,M,"ca891d65-d9b0-4258-89f7-e6ba29d83767,f57e14e4-b030-467c-b202-539453f504ec,31745282-b1ea-4d62-939f-226b14d68e7c,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,7fa7fc04-1011-4876-8095-ecd232edea87,bdacc37b-8633-4bf8-9dd5-4662ee651aec,5b687684-ad34-4a9f-b425-0e7aa81fbd38,319b1175-ced9-438f-986b-9239c3edd92d,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e"
009600f3a9e74af40740e8fa886558003c4d830f,F,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,ff6e677f-91dd-4986-a174-8db0474b1799,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,a66999a7-ae5c-460e-ba94-1a01143ae847,79239441-bfd5-4981-a70c-55c3f15c1287,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,4e0e884d-099b-4ca9-bf4d-bcb31e739540,c7020c6d-cae9-4db3-92a7-e5c561cbad50,60c5c7a0-95e1-493d-ba2e-3d548b5947f0,f27ec8db-af05-4f36-916e-3d57f91ecf5e"
009abc803b12b31198a2404ce9a3b813d0c05ea0,M,"c3aeb863-7b26-4388-94e8-5a240f2be21b,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,72c536dc-7137-4477-a521-567eeb840fa8,a74b1b7f-71a5-4011-9441-d0b5e4122711,75167b8b-44e4-407b-9d35-effe87b223cf,8f92558c-2baa-4758-8c38-615519e9deda,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,9efff43b-3b29-4082-824e-bc82f646f93d,d6ed7887-a401-47a8-893c-34b967444d26"
00a20307d775c4429229c20d094cecabcaee5f0c,M,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,4a4ee089-93b1-4470-af9a-6ff575d32704,056e4f3e-d505-4dad-8ec1-d04f521cbb56,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,8bfac288-ccc5-448d-9573-c33ea2aa5c30,e21857d5-3256-4547-afb3-4b6ded592596,ff6e677f-91dd-4986-a174-8db0474b1799,95e1ead9-4d31-4808-a7ac-32c3614c116b,9c9f1380-2516-4fc9-a3e6-f9f61941d090,810eb6c6-cced-4944-8f5a-1e0b15d930be"
00a9ef59268bad2bd764cacfc39780009a1f7796,M,"4a4ee089-93b1-4470-af9a-6ff575d32704,f59c5520-5f46-4d2c-b2c4-822eabf53419,9c9f1380-2516-4fc9-a3e6-f9f61941d090,cc0b7089-c08d-4c10-b6b0-873582c17fd6,8bfac288-ccc5-448d-9573-c33ea2aa5c30,67f66c07-6e61-4026-ade5-7e782fad3a5d,056e4f3e-d505-4dad-8ec1-d04f521cbb56,cc197bad-dc9c-440d-a5b5-d52ba2e14234,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,95e1ead9-4d31-4808-a7ac-32c3614c116b"
00ad462f8346cf961a24a2898b018769725a836b,M,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,ff6e677f-91dd-4986-a174-8db0474b1799,056e4f3e-d505-4dad-8ec1-d04f521cbb56,8bfac288-ccc5-448d-9573-c33ea2aa5c30,f27ec8db-af05-4f36-916e-3d57f91ecf5e,4a4ee089-93b1-4470-af9a-6ff575d32704,e21857d5-3256-4547-afb3-4b6ded592596,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,9c9f1380-2516-4fc9-a3e6-f9f61941d090"
00c2b6e002762b580b37a013fc0a54b973e23a81,M,"816ba2e2-31da-4cb7-ace0-99546f6bd657,1626de1a-509a-413f-82de-a362a2fd14a3,7eb99a58-5ea9-4082-b176-bd990d406358,3d3fceda-d274-41f0-bac9-7516f6c872ba,b16fd684-831e-4128-8120-6626e76f88c6,961e5f55-cfe5-4605-965d-028a40242e7e,38e4df82-6079-42f8-91fa-904e0fecf78f,c29f4522-f710-4bb5-a06b-d436fcc3b2fd,17d16c18-5b51-45bd-87cd-cb76580c1623,f04cc80e-0f59-45b8-aaf4-ac81035644e9"
00cd678365725be7c70e6982a93e1628f21e8089,M,"9c9f1380-2516-4fc9-a3e6-f9f61941d090,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,8bfac288-ccc5-448d-9573-c33ea2aa5c30,95e1ead9-4d31-4808-a7ac-32c3614c116b,67f66c07-6e61-4026-ade5-7e782fad3a5d,847e8284-8582-4b0e-9c26-b042a4f49e57,a66999a7-ae5c-460e-ba94-1a01143ae847,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,6ffb8ea9-2370-44d8-b678-e9237bbd347b"
00d9ff8aa26470cdbf255a996bda9ef22b9d3501,F,"31745282-b1ea-4d62-939f-226b14d68e7c,f57e14e4-b030-467c-b202-539453f504ec,4bb4e4e4-5f66-4509-98af-62dbb90c45c5,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,a466c2a2-6517-42fb-a160-1087c3bafd9f,c17f08f4-2542-46fb-97f3-3202d60c225a,cc0b7089-c08d-4c10-b6b0-873582c17fd6,00a9f935-ba93-4fc8-a33a-993abe9c936b,319b1175-ced9-438f-986b-9239c3edd92d,788ad31c-bf0c-4a31-83f8-b8b130d79c76"
00e90807acd4c76c1b16c0b6e989e942fda4cfe2,M,"f59c5520-5f46-4d2c-b2c4-822eabf53419,cc197bad-dc9c-440d-a5b5-d52ba2e14234,f07b0d13-ef03-4537-a5b4-9474e71a578f,60c5c7a0-95e1-493d-ba2e-3d548b5947f0,a2118d09-5df0-4c84-8183-00c128f134aa,bc710bcf-8815-42cf-bad2-3f1d12246aeb,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,d7ac3cc7-0d65-476b-9b81-d3e872672a2f,db4624cf-0e44-481e-a9dc-2142b833ec2f,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9"
00e91fb9e3c9e054ef185521d8cc975e05ad2567,M,"65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,cc0b7089-c08d-4c10-b6b0-873582c17fd6,8bfac288-ccc5-448d-9573-c33ea2aa5c30,b2d122f9-eadb-4930-a196-8f221eeb0c66,66c662b6-6e2f-4930-8610-912e24c63ed1,148ddea2-6839-4354-8e2c-5dfadf136b7f,31745282-b1ea-4d62-939f-226b14d68e7c,ca891d65-d9b0-4258-89f7-e6ba29d83767,23a03e33-a603-404e-bcbf-2c00159d7067,eeb1195b-f213-4ce1-b28c-8565211f8e43"
00ee00a7ee85b4e297c82f606c7ebaa54ceecbb7,M,"79239441-bfd5-4981-a70c-55c3f15c1287,d84c4e93-9c5f-45ab-a4ba-bd79d037eb31,7944ed53-2a58-4035-9b93-140a71e41c34,4967c0a1-b9f3-465e-8440-4598fd9fc33c,985c709c-7771-4de3-9024-7bda29ebe3f9,db4624cf-0e44-481e-a9dc-2142b833ec2f,d1353a0c-26fb-4318-a116-defde9c7c9ad,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,f053ae01-dae6-4aae-9883-e8c279fdbef4,d87e52c5-bb8d-4da8-b941-9f4928627dc8"
00f875fd083a5746f6d669f2538aa3a59de23ad8,F,"b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,70248960-cb53-4ea4-943a-edb18f7d336f,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,cc197bad-dc9c-440d-a5b5-d52ba2e14234,8bfac288-ccc5-448d-9573-c33ea2aa5c30,a66999a7-ae5c-460e-ba94-1a01143ae847,95e1ead9-4d31-4808-a7ac-32c3614c116b,ea4dfa26-f633-4da6-a52a-f49ea4897b58,ff6e677f-91dd-4986-a174-8db0474b1799"
00f8fed24787ff959d271429fcb6f08676f01458,M,"a74b1b7f-71a5-4011-9441-d0b5e4122711,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,f22942a1-6f70-4f48-866e-238cb2308fbd,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,14b22b4b-06d5-4b82-8284-29d29b58945f,4a4ee089-93b1-4470-af9a-6ff575d32704,e21857d5-3256-4547-afb3-4b6ded592596,9beb62b2-88db-4cea-801e-162cd344ee53,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"
00f94c4f7718d86a7bbc7b18107233b9009b70c0,M,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,ff6e677f-91dd-4986-a174-8db0474b1799,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,985c709c-7771-4de3-9024-7bda29ebe3f9,79239441-bfd5-4981-a70c-55c3f15c1287,f27ec8db-af05-4f36-916e-3d57f91ecf5e,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,14b22b4b-06d5-4b82-8284-29d29b58945f,60c5c7a0-95e1-493d-ba2e-3d548b5947f0"
00f9e7b0462685f293dc09c28a5efdc971095409,M,"dabaab7a-e807-435e-b2d7-1403fcdc0671,a29ae051-283b-4703-be3d-2accfa3a75a2,df0a1dad-f15b-4e4c-9f47-60cfca58a255,93585c1b-ec0f-4d47-9cae-bd8ebcc52e9f,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84,ca1ca0e3-8506-40b4-ac29-dbfb60c5a0bd,1f444240-5397-4e63-a3e8-a3eac2aace32,2393e891-c63c-4654-b7a9-c5fb9dc0c8a0,302716e4-a702-4bbc-baac-591f8a8e20bc,b50b36b5-aec1-401f-a722-e5ab673af14d"
00fa0eb3edd752da1b409f520bc21c001d5c10d8,M,"477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,47347cb8-ac34-4916-84b6-d85d4e5e5384,a558ed3c-ab7d-49b8-a52d-14071b95fa4f,22a096ef-c70d-4d70-ae19-4fc2412d4986,092ca127-2e07-4cbd-9cba-e412b4ddddd9,62558a6c-cbb1-4bee-a843-d07d187ddf55,95e7f9cd-d774-4200-8337-cf27cb18d836,5f3b32e5-efb5-4096-9260-587c155e50b7,370bd5a3-4abf-4356-8576-3a8fc0c11d65"
00fdab0c144d9056bf3e5367a0409304ebdadc7d,F,"8538e728-ca0b-4321-b7e5-cff6565dd4c0,69ee3720-a7cb-4402-b48d-a02c366f2bcf,8fb6c00f-61d8-4f27-98f9-53e1ba481626,879a449d-506a-422c-9fb8-8af01d3d04ae,847e8284-8582-4b0e-9c26-b042a4f49e57,d72c9ab4-0b73-44e3-8601-c4da02a43b25,78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,f04cc80e-0f59-45b8-aaf4-ac81035644e9,05fe8f73-f094-4c8f-a7ad-889f0c6c5a9a,1fc54353-dcd0-47b1-bb59-7bd2974df829"
00fddd8eceb01665e9b2cf5f707aad0f156d258e,M,"a74b1b7f-71a5-4011-9441-d0b5e4122711,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,6ffb8ea9-2370-44d8-b678-e9237bbd347b,e5c7b94f-e264-473c-bb0f-37c85d4d5c70,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,8c538f11-c141-4588-8ecb-931083524186,52074ba6-e495-4ef3-9bb4-0703888a9f68,b23e8a63-8f47-4882-b55b-df2c92ef400e,aa7a2827-f74b-473c-bd79-03d065835cf7"
010099df2afe6ae0e6ac17be90ea332717a05682,F,"73e5e69d-3554-40d8-8516-00cb38737a1c,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,f07b0d13-ef03-4537-a5b4-9474e71a578f,650e7db6-b795-4eb5-a702-5ea2fc46c848,122d63fc-8671-43e4-9752-34e846d62a9c,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0,a2118d09-5df0-4c84-8183-00c128f134aa,35f866dc-c061-48ba-8157-cf2e0eac4857,b202beb7-99bd-47e7-8b72-195c8d72ebdd,79239441-bfd5-4981-a70c-55c3f15c1287"
0100de2847ac6faabde86567eb1c78f550b0da62,M,"83d91898-7763-47d7-b03b-b92132375c47,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,79491354-3d83-40e3-9d8e-7592d58d790a,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,66c662b6-6e2f-4930-8610-912e24c63ed1,7bbfd77c-1102-4831-9ba8-246fb67460b3,eeb1195b-f213-4ce1-b28c-8565211f8e43,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,5182c1d9-c7d2-4dad-afa0-ccfeada921a8"
010609c2c5ccaf172659b176c6405e2df8ba3071,M,"31745282-b1ea-4d62-939f-226b14d68e7c,5b687684-ad34-4a9f-b425-0e7aa81fbd38,f57e14e4-b030-467c-b202-539453f504ec,bdacc37b-8633-4bf8-9dd5-4662ee651aec,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,17167af8-c1da-45cc-bba2-9d23f068b7a3,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,14962b84-c46a-490b-b6a0-ee69c78b2291,c17f08f4-2542-46fb-97f3-3202d60c225a,319b1175-ced9-438f-986b-9239c3edd92d"
0106fb8695bb48183886f9dd9c50ec2fb64710c4,M,"cfbc0924-0035-4d6c-8197-f024653af823,5f6ab597-f57a-40da-be9e-adad48708203,164f0d73-1234-4e2c-8743-d77bf2191051,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,f82bcf78-5b69-4622-a5ef-73800768d9ac,d5d97b2b-b83b-4976-814a-056d9076c8c3,382f1005-e9ab-4684-afd4-0bdae4ee37f2,ac9a487a-d9d2-4f27-bb23-0f4686488345,ab99a52c-f85a-4a40-98a0-791c37a91779,ee4783d5-cf2f-478b-99f4-277c2412dfa9"
010a6354555519879a15206e732da4a969e3335c,M,"674a7e8c-9682-419a-8e05-2358e28b5359,bc1c8f3f-6f36-4086-a470-87ed813dd429,db008806-16f6-48fc-8521-3d953709689d,6d152109-c447-446d-9a06-3621c920bebd,d89de379-665d-425c-b2e9-41b95d1edb36,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,6b22de04-fb48-44aa-bd02-c1427f635477,47b8b42a-96e8-46fa-9ea6-70c5136ae971,244afcb7-fa9a-49b1-9aa6-0149512d1c52,17e137fb-59e5-4fd7-af48-afc34995396c"
0115951a67e6faf2272a08783d190406dba4454d,M,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,79239441-bfd5-4981-a70c-55c3f15c1287,60c5c7a0-95e1-493d-ba2e-3d548b5947f0,f27ec8db-af05-4f36-916e-3d57f91ecf5e,d7ac3cc7-0d65-476b-9b81-d3e872672a2f,5e8da504-c75b-4bf5-9dfc-119057c1a9c0,ff6e677f-91dd-4986-a174-8db0474b1799"
012c1a1fa9abfdada7d5f3700f4348a949c5c6c6,F,"cc197bad-dc9c-440d-a5b5-d52ba2e14234,f27ec8db-af05-4f36-916e-3d57f91ecf5e,056e4f3e-d505-4dad-8ec1-d04f521cbb56,14b22b4b-06d5-4b82-8284-29d29b58945f,a74b1b7f-71a5-4011-9441-d0b5e4122711,ff6e677f-91dd-4986-a174-8db0474b1799,32a92586-6f9f-4882-b168-97fd60a99b6d,810eb6c6-cced-4944-8f5a-1e0b15d930be,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,e21857d5-3256-4547-afb3-4b6ded592596"
012d453a95053050ef9711eb71ee34c7f02a0d5f,M,"b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,cc197bad-dc9c-440d-a5b5-d52ba2e14234,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,a74b1b7f-71a5-4011-9441-d0b5e4122711,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,72c536dc-7137-4477-a521-567eeb840fa8,ff6e677f-91dd-4986-a174-8db0474b1799,b071f9fa-14b0-4217-8e97-eb41da73f598,70248960-cb53-4ea4-943a-edb18f7d336f,14b22b4b-06d5-4b82-8284-29d29b58945f"
0141dffa8d71afba52f3135d61f84a7819fbe976,M,"a74b1b7f-71a5-4011-9441-d0b5e4122711,14b22b4b-06d5-4b82-8284-29d29b58945f,4a4ee089-93b1-4470-af9a-6ff575d32704,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,e21857d5-3256-4547-afb3-4b6ded592596,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,cc197bad-dc9c-440d-a5b5-d52ba2e14234,f22942a1-6f70-4f48-866e-238cb2308fbd,9c9f1380-2516-4fc9-a3e6-f9f61941d090"
