user_id,gender,topk_items
3159,F,"2858,2997,2716,3481,2396,2599,3751,2395,223,2683"
3672,M,"1198,260,2000,1196,1240,1610,1210,110,1214,1291"
1820,M,"1240,1214,260,589,1196,1198,1387,1210,2571,2916"
2156,M,"260,1214,1196,1210,2140,1198,2571,1270,589,1374"
262,F,"1376,2105,316,1375,1372,1373,610,1374,2393,1371"
692,F,"6,589,1610,110,2916,1573,1370,349,2571,32"
5536,M,"6,1089,16,2858,296,1617,1213,608,1466,593"
1778,M,"1918,153,2002,380,736,165,780,1917,2353,2012"
5524,F,"1028,899,3061,1947,914,900,3549,2565,2080,1269"
4140,M,"1036,1101,2000,592,349,1291,2194,2001,2115,3448"
2899,M,"1270,2011,3033,1197,1210,1580,2174,1374,1240,2716"
5061,F,"588,2081,1028,1022,2096,364,2080,1032,1,594"
1125,F,"1682,1573,2762,587,1704,2858,2353,1407,1552,380"
2073,F,"2396,2858,912,919,920,1193,34,527,318,1207"
4607,M,"2858,1617,608,260,2997,593,1213,2692,527,1219"
2527,M,"2366,1204,1201,1953,2664,1214,2019,2951,3654,1253"
2681,F,"2081,7,597,339,1569,1777,1441,708,3247,3255"
1505,M,"1244,1230,912,2064,1292,1294,1247,1172,2300,1252"
3646,M,"260,541,1214,1240,750,924,1374,1196,1210,1198"
2106,F,"586,1614,1923,1777,708,588,39,339,2953,5"
2916,M,"3067,2289,1244,162,1041,3683,2064,2997,3481,306"
3560,F,"2858,318,2396,608,593,296,527,1265,34,356"
1884,M,"260,1214,1221,1252,1196,924,1240,1198,750,1953"
854,F,"1704,587,1393,597,2858,3252,1639,377,1682,1721"
1489,F,"2396,3751,3745,3175,3408,3354,3114,3481,2997,3578"
2030,M,"1253,1019,1294,924,1029,2664,1287,750,2863,2010"
1758,F,"1673,1885,1834,3108,1095,778,1594,16,1120,296"
5480,F,"597,357,356,539,1265,1307,339,2081,2671,7"
5605,F,"364,588,551,2080,1282,2081,595,1022,1407,2096"
881,M,"589,2571,1580,1370,780,2167,1391,32,2002,316"
2980,M,"2858,912,2396,527,593,1193,1225,608,318,1617"
556,F,"1028,2096,1022,2080,1029,2087,594,2078,1032,2081"
1680,M,"1339,2746,1347,2003,2787,1994,1321,2657,3708,1674"
5545,F,"912,1270,1230,260,919,1247,1196,608,1136,2396"
5367,M,"589,260,110,1617,2571,1240,1210,608,2858,1196"
2966,F,"1265,2396,2858,356,357,1,39,1923,318,593"
4647,M,"373,1834,3683,1179,1245,1729,3019,1594,1095,3272"
2776,M,"1923,597,2268,1704,3252,587,1784,3255,1639,1682"
4048,F,"1367,1022,1028,1014,1021,588,1029,1013,1688,586"
2334,F,"914,920,899,969,2067,3244,1947,932,898,1957"
5005,M,"1225,318,920,3418,923,296,150,110,1247,2067"
2587,M,"110,1210,260,589,1196,2571,1198,2028,1580,480"
4671,M,"316,1917,780,329,2393,1372,1876,1676,10,1375"
5822,F,"1219,1997,1333,1214,1350,968,1345,1982,2160,2664"
5054,M,"912,1247,1244,608,920,1230,923,593,908,910"
1897,F,"1244,1296,1300,1172,3543,2973,2396,2289,1247,1230"
5831,M,"1674,592,2115,3448,2405,1240,1101,2000,2985,2640"
5248,F,"1307,2396,1028,1947,914,899,898,357,920,1270"
5009,F,"260,1270,1210,1196,1198,1197,912,1240,1097,919"
5621,M,"1617,608,296,593,2858,858,1179,1213,1358,1221"
721,F,"736,377,2763,3257,1597,380,587,1608,1393,1892"
5509,M,"1244,1041,1247,1172,912,3683,2289,3067,1300,1179"
795,F,"357,2858,2997,1183,1704,265,2908,39,342,1265"
1599,M,"1580,2012,1270,356,110,1210,1196,589,1198,260"
1285,M,"1228,1221,858,3019,1213,1208,1198,1252,1222,1186"
5677,M,"318,593,110,356,608,1265,1198,1196,1210,296"
4250,F,"349,3256,1918,786,1608,1616,1479,165,494,434"
2894,M,"1917,316,165,1370,1676,733,1552,3697,780,10"
4080,M,"260,1196,1198,858,110,1210,1617,593,1240,1221"
4344,M,"1278,1219,1214,1350,2746,1258,1994,1345,1333,1294"
1614,M,"3300,3354,3793,2490,3745,3697,3555,741,1372,329"
3557,M,"1923,1060,1517,441,296,1732,1265,2858,1968,223"
5201,M,"260,912,1196,1270,2858,608,858,1198,593,2396"
3319,F,"3152,2919,3811,1293,3068,3201,1096,3685,1244,3504"
631,M,"260,1270,1196,1097,2716,1198,1197,1210,608,2858"
1922,F,"1210,260,1580,1307,1265,1270,1240,2100,1968,1610"
5262,F,"1028,2987,2716,2396,920,1270,1269,2355,2369,914"
5118,M,"2571,589,110,1580,480,2028,1210,2628,1610,2762"
2,M,"593,527,858,318,110,2028,1617,608,1198,920"
4347,F,"2858,2762,3408,2028,2706,3176,3578,1704,2997,356"
864,F,"1244,3435,908,912,2186,1248,1041,1230,922,2858"
1442,M,"260,2858,1196,2571,3114,1148,1210,2628,1,593"
1044,M,"1270,260,1240,1198,1196,1394,1214,2791,1136,2174"
3923,M,"1214,260,1240,1374,1376,541,924,1196,1210,1270"
1203,F,"2858,2028,1584,1704,2291,110,1617,593,377,296"
4139,M,"2858,2959,3176,2908,1213,1358,866,1466,3006,296"
2986,M,"2908,1639,2858,1673,3108,1834,2329,25,538,3252"
5795,M,"364,2078,594,595,1022,1028,2080,588,356,531"
1048,M,"2858,608,593,296,2997,318,527,1617,1704,2396"
935,M,"2490,2763,3623,3256,3005,733,349,2334,6,1610"
5253,F,"912,919,1252,903,899,920,1250,1276,904,1204"
4260,M,"260,1214,1196,1240,2716,1210,1270,1198,589,2571"
3227,F,"2997,1923,2858,2396,2395,1265,2599,39,1641,357"
2215,F,"6,1089,1617,2858,50,47,608,589,32,293"
4870,F,"1225,608,912,2858,1193,1270,1097,1294,296,920"
2959,M,"2858,2762,3578,2571,2028,260,2997,589,2396,110"
2878,F,"920,914,1035,1028,899,969,594,1022,2080,595"
4411,M,"1210,260,1196,2396,912,480,1197,1270,1097,1198"
3065,F,"2858,1923,1704,39,1265,318,356,2997,2291,1639"
2237,F,"357,1962,597,3684,1271,509,2243,1674,2020,3255"
2201,M,"260,1214,1374,1240,1198,2529,1196,1376,541,1019"
5925,F,"919,912,594,899,1028,1282,1947,914,1225,1270"
5211,M,"260,1196,1198,1270,1240,1210,1197,1097,1214,589"
3543,M,"1248,1178,3134,1244,2300,3435,2677,1212,922,2731"
4225,F,"1041,1594,306,3083,1354,162,1885,1719,2289,3007"
4406,M,"3175,3793,3354,1127,260,2571,3578,968,1374,480"
5569,F,"597,539,1569,339,7,357,3255,1441,708,1888"
4736,M,"608,1617,593,2028,527,110,296,318,2858,1213"
5716,M,"2858,2997,608,1196,260,593,2571,296,2599,1270"
3285,M,"1213,6,1089,2858,110,608,296,589,2959,16"
4238,M,"1214,1240,1129,2985,1374,1994,3527,2455,3703,2000"
1065,F,"17,1183,265,357,838,105,2671,2858,222,2396"
3253,F,"1244,912,2396,2858,1230,2997,1247,908,608,1172"
3562,F,"2369,1968,2003,2716,1339,1347,2145,2146,597,1994"
1284,M,"1617,110,6,164,3578,3753,2858,2028,3147,3555"
3501,F,"2858,608,912,1617,593,1247,1244,527,2396,1230"
5038,M,"2858,1617,608,3481,527,2997,593,912,2396,3751"
2098,M,"6,70,3476,198,1089,2167,1527,1573,589,2916"
4819,M,"597,3591,2003,2375,587,1968,2133,500,2470,2378"
5728,F,"1028,2470,2133,2081,1380,2015,2054,2375,2471,2405"
4591,M,"260,1210,1214,1196,1240,2628,1376,480,1580,1374"
45,F,"7,838,339,468,2671,1569,357,1409,539,916"
1031,M,"589,2916,1240,260,1374,1580,1372,1127,1214,316"
3825,M,"858,260,1214,1196,1617,1221,110,1240,593,608"
3503,M,"260,1196,2571,1210,589,1240,1270,1198,2858,1197"
5996,F,"1028,588,736,587,356,2617,1210,2081,1291,2054"
1899,F,"1247,1077,1230,1252,1234,919,750,1267,912,1136"
4823,M,"2858,608,296,593,527,1196,318,260,1198,2997"
3259,F,"1210,260,2571,1196,1197,1270,2628,2028,608,2858"
2454,M,"588,356,2081,1210,1270,1197,1,2628,1265,2054"
3851,M,"2858,2762,2997,2683,2396,3578,2706,3408,2355,2959"
3312,F,"2858,2628,1580,1391,2571,2997,3052,1923,2706,1517"
3400,M,"589,1240,2916,1610,349,1036,3527,110,1214,1129"
3380,M,"912,1252,1247,593,608,1617,318,920,923,2858"
2812,M,"2571,1210,2858,1580,1196,589,1265,260,1923,356"
3690,M,"2959,1923,2841,70,2706,3052,16,2580,2329,3617"
5296,F,"2858,2396,593,608,318,527,912,1617,2028,1196"
1146,F,"1407,1644,3476,1717,70,1347,1645,1970,891,1332"
350,M,"2028,110,2858,593,2571,608,260,589,2762,1210"
3998,M,"2784,2288,3576,2901,1334,512,2661,2644,1337,1130"
3422,M,"2716,1270,1197,2174,1968,2797,2791,2918,1307,2746"
3947,M,"260,1214,1196,1210,1240,589,2571,1198,480,1270"
4804,F,"3769,2476,2401,3430,2527,3702,3576,3766,2921,2922"
5223,M,"2858,2997,3481,2599,2395,2692,608,296,223,1673"
2258,F,"1032,588,1688,364,2096,1029,595,2078,1282,1566"
1616,M,"2571,1580,1210,2628,1265,1923,356,2028,2858,589"
4387,F,"588,364,1029,595,1022,2080,2081,2054,1088,594"
5312,M,"260,1196,1270,1210,2174,2628,1198,1097,1197,2716"
4033,M,"1923,380,587,165,349,3256,597,2000,500,1610"
4325,M,"2858,2762,2571,260,110,1210,589,1196,3578,3175"
2515,M,"260,1210,589,1196,2571,1214,480,1240,1580,1198"
5514,F,"2706,2694,2683,3623,3081,3273,2355,2762,3578,3753"
4428,M,"2716,2710,3016,2455,260,968,1258,1214,3081,1997"
73,M,"2571,589,1215,1676,1527,2628,780,316,2167,3527"
5394,M,"778,1060,2395,1517,223,2997,32,1197,608,1673"
2097,M,"2571,2628,3793,589,2762,1580,2858,3578,260,480"
877,M,"589,1580,2571,1240,70,2916,1210,380,316,3527"
1969,F,"588,595,364,260,2005,2628,2054,2571,2081,1073"
1507,M,"260,1270,1196,1210,912,919,924,1197,1282,1097"
6023,M,"349,1370,165,733,2916,589,3256,1552,10,1610"
155,M,"356,2396,2858,1265,1270,1210,593,1,1197,318"
5090,F,"1270,260,1196,2716,1240,2858,1097,1198,1221,608"
1582,M,"2694,2581,2724,2572,2683,2706,1911,2355,2431,3004"
3624,M,"260,2571,1210,589,1196,2628,1580,3175,480,1240"
2222,F,"597,3255,1307,539,2245,356,587,2424,1962,3591"
3945,F,"2470,2100,1380,2469,2245,2746,1028,2405,1962,2174"
689,F,"3269,316,2006,1584,1372,1371,780,2724,597,339"
3202,F,"110,648,2762,2628,356,2028,480,1580,587,1721"
1883,F,"898,1296,914,899,916,915,17,932,1947,838"
4566,M,"1270,260,1210,1240,2100,2746,1097,1196,2174,1197"
3898,M,"912,1252,1230,1247,608,1221,1244,908,527,1617"
4700,F,"260,1029,1028,2096,2080,1282,1270,594,2087,1210"
4838,M,"2858,356,1265,2396,318,34,1,593,1270,296"
1088,F,"2028,2762,2396,3176,928,608,3408,2858,34,1035"
3082,F,"1923,3255,3591,1968,500,2795,597,3448,2423,3809"
2752,M,"1089,1179,1213,1095,2289,3683,3019,1673,608,1358"
3475,M,"527,593,1617,318,1213,608,296,2858,858,1247"
1685,M,"3019,1172,1228,1186,3424,3683,1247,2973,2064,1244"
3505,F,"2858,608,2396,1617,2997,527,593,908,3481,912"
1321,F,"3210,2915,2352,1663,1307,3684,2243,3448,3361,3608"
2859,M,"2858,608,593,1617,2997,296,527,2028,3481,318"
5107,F,"2289,994,265,1095,357,800,1247,2020,1094,1641"
716,M,"589,733,2571,110,1573,1527,1610,1580,1370,2628"
1500,M,"2858,2396,2997,1196,260,1270,1197,2716,593,2762"
3519,F,"1441,1777,1923,1614,597,372,708,3255,441,2145"
4233,M,"912,2858,260,608,858,593,1196,1617,1221,1230"
3430,F,"2858,2396,2997,912,2028,608,593,2762,1193,527"
658,F,"356,1968,1923,2858,1265,2716,1517,2683,1,1270"
331,M,"1704,16,25,2858,2268,6,1617,3176,1729,1393"
2810,F,"364,595,588,1688,1367,48,1907,1566,586,783"
4611,F,"357,1393,1704,1265,597,356,1784,318,1721,1183"
3620,M,"2858,110,2028,593,1617,2571,589,296,2762,608"
1057,M,"260,750,1196,924,541,1210,1214,2858,1148,1270"
2404,M,"110,589,2571,480,1580,260,2028,1210,1196,1198"
234,M,"110,2858,2028,593,318,2762,356,1617,1198,1580"
2299,F,"316,1676,442,1372,2393,1527,329,1917,2617,1376"
516,F,"3175,260,1127,1374,1196,1240,2716,1214,1270,1210"
2453,M,"3256,6,161,349,628,2268,2427,16,2023,3252"
5015,M,"920,919,1234,1307,1198,1270,1028,1294,2352,1961"
3091,F,"2858,1617,593,608,260,296,2028,110,527,318"
1191,F,"3435,2186,1248,1212,1267,930,1244,950,1219,903"
75,F,"1688,1566,48,1033,783,1064,1032,2089,239,2092"
4147,F,"3703,1129,1374,1240,1214,2527,1198,3654,260,2948"
1465,M,"2944,1953,1304,969,1287,1674,1272,2947,2067,3639"
5220,M,"1994,3210,3019,1186,2739,1258,2348,1288,2746,2455"
2054,M,"589,2571,1580,2628,1210,260,480,1240,110,1196"
4085,F,"2683,2710,587,597,2706,2716,377,1968,253,356"
5497,M,"589,1580,2571,1198,2916,1210,1240,1196,733,260"
5578,F,"2858,2762,260,2571,2716,1196,1198,589,2028,593"
1496,M,"2288,610,1215,2003,2140,2455,1967,1261,1129,1214"
2282,M,"1580,589,2571,480,2916,733,1610,110,2628,780"
4115,M,"1580,1101,1210,1610,349,2406,2000,1291,780,592"
3592,F,"17,920,1307,914,1393,357,597,1225,1183,2396"
3821,M,"2289,3683,1244,1041,3067,162,1172,3481,2064,2997"
5614,M,"1240,1214,1258,260,1994,1222,1278,2716,541,3471"
1613,M,"1210,356,608,110,1196,457,589,260,1265,1923"
5630,M,"2858,2997,608,593,296,318,2396,1617,3481,527"
910,F,"2067,920,914,969,899,1287,1035,919,3244,1957"
33,M,"1219,1252,1214,1953,1208,1617,903,1221,1387,858"
6027,M,"2858,1210,2571,260,110,589,2028,1580,1196,2762"
2220,F,"2858,2396,2028,3114,2762,260,1196,593,356,2628"
934,F,"597,3255,1888,7,2724,2671,1569,2424,339,500"
3450,M,"6,1704,110,16,3256,2268,593,2858,377,2028"
2506,F,"357,7,105,222,597,1307,2671,339,539,2396"
1858,F,"595,588,364,1907,2628,1032,1,3114,783,1566"
3193,M,"2959,2858,3578,3623,3793,2762,2710,2490,3081,3005"
3336,M,"1265,1923,356,593,2858,1270,608,1210,1197,1307"
1800,M,"2571,589,110,2028,260,1196,1210,2858,1580,1198"
5278,F,"3175,260,1210,1580,2628,2571,480,1270,1127,589"
3087,F,"597,7,339,587,539,357,2424,356,11,1409"
1335,M,"1244,3683,912,1252,3543,1247,908,1230,1617,1221"
1015,M,"2289,1244,1077,2065,1206,922,1278,1295,1199,1230"
5676,M,"2858,2997,1265,1923,608,593,296,318,1210,1"
3172,M,"2858,589,1617,608,1089,2571,593,260,32,296"
62,F,"1674,2245,2352,1962,920,953,1293,1086,3448,1231"
1952,M,"2858,2997,3481,2599,2396,608,3897,2395,593,3911"
752,F,"1673,2908,2329,3481,2858,1682,3176,3160,1639,296"
5002,M,"1270,1291,260,1240,1196,2174,1198,592,1210,2716"
3046,M,"3409,2840,3752,3273,2771,3623,2710,3785,2719,3081"
2125,M,"2571,480,2628,3114,260,2858,110,1210,2028,1196"
2489,F,"2858,3147,2716,356,593,1704,1968,1393,608,1721"
4711,M,"589,2617,1214,1240,2167,260,2916,2571,110,70"
828,M,"2706,2724,3408,2572,2694,2683,2858,2581,2396,2355"
4523,M,"316,780,1917,733,1918,1580,589,1610,1608,2617"
4886,F,"3175,1127,260,2571,3793,589,1196,1210,1580,1240"
1119,M,"260,1214,924,1196,1376,1253,1240,1374,1210,1019"
2118,M,"2858,608,260,1270,2997,1196,593,1197,1136,2716"
4549,F,"2279,1717,3273,2719,1644,2995,2617,1407,2428,3081"
2729,M,"260,1196,1198,2858,1210,2028,110,593,858,608"
1172,F,"1393,597,1721,357,1968,2858,1339,2716,2710,356"
1162,F,"912,318,920,527,858,593,1247,1617,608,1193"
644,M,"2858,2396,2997,260,1196,608,1617,1210,593,2028"
1988,F,"357,2858,265,1247,2396,17,318,1094,1307,608"
4082,M,"2858,1265,296,318,593,1704,356,608,1923,1968"
3809,M,"260,1214,1196,1240,1198,1210,1270,589,1374,1387"
855,F,"1285,441,2144,1968,372,1060,3261,1449,1297,1441"
3413,F,"2858,608,527,593,2997,912,1617,1193,318,1213"
659,F,"1962,1674,3684,1307,1124,2739,2352,2243,1302,2020"
10,F,"1028,588,1029,2080,1022,1032,594,2087,1270,2081"
3226,M,"912,1230,1244,2858,608,260,1221,1252,2396,858"
1777,M,"1244,1252,750,3435,1230,3683,912,1221,1077,2300"
2192,F,"260,1210,589,1198,1196,2628,1580,2571,1127,1240"
4501,M,"260,1240,1196,1214,1198,1210,589,1270,2571,541"
5341,F,"2003,2746,2100,3608,3591,2174,2470,1994,1297,2797"
3751,F,"2396,1307,357,1270,920,1674,1197,969,1198,1721"
3995,M,"589,260,2571,1210,1580,1196,1240,480,110,1198"
5938,M,"2858,2997,3481,608,296,593,2599,1673,527,1617"
6007,M,"2617,316,1544,3697,1917,1370,1320,736,589,1552"
1413,M,"1617,2858,2997,3481,2692,608,593,2599,527,1213"
955,F,"1617,1610,858,3418,110,593,608,296,32,318"
594,F,"1307,898,916,2396,357,3072,1296,914,1947,955"
3778,M,"2268,349,3107,110,165,1608,1610,3256,1370,1918"
2376,M,"2858,318,527,296,1704,593,1094,1183,1617,608"
4169,M,"2919,2467,3198,1964,349,1344,412,2991,749,3152"
546,F,"551,2858,1,3114,3751,2716,1282,2396,2355,2657"
125,M,"260,1196,110,589,2858,1198,1210,2028,2571,1617"
563,M,"1019,1376,1301,1253,1214,2105,1375,2010,260,1274"
59,F,"912,1230,1244,3435,1247,908,2396,920,969,898"
4792,F,"912,2396,920,1230,919,969,1247,899,2858,1225"
5906,F,"2858,608,593,318,1617,527,296,260,1265,1210"
3755,F,"912,2858,2396,1247,608,527,1193,908,923,1230"
762,M,"316,1376,260,1210,2985,2628,2105,1240,3033,1374"
2583,M,"1214,260,1240,1198,1196,1387,1036,1291,1270,2000"
1714,M,"1210,1270,1580,1265,2011,1923,1197,1240,1196,2571"
1369,M,"1214,1240,260,3703,541,589,1374,1200,2288,750"
455,F,"912,2396,920,969,1230,919,260,1270,899,910"
4981,M,"265,1188,17,1172,58,1296,1183,515,1247,232"
1433,F,"1917,316,173,153,379,442,653,1676,1831,1876"
4090,M,"969,912,1294,1252,1244,1230,1276,910,920,1234"
5074,M,"2289,2997,2858,2599,3481,3683,2395,3543,1213,608"
4293,F,"1230,912,1244,910,1247,969,899,920,898,1225"
963,M,"2858,608,593,1617,296,1196,318,2028,260,110"
4864,M,"1270,260,1196,1210,2858,1197,1198,1097,2396,356"
86,F,"1688,588,1907,595,1566,364,783,48,1032,1367"
4430,F,"1271,372,1441,4,3252,1888,1120,1682,1639,1704"
4582,F,"260,1196,750,541,1270,1210,924,1198,1136,1240"
749,M,"1214,1387,1219,1278,260,1258,1240,2455,1350,1333"
175,F,"2858,318,608,296,1704,593,1265,1673,527,34"
4482,F,"2352,1674,1962,3101,1302,3448,2268,1124,1958,1293"
4322,F,"1674,920,1198,1393,356,593,1961,597,318,3448"
714,M,"673,588,153,2628,2355,2694,19,317,3438,586"
1717,F,"1206,2010,750,924,541,32,1199,29,1214,1965"
4036,M,"1777,597,356,2706,2694,1923,2431,500,587,344"
4251,M,"2858,593,1265,356,2762,608,2716,1196,2028,1923"
5580,M,"2000,1610,1307,1101,356,597,1198,2470,349,110"
3426,M,"1617,608,593,2858,1252,2028,858,1219,1213,1214"
3831,F,"589,2571,110,2858,2762,1580,593,1573,2028,1210"
3970,F,"589,2353,1573,2571,6,1370,70,733,780,110"
4150,M,"1610,349,3256,110,733,1608,457,1036,2028,1198"
2020,M,"2858,608,1617,593,527,1198,260,296,858,110"
3745,F,"2694,2683,1513,2581,2572,1911,3273,2706,3752,2502"
119,F,"588,2355,1688,2394,1566,2694,595,364,3114,48"
2786,M,"593,1198,608,1617,1196,858,110,260,589,2858"
4983,F,"594,1029,2096,1032,2085,1022,2087,1028,2018,596"
1051,F,"1407,2003,253,1339,724,1968,2716,1923,356,3273"
2239,M,"2571,589,260,480,110,1196,1210,2628,1580,1240"
5459,F,"2953,2694,3273,1461,2581,2279,542,2335,19,1895"
1403,F,"260,1210,1196,1270,2571,2628,1097,480,1580,1197"
5966,F,"2858,608,296,593,318,2997,527,1704,1617,36"
403,M,"1580,2858,110,2762,356,1210,2028,2571,480,260"
4728,M,"110,2028,593,1610,1265,589,296,2858,1580,318"
482,M,"110,1198,1270,1036,2000,260,1090,1097,1196,2716"
5754,F,"1265,1923,1,356,39,1517,296,357,588,2858"
5840,F,"357,597,1307,539,17,2424,920,7,3255,2671"
5100,M,"1225,912,920,1247,1221,919,3101,1252,2067,1230"
2795,M,"1240,1214,3703,260,1374,541,2527,3702,1129,1200"
4083,M,"969,2947,2944,1304,3702,1374,2000,2001,3638,2948"
4434,F,"2716,2858,1270,3809,1198,2683,2000,3868,589,1259"
2188,F,"441,778,1060,1517,69,39,2329,1884,296,50"
4609,F,"2011,2003,2985,2174,3033,2455,1339,2746,2717,2716"
3492,M,"2858,3751,2997,2396,3481,912,3911,3897,260,2599"
5946,F,"1393,2671,357,2396,1721,597,1183,539,11,2724"
